SYMBOL,DATE,qnty_per_trade,avg_qnty_per_trade,deliv_qty,avg_deliv_qty,trade_qty_deviation,delivery_qty_deviation,F&O,NIFTY_500,ROC_RS_7,ROC_RS_14,AD_Count,DD_Count,NA_Count,vwap_positive_7days,vwap_negative_7days,vwap_positive_14days,vwap_negative_14days
AHLEAST,2025-01-10,22,25.0,10538,9967.0,-11.0,5.0,N,N,-9.859155,-11.111111,7,5,13,0,7,2,12
AHLUCONT,2025-01-10,5,5.0,55003,32636.0,1.0,68.0,N,N,-7.211538,-12.866817,2,9,14,1,6,5,9
AIAENG,2025-01-10,2,8.0,6320,44793.0,-69.0,-85.0,N,Y,2.279202,2.86533,4,6,15,3,4,9,5
AIIL,2025-01-10,7,9.0,27812,47614.0,-19.0,-41.0,N,N,1.145038,13.247863,8,3,14,4,3,9,5
AIRAN,2025-01-10,106,95.0,140568,141790.0,11.0,0.0,N,N,0.0,0.0,6,5,14,1,5,4,9
AIROLAM,2025-01-10,19,25.0,3058,11928.0,-26.0,-74.0,N,N,-3.571429,1.886792,7,3,15,2,5,4,10
AJANTPHARM,2025-01-10,3,5.0,74224,51647.0,-26.0,43.0,N,Y,-1.70593,2.455546,5,9,11,3,4,8,6
AJMERA,2025-01-10,15,13.0,58012,30638.0,22.0,89.0,N,N,-0.643777,3.348214,5,6,14,0,7,3,11
AJOONI,2025-01-10,649,894.0,631409,733432.0,-27.0,-13.0,N,N,0.0,0.0,3,8,14,2,5,2,9
AKASH,2025-01-10,48,33.0,12227,5169.0,45.0,136.0,N,N,0.0,0.0,5,7,13,4,3,7,7
AKG,2025-01-10,193,256.0,29243,58965.0,-24.0,-50.0,N,N,0.0,0.0,3,5,17,3,4,5,8
AKSHARCHEM,2025-01-10,14,15.0,2744,3699.0,-5.0,-25.0,N,N,-4.724409,-6.923077,4,5,16,1,6,3,11
AKUMS,2025-01-10,27,30.0,198940,215824.0,-8.0,-7.0,N,Y,-0.377358,4.761905,6,5,14,1,6,4,10
AKZOINDIA,2025-01-10,5,3.0,13672,6405.0,35.0,113.0,N,N,8.731241,8.067797,4,8,13,3,4,5,9
ALANKIT,2025-01-10,219,237.0,296373,302191.0,-7.0,-1.0,N,N,0.0,0.0,5,3,17,2,5,4,9
ALBERTDAVD,2025-01-10,6,5.0,8405,2654.0,23.0,216.0,N,N,-6.630824,-5.444646,5,6,14,2,5,6,8
ALEMBICLTD,2025-01-10,39,51.0,238454,187073.0,-23.0,27.0,N,N,-7.142857,-8.77193,4,6,15,3,4,4,10
ALICON,2025-01-10,5,6.0,32081,12732.0,-23.0,151.0,N,N,3.286385,-0.677201,5,5,15,4,3,6,8
ALKALI,2025-01-10,20,21.0,7636,5227.0,-7.0,46.0,N,N,0.0,-4.081633,5,6,14,1,6,3,11
ALKEM,2025-01-10,6,4.0,66121,43311.0,30.0,52.0,Y,Y,-0.563502,-0.606586,6,7,12,3,4,7,7
ALKYLAMINE,2025-01-10,6,5.0,37058,31256.0,34.0,18.0,N,Y,2.027027,-3.329065,1,9,15,2,5,5,9
ALLCARGO,2025-01-10,91,103.0,1208767,846346.0,-11.0,42.0,N,N,-9.52381,-9.52381,1,11,13,0,6,3,10
ALLDIGI,2025-01-10,7,8.0,7651,8518.0,-6.0,-10.0,N,N,6.569343,11.450382,6,5,14,2,5,6,8
ALOKINDS,2025-01-10,318,322.0,1793030,1773146.0,-1.0,1.0,N,Y,-11.111111,-11.111111,5,8,12,3,4,5,9
ALPA,2025-01-10,71,66.0,65956,86169.0,7.0,-23.0,N,N,3.846154,10.204082,8,3,14,2,3,2,3
ALPHA,2025-01-10,174,170.0,1907753,604655.0,2.0,215.0,N,N,-8.695652,-8.695652,1,9,15,3,4,7,7
ALPHAETF,2025-01-10,243,472.0,796321,1106567.0,-48.0,-28.0,N,N,0.0,0.0,5,5,15,2,5,7,6
ALPHAGEO,2025-01-10,11,17.0,10436,16869.0,-35.0,-38.0,N,N,3.278689,1.069519,8,3,14,2,5,3,11
ALPL30IETF,2025-01-10,1382,505.0,2045689,845919.0,173.0,141.0,N,N,0.0,0.0,4,9,12,2,5,6,8
AMBER,2025-01-10,6,8.0,184855,185054.0,-22.0,0.0,N,Y,7.149727,14.924347,9,3,13,3,4,8,6
AMBICAAGAR,2025-01-10,63,41.0,10021,12637.0,55.0,-20.0,N,N,0.0,0.0,7,7,11,1,5,4,8
AMBIKCO,2025-01-10,5,6.0,4004,6114.0,-13.0,-34.0,N,N,-3.39233,-3.53461,7,3,15,0,7,2,12
AMBUJACEM,2025-01-10,35,36.0,1138466,938173.0,-3.0,21.0,Y,Y,-3.964758,-6.034483,5,6,14,3,4,5,9
AMDIND,2025-01-10,54,31.0,14434,9093.0,73.0,58.0,N,N,0.0,0.0,5,4,16,2,5,3,11
AMIORG,2025-01-10,8,9.0,149443,107583.0,-8.0,38.0,N,N,2.419355,-1.222222,6,8,11,4,3,8,6
AMJLAND,2025-01-10,39,52.0,47323,52441.0,-24.0,-9.0,N,N,-10.714286,-13.793103,5,7,13,0,7,1,13
AMNPLST,2025-01-10,17,26.0,13574,40724.0,-35.0,-66.0,N,N,-7.29927,15.454545,6,4,15,3,4,6,8
AMRUTANJAN,2025-01-10,7,6.0,4199,5689.0,20.0,-26.0,N,N,0.0,-3.536977,2,7,16,3,4,7,7
ANANDRATHI,2025-01-10,7,5.0,70336,23800.0,37.0,195.0,N,Y,8.906634,7.19468,5,7,13,2,4,4,9
ANANTRAJ,2025-01-10,29,25.0,808159,480666.0,15.0,68.0,N,Y,5.292479,8.0,11,4,10,3,4,7,7
ANDHRAPAP,2025-01-10,53,58.0,65863,92916.0,-8.0,-29.0,N,N,0.0,-4.878049,3,7,15,3,4,5,8
ANDHRSUGAR,2025-01-10,43,63.0,50354,70058.0,-30.0,-28.0,N,N,-4.878049,-2.5,4,5,16,1,6,5,9
ANGELONE,2025-01-10,13,14.0,225629,296482.0,-3.0,-23.0,Y,Y,-11.707317,-9.800664,5,8,12,1,6,4,10
ANMOL,2025-01-10,63,93.0,37372,46112.0,-32.0,-18.0,N,N,-9.090909,-9.090909,3,8,14,1,6,3,10
ANTGRAPHIC,2025-01-10,656,1113.0,310147,555503.0,-41.0,-44.0,N,N,0.0,0.0,4,6,15,1,5,4,7
ANUHPHR,2025-01-10,11,16.0,13390,31206.0,-31.0,-57.0,N,N,-3.191489,0.0,2,4,8,1,6,4,10
ANUP,2025-01-10,3,4.0,45080,15619.0,-7.0,188.0,N,N,-9.897611,-8.523909,6,5,14,1,6,3,11
ANURAS,2025-01-10,11,22.0,35071,56163.0,-49.0,-37.0,N,N,-2.317881,-2.640264,5,7,13,2,5,5,9
APARINDS,2025-01-10,3,3.0,29089,35483.0,-4.0,-18.0,N,Y,3.977926,5.678897,5,3,17,5,2,8,6
APCL,2025-01-10,38,33.0,7622,9425.0,15.0,-19.0,N,N,0.0,1.492537,6,4,15,2,5,7,7
APCOTEXIND,2025-01-10,31,17.0,25048,15265.0,78.0,64.0,N,N,-0.636943,-5.454545,5,6,14,2,5,5,9
APEX,2025-01-10,27,38.0,34557,75406.0,-28.0,-54.0,N,N,-6.306306,1.960784,5,5,15,2,5,5,9
APLAPOLLO,2025-01-10,22,17.0,289254,291579.0,30.0,0.0,Y,Y,-1.067073,0.0,5,6,14,3,4,6,8
APLLTD,2025-01-10,6,8.0,66066,57314.0,-24.0,15.0,N,Y,-0.691244,-2.045455,5,5,15,3,4,8,6
APOLLO,2025-01-10,193,186.0,3144741,3689161.0,3.0,-14.0,N,N,0.0,30.769231,5,5,15,3,4,7,7
APOLLOHOSP,2025-01-10,4,6.0,95300,141259.0,-21.0,-32.0,Y,Y,-2.118644,-1.830664,7,6,12,2,5,5,9
APOLLOPIPE,2025-01-10,11,13.0,8167,17548.0,-20.0,-53.0,N,N,-4.166667,-8.910891,4,6,15,3,4,8,6
APOLLOTYRE,2025-01-10,42,41.0,1784856,559490.0,3.0,219.0,Y,Y,-9.633028,-12.053571,5,6,14,1,6,5,9
APOLSINHOT,2025-01-10,4,5.0,749,1152.0,-20.0,-35.0,N,N,-2.338377,-3.005464,5,9,11,2,5,3,11
APTECHT,2025-01-10,37,48.0,36342,65425.0,-23.0,-44.0,N,N,-6.578947,-11.25,4,5,16,1,6,2,12
APTUS,2025-01-10,14,35.0,205397,699482.0,-58.0,-70.0,N,Y,-3.225806,-8.396947,3,8,14,2,5,3,11
ARCHIDPLY,2025-01-10,23,32.0,7161,23360.0,-28.0,-69.0,N,N,-4.255319,-13.461538,4,7,14,3,4,5,9
ARCHIES,2025-01-10,154,68.0,22125,14787.0,124.0,49.0,N,N,0.0,-9.090909,5,6,14,3,4,3,6
ARE&M,2025-01-10,11,12.0,457424,217069.0,-14.0,110.0,N,Y,-7.056452,-6.10998,3,10,12,1,6,5,9
ARIHANTCAP,2025-01-10,112,83.0,344701,132259.0,35.0,160.0,N,N,-6.976744,-4.761905,4,7,14,2,5,4,10
ARIHANTSUP,2025-01-10,20,29.0,26409,60782.0,-28.0,-56.0,N,N,0.947867,13.903743,8,3,14,3,4,5,9
ARKADE,2025-01-10,82,109.0,1096986,1409874.0,-24.0,-22.0,N,N,-5.405405,1.449275,8,4,13,2,5,6,8
ARMANFIN,2025-01-10,10,8.0,15484,18401.0,20.0,-15.0,N,N,4.12758,9.467456,5,8,12,4,3,6,8
AROGRANITE,2025-01-10,22,33.0,7276,8054.0,-32.0,-9.0,N,N,-9.52381,0.0,4,9,12,3,4,6,8
ARROWGREEN,2025-01-10,20,13.0,47355,18563.0,56.0,155.0,N,N,2.985075,3.915663,6,6,13,3,4,7,7
ARTEMISMED,2025-01-10,27,31.0,57713,67403.0,-10.0,-14.0,N,N,3.007519,3.007519,7,4,14,2,5,7,7
ARVEE,2025-01-10,14,16.0,678,1126.0,-11.0,-39.0,N,N,-4.166667,-5.479452,6,5,14,4,3,8,6
ARVIND,2025-01-10,17,20.0,105580,246425.0,-13.0,-57.0,N,N,-5.202312,-6.818182,7,3,15,2,5,5,9
ARVINDFASN,2025-01-10,14,17.0,189431,175963.0,-18.0,7.0,N,N,0.460829,-1.801802,2,8,15,2,5,7,7
ARVSMART,2025-01-10,10,11.0,30036,29832.0,-11.0,0.0,N,N,-9.52381,-8.8,3,9,13,2,5,5,9
ASAHIINDIA,2025-01-10,8,9.0,25798,34474.0,-4.0,-25.0,N,Y,-7.717042,-9.463722,4,5,16,3,4,9,5
ASAHISONG,2025-01-10,17,13.0,8350,3283.0,29.0,154.0,N,N,-11.180124,-6.535948,4,8,13,4,3,8,6
ASAL,2025-01-10,9,9.0,8344,8205.0,9.0,1.0,N,N,-4.693141,-4.0,5,9,11,1,6,2,12
ASALCBR,2025-01-10,10,12.0,28675,26018.0,-14.0,10.0,N,N,9.388646,7.974138,6,4,15,5,2,9,5
ASHAPURMIN,2025-01-10,50,70.0,306199,261797.0,-28.0,16.0,N,N,14.117647,14.792899,7,4,14,4,3,7,7
ASHIANA,2025-01-10,31,30.0,118672,72105.0,1.0,64.0,N,N,6.293706,10.144928,6,4,15,1,6,4,10
ASHOKA,2025-01-10,49,62.0,824531,1036586.0,-21.0,-20.0,N,N,-9.375,-1.694915,6,4,15,1,6,4,10
ASHOKLEY,2025-01-10,144,122.0,4411093,2346227.0,18.0,88.0,Y,Y,-8.163265,-2.173913,3,8,14,3,4,7,7
ASIANENE,2025-01-10,54,42.0,104320,111651.0,29.0,-6.0,N,N,-0.606061,2.5,9,3,13,2,5,4,10
ASIANPAINT,2025-01-10,19,14.0,826263,586964.0,38.0,40.0,Y,Y,2.167183,3.125,5,5,15,3,4,4,10
ASIANTILES,2025-01-10,145,152.0,238830,230206.0,-4.0,3.0,N,N,-10.0,-3.571429,3,5,17,3,4,6,8
ASKAUTOLTD,2025-01-10,18,21.0,148588,90614.0,-13.0,63.0,N,N,-2.45098,0.0,5,6,14,2,5,4,10
ASMS,2025-01-10,286,367.0,372043,666540.0,-21.0,-44.0,N,N,12.5,12.5,6,4,15,2,4,5,8
ASPINWALL,2025-01-10,18,38.0,8778,18782.0,-51.0,-53.0,N,N,-1.515152,4.0,7,2,16,3,4,6,8
ASTEC,2025-01-10,6,26.0,7859,26812.0,-74.0,-70.0,N,N,16.708229,2.631579,3,4,18,3,4,6,8
ASTERDM,2025-01-10,16,28.0,396422,464136.0,-42.0,-14.0,N,Y,-0.462963,1.415094,7,2,16,0,7,5,9
ASTRAL,2025-01-10,18,13.0,238647,251490.0,34.0,-5.0,Y,Y,-1.908957,-7.862069,2,10,13,4,3,8,6
ASTRAMICRO,2025-01-10,15,13.0,91207,65599.0,14.0,39.0,N,N,-0.615385,0.623053,5,5,15,3,4,7,7
ASTRAZEN,2025-01-10,2,3.0,3343,7319.0,-21.0,-54.0,N,Y,-0.067797,8.422214,3,6,16,2,5,7,7
ASTRON,2025-01-10,185,222.0,40196,78978.0,-16.0,-49.0,N,N,-11.111111,-11.111111,5,7,13,0,7,5,9
ATAM,2025-01-10,47,20.0,20353,13126.0,136.0,55.0,N,N,-1.818182,-1.818182,3,7,15,3,4,5,9
ATFL,2025-01-10,17,12.0,10592,13952.0,34.0,-24.0,N,N,0.257069,3.448276,5,7,13,2,5,7,7
ATGL,2025-01-10,22,24.0,185957,417067.0,-4.0,-55.0,Y,Y,-4.276316,3.191489,4,4,17,1,6,4,10
ATL,2025-01-10,131,112.0,212294,147289.0,16.0,44.0,N,N,-6.25,-6.25,4,7,14,2,5,6,8
ATLASCYCLE,2025-01-10,203,115.0,31429,8181.0,75.0,284.0,N,N,45.454545,,5,0,5,0,0,0,0
ATUL,2025-01-10,3,4.0,6818,13665.0,-22.0,-50.0,Y,Y,0.450294,-2.060115,4,6,15,3,4,8,6
ATULAUTO,2025-01-10,12,19.0,16376,24621.0,-35.0,-33.0,N,N,-6.224066,-5.833333,3,8,14,2,5,4,10
AUBANK,2025-01-10,56,42.0,3130593,1162138.0,32.0,169.0,Y,Y,3.813559,6.060606,6,7,12,4,3,10,4
AURIONPRO,2025-01-10,9,8.0,28903,30155.0,12.0,-4.0,N,N,-7.926024,-4.651163,6,4,15,1,6,2,12
AUROPHARMA,2025-01-10,30,22.0,1364521,522157.0,36.0,161.0,Y,Y,-8.243728,-2.8463,4,7,14,3,4,10,4
AURUM,2025-01-10,38,54.0,63516,82437.0,-28.0,-22.0,N,N,-1.851852,15.217391,6,6,13,5,2,7,3
AUTOAXLES,2025-01-10,6,7.0,4442,7060.0,-22.0,-37.0,N,N,2.008032,2.008032,5,8,12,5,2,9,5
AUTOBEES,2025-01-10,88,51.0,225223,87477.0,70.0,157.0,N,N,-0.990099,3.092784,4,7,14,1,6,5,9
AUTOIETF,2025-01-10,236,210.0,196396,273413.0,12.0,-28.0,N,N,0.0,0.0,2,7,16,1,5,4,9
AUTOIND,2025-01-10,39,34.0,31420,33129.0,15.0,-5.0,N,N,-4.444444,-8.510638,5,4,16,0,7,2,12
AVADHSUGAR,2025-01-10,16,18.0,20891,18642.0,-9.0,12.0,N,N,-4.225352,-7.692308,3,12,10,2,5,5,9
AVALON,2025-01-10,40,32.0,364357,273304.0,24.0,33.0,N,N,-3.465347,-6.47482,5,6,14,2,5,4,10
AVANTEL,2025-01-10,37,36.0,358170,230247.0,1.0,55.0,N,N,-7.692308,-9.090909,5,6,14,0,7,2,12
AVANTIFEED,2025-01-10,15,22.0,94942,243434.0,-32.0,-60.0,N,Y,-8.185053,-6.521739,7,4,14,0,7,3,11
AVG,2025-01-10,18,24.0,21452,35164.0,-25.0,-38.0,N,N,-10.828025,-9.677419,1,10,14,0,7,3,11
AVL,2025-01-10,31,25.0,117820,84871.0,24.0,38.0,N,N,-0.471698,-0.938967,6,6,13,4,3,9,5
AVTNPL,2025-01-10,36,40.0,36112,37373.0,-11.0,-3.0,N,N,-6.25,-6.25,3,9,13,2,5,6,8
AWFIS,2025-01-10,13,15.0,196417,164419.0,-12.0,19.0,N,N,-2.875399,2.702703,6,3,16,3,4,8,6
AWHCL,2025-01-10,20,18.0,80032,42438.0,9.0,88.0,N,N,1.953125,-0.760456,6,8,11,2,5,3,11
AWL,2025-01-10,223,82.0,8969230,1082389.0,172.0,728.0,N,Y,-9.489051,-6.766917,5,7,13,3,4,9,5
AXISBANK,2025-01-10,41,37.0,3682930,3673998.0,10.0,0.0,Y,Y,-1.113586,-2.202643,3,7,15,3,4,6,8
AXISBNKETF,2025-01-10,12,343.0,837,59717.0,-96.0,-98.0,N,N,-2.752294,-4.072398,2,11,12,4,3,7,7
AXISBPSETF,2025-01-10,42,3341.0,18741,1913717.0,-98.0,-99.0,N,N,0.0,0.0,2,4,19,4,1,6,5
AXISCETF,2025-01-10,146,49.0,12488,2643.0,196.0,372.0,N,N,0.0,2.083333,4,5,16,4,3,8,6
AXISGOLD,2025-01-10,164,140.0,195910,161708.0,17.0,21.0,N,N,3.703704,3.703704,5,3,17,4,2,8,5
AXISHCETF,2025-01-10,52,28.0,6679,3172.0,82.0,110.0,N,N,-1.587302,0.0,5,7,13,1,6,6,8
AXISILVER,2025-01-10,84,177.0,16878,38687.0,-52.0,-56.0,N,N,8.333333,5.405405,8,4,13,6,1,9,5
AXISNIFTY,2025-01-10,39,47.0,6577,6752.0,-16.0,-2.0,N,N,0.925926,0.0,4,7,14,2,5,5,9
AXISTECETF,2025-01-10,32,24.0,3675,1107.0,29.0,231.0,N,N,3.589744,3.061224,5,6,14,3,4,7,7
AXITA,2025-01-10,451,522.0,725567,1018081.0,-13.0,-28.0,N,N,0.0,0.0,5,7,13,1,6,1,13
AXSENSEX,2025-01-10,27,31.0,1362,931.0,-12.0,46.0,N,N,0.0,0.0,4,7,14,4,3,7,7
AYMSYNTEX,2025-01-10,47,74.0,46367,37191.0,-37.0,24.0,N,N,0.943396,-7.758621,8,5,12,4,3,4,5
AZAD,2025-01-10,11,11.0,54479,84515.0,1.0,-35.0,N,N,-6.806283,-0.41958,6,4,15,3,4,7,7
BAIDFIN,2025-01-10,624,576.0,670697,940994.0,8.0,-28.0,N,N,0.0,0.0,3,9,13,1,6,4,10
BAJAJ-AUTO,2025-01-10,6,8.0,167488,252934.0,-16.0,-33.0,Y,Y,-0.372936,1.327554,4,7,14,3,4,5,9
BAJAJCON,2025-01-10,21,24.0,158744,137892.0,-10.0,15.0,N,N,-3.571429,-5.813953,4,8,13,1,6,5,9
BAJAJELEC,2025-01-10,6,8.0,3090,8531.0,-29.0,-63.0,N,N,0.0,0.621118,4,6,15,3,4,4,10
BAJAJFINSV,2025-01-10,16,17.0,596027,713336.0,-9.0,-16.0,Y,Y,3.271693,10.334347,6,4,15,4,3,7,7
BAJAJHCARE,2025-01-10,39,46.0,139420,207271.0,-13.0,-32.0,N,N,-9.126984,-4.979253,9,2,14,3,4,6,8
BAJAJHFL,2025-01-10,108,122.0,3859794,4447150.0,-10.0,-13.0,N,N,-1.923077,-3.773585,5,7,13,1,6,3,11
BAJAJHIND,2025-01-10,244,269.0,2289472,1783129.0,-9.0,28.0,N,N,-7.692308,-7.692308,4,6,15,1,6,2,10
