SYMBOL,DATE,qnty_per_trade,avg_qnty_per_trade,deliv_qty,avg_deliv_qty,trade_qty_deviation,delivery_qty_deviation,F&O,NIFTY_500,ROC_RS_7,ROC_RS_14,AD_Count,DD_Count,NA_Count,vwap_positive_7days,vwap_negative_7days,vwap_positive_14days,vwap_negative_14days
ACCELYA,2025-01-02,32,13,79018,15889,151,397,N,N,0.632911,-0.156986,5,6,14,2,5,4,10
ACCURACY,2025-01-02,257,215,261191,224902,19,16,N,N,25.0,0.0,5,3,17,1,6,5,9
ACE,2025-01-02,13,14,87198,206083,-2,-57,N,Y,4.200323,19.22366,8,6,11,2,5,5,9
ACEINTEG,2025-01-02,33,27,7758,6672,21,16,N,N,0.0,0.0,4,8,13,2,5,3,11
ACI,2025-01-02,13,14,42074,75485,-8,-44,N,Y,-1.071429,2.592593,6,5,14,4,3,8,6
ACL,2025-01-02,26,37,11469,18066,-28,-36,N,N,2.941176,2.941176,6,2,17,3,4,6,8
ACLGATI,2025-01-02,59,58,110747,117385,0,-5,N,N,-2.631579,-5.128205,4,8,13,2,5,4,10
ACMESOLAR,2025-01-02,52,50,181111,533972,4,-66,N,N,-3.0,-10.185185,7,5,13,4,3,6,8
ADANIENSOL,2025-01-02,26,33,295561,826589,-22,-64,Y,Y,2.769231,-0.595238,5,4,16,5,2,8,6
ADANIENT,2025-01-02,15,19,330010,527044,-15,-37,Y,Y,7.4,5.294118,7,4,14,3,4,5,9
ADANIGREEN,2025-01-02,26,32,349796,1562559,-16,-77,Y,Y,-0.45977,-10.53719,4,3,18,3,4,3,11
ADANIPORTS,2025-01-02,38,29,2261182,1085736,31,108,Y,Y,1.807229,-0.392927,5,5,15,3,4,6,8
ADANIPOWER,2025-01-02,46,56,635303,1478407,-17,-57,N,Y,3.349282,-0.460829,4,3,18,2,5,3,11
ADFFOODS,2025-01-02,29,37,63638,113197,-20,-43,N,N,-7.633588,-12.94964,3,5,17,2,5,4,10
ADL,2025-01-02,17,30,1725,1525,-41,13,N,N,2.5,2.5,9,4,12,3,0,3,0
ADORWELD,2025-01-02,5,8,6834,7800,-31,-12,N,N,-1.043841,1.282051,5,7,13,4,3,7,7
ADSL,2025-01-02,40,46,104294,107537,-11,-3,N,N,-1.960784,-4.761905,6,6,13,3,4,4,10
ADVANIHOTR,2025-01-02,48,50,57468,40284,-3,42,N,N,0.0,0.0,7,3,15,3,4,5,8
ADVENZYMES,2025-01-02,13,14,61329,78509,-6,-21,N,N,-2.0,-3.289474,6,5,14,3,4,5,9
AEGISLOG,2025-01-02,15,17,84575,137676,-11,-38,N,Y,-1.166181,7.619048,8,4,13,1,6,3,11
AEROFLEX,2025-01-02,47,53,273298,334060,-11,-18,N,N,1.149425,-4.347826,6,3,16,5,2,8,6
AETHER,2025-01-02,14,11,9933,16113,35,-38,N,N,-1.344086,2.228412,8,1,16,4,3,6,8
AFCONS,2025-01-02,26,54,253707,873325,-52,-70,N,N,-1.777778,4.739336,4,3,18,2,5,3,11
AFFLE,2025-01-02,9,12,70244,177272,-25,-60,N,Y,-1.866667,2.506964,8,6,11,3,4,6,8
AFFORDABLE,2025-01-02,23,14,25455,10479,66,142,N,N,-2.508961,4.214559,4,5,16,3,4,6,8
AFIL,2025-01-02,86,60,348406,95493,44,264,N,N,-12.5,-18.604651,4,6,15,5,2,6,8
AGARIND,2025-01-02,9,13,10034,26117,-34,-61,N,N,-2.380952,4.715128,5,4,16,4,3,7,7
AGI,2025-01-02,12,13,85669,83876,-3,2,N,N,-5.942623,-2.754237,9,2,14,1,6,3,11
AGIIL,2025-01-02,12,18,7687,19853,-31,-61,N,N,-1.731025,-2.251656,7,2,16,0,7,6,8
AGRITECH,2025-01-02,19,21,8038,14627,-7,-45,N,N,5.0,-1.176471,4,4,17,0,7,1,13
AGROPHOS,2025-01-02,42,66,23186,28237,-36,-17,N,N,0.0,0.0,5,5,15,1,6,3,11
AGSTRA,2025-01-02,148,228,301178,1190286,-35,-74,N,N,0.0,-12.5,5,6,14,3,4,5,9
AHL,2025-01-02,38,67,51823,145074,-42,-64,N,N,-7.017544,-14.516129,2,9,14,2,5,4,10
AHLADA,2025-01-02,21,43,6333,18351,-50,-65,N,N,0.0,-4.878049,5,3,17,4,3,5,9
AHLEAST,2025-01-02,17,25,4109,8682,-33,-52,N,N,-2.739726,1.428571,8,3,14,2,5,5,9
AHLUCONT,2025-01-02,7,5,97187,31546,37,208,N,N,-6.516854,-7.349666,3,7,15,3,4,7,7
AIAENG,2025-01-02,4,10,17113,65215,-58,-73,N,Y,-2.228412,-0.284091,4,6,15,6,1,8,6
AIIL,2025-01-02,8,9,46657,36855,-6,26,N,N,11.647727,6.359946,9,3,13,6,1,7,7
AIRAN,2025-01-02,60,101,80127,152956,-40,-47,N,N,0.0,0.0,5,6,14,3,4,5,9
AIROLAM,2025-01-02,60,39,16686,35365,54,-52,N,N,5.660377,-1.754386,9,2,14,2,5,3,11
AJANTPHARM,2025-01-02,4,5,23991,51401,-20,-53,N,Y,4.145516,8.649603,5,9,11,6,1,10,4
AJMERA,2025-01-02,12,12,18343,28265,-4,-35,N,N,4.017857,2.869757,6,4,15,3,4,6,8
AJOONI,2025-01-02,1500,742,3100162,389278,102,696,N,N,0.0,0.0,6,8,11,0,4,0,11
AKASH,2025-01-02,27,31,3959,4660,-11,-15,N,N,0.0,0.0,5,6,14,4,3,6,8
AKG,2025-01-02,170,190,33586,47266,-10,-28,N,N,0.0,0.0,4,5,16,2,5,3,10
AKSHARCHEM,2025-01-02,9,18,1719,19759,-46,-91,N,N,-2.307692,4.098361,5,5,15,2,5,2,12
AKUMS,2025-01-02,26,28,86129,224507,-5,-61,N,Y,5.577689,11.344538,5,5,15,3,4,7,7
AKZOINDIA,2025-01-02,5,4,8778,6096,18,43,N,N,-0.13624,2.302861,2,8,15,3,4,6,8
ALANKIT,2025-01-02,239,240,203817,314403,0,-35,N,N,0.0,0.0,6,3,16,2,4,3,10
ALBERTDAVD,2025-01-02,5,5,2441,3603,-16,-32,N,N,-0.534759,-2.105263,6,5,14,4,3,4,10
ALEMBICLTD,2025-01-02,47,60,156567,227936,-21,-31,N,N,-1.754386,-6.666667,6,4,15,2,5,4,10
ALICON,2025-01-02,6,6,11261,9910,-1,13,N,N,-1.616628,-7.391304,6,5,14,1,6,3,11
ALKALI,2025-01-02,19,27,4411,11320,-29,-61,N,N,-4.081633,-4.081633,7,4,14,2,5,4,10
ALKEM,2025-01-02,3,5,17252,51253,-29,-66,Y,Y,1.273047,6.362379,6,6,13,4,3,8,6
ALKYLAMINE,2025-01-02,5,4,19810,23671,20,-16,N,Y,-6.210393,-7.26817,2,8,15,4,3,6,8
ALLCARGO,2025-01-02,108,93,410993,767995,16,-46,N,N,0.0,-4.545455,2,9,14,3,4,6,8
ALLDIGI,2025-01-02,16,6,19092,4584,149,316,N,N,0.243902,2.493766,5,6,14,4,3,6,8
ALOKINDS,2025-01-02,299,353,1273262,2060631,-15,-38,N,Y,0.0,0.0,8,4,13,3,4,5,9
ALPHA,2025-01-02,221,167,634669,533503,31,18,N,N,0.0,0.0,5,5,15,5,2,8,6
ALPHAETF,2025-01-02,355,349,380049,558069,1,-31,N,N,0.0,0.0,7,4,14,6,1,9,4
ALPHAGEO,2025-01-02,13,22,7629,38663,-42,-80,N,N,-0.543478,21.192053,7,3,15,0,7,4,10
ALPL30IETF,2025-01-02,308,720,336894,1319691,-57,-74,N,N,0.0,0.0,5,7,13,4,3,8,5
AMBER,2025-01-02,8,8,43611,179160,-4,-75,N,Y,2.094926,33.461703,6,6,13,5,2,8,6
AMBICAAGAR,2025-01-02,30,39,14526,14449,-22,0,N,N,0.0,0.0,9,6,10,3,2,5,7
AMBIKCO,2025-01-02,4,6,2037,10082,-34,-79,N,N,-3.004292,-0.294118,9,2,14,2,5,3,11
AMBUJACEM,2025-01-02,56,36,1576688,771031,53,104,Y,Y,-0.873362,-1.731602,7,4,14,3,4,6,8
AMDIND,2025-01-02,29,27,5430,6005,4,-9,N,N,0.0,0.0,6,4,15,2,5,2,12
AMIORG,2025-01-02,8,8,102810,75187,-2,36,N,N,-10.423117,1.283547,7,7,11,4,3,7,7
AMJLAND,2025-01-02,49,65,50504,131595,-25,-61,N,N,-3.448276,7.692308,5,4,16,1,6,4,10
AMNPLST,2025-01-02,63,20,163529,17885,210,814,N,N,3.787879,25.688073,8,4,13,3,4,8,6
AMRUTANJAN,2025-01-02,5,10,3437,10346,-42,-66,N,N,-1.960784,-0.990099,4,5,16,4,3,10,4
ANANDRATHI,2025-01-02,5,5,13538,19886,-3,-31,N,Y,-2.80597,-5.513639,5,6,14,2,4,3,10
ANANTRAJ,2025-01-02,26,29,626916,617990,-10,1,N,Y,3.757225,16.938111,12,3,10,4,3,7,7
ANDHRAPAP,2025-01-02,57,49,63560,118509,17,-46,N,N,-4.878049,-2.5,4,5,16,3,4,5,8
ANDHRSUGAR,2025-01-02,92,56,136186,64052,63,112,N,N,2.5,2.5,4,6,15,4,3,7,7
ANGELONE,2025-01-02,14,14,239405,301979,2,-20,Y,Y,0.654664,-10.087719,7,4,14,3,4,4,10
ANMOL,2025-01-02,82,91,36665,49002,-9,-25,N,N,0.0,-8.333333,4,7,14,1,5,4,9
ANTGRAPHIC,2025-01-02,1151,1521,765980,763569,-24,0,N,N,0.0,0.0,4,6,15,3,2,3,3
ANUHPHR,2025-01-02,15,19,21864,37749,-18,-42,N,N,2.173913,,1,1,6,3,4,3,6
ANUP,2025-01-02,5,4,15780,17989,20,-12,N,N,2.807018,-2.722444,8,2,15,2,5,4,10
ANURAS,2025-01-02,15,22,35930,54663,-30,-34,N,N,-0.983607,-0.983607,6,5,14,4,3,7,7
APARINDS,2025-01-02,4,3,32204,26585,32,21,N,Y,3.35076,8.237929,6,3,16,3,4,8,6
APCL,2025-01-02,14,39,3746,11709,-64,-68,N,N,-1.449275,-2.857143,6,3,16,5,2,7,7
APCOTEXIND,2025-01-02,13,21,9775,24964,-36,-60,N,N,-0.632911,0.641026,6,4,15,3,4,6,8
APEX,2025-01-02,60,34,160076,71403,72,124,N,N,8.823529,5.714286,8,3,14,3,4,5,9
APLAPOLLO,2025-01-02,15,19,317675,311563,-19,1,Y,Y,2.660407,1.705426,6,6,13,4,3,8,6
APLLTD,2025-01-02,5,8,25897,57330,-40,-54,N,Y,-0.458716,1.165501,4,5,16,5,2,8,6
APOLLO,2025-01-02,221,142,4360394,1765078,55,147,N,N,27.5,30.769231,5,4,16,5,2,6,8
APOLLOHOSP,2025-01-02,6,6,156189,137436,9,13,Y,Y,0.557194,4.674173,8,6,11,3,4,8,6
APOLLOPIPE,2025-01-02,18,14,26548,22039,22,20,N,N,-4.477612,0.0,5,6,14,4,3,7,7
APOLLOTYRE,2025-01-02,30,44,239579,683439,-30,-64,Y,Y,-3.111111,-1.357466,8,2,15,5,2,7,7
APOLSINHOT,2025-01-02,4,5,1097,1254,-7,-12,N,N,-0.953678,-0.953678,6,8,11,1,6,4,10
APTECHT,2025-01-02,44,57,47070,121033,-22,-61,N,N,-6.17284,-3.797468,5,4,16,2,5,4,10
APTUS,2025-01-02,66,39,1405582,783149,69,79,N,Y,-3.125,0.0,3,5,17,1,6,4,10
ARCHIDPLY,2025-01-02,22,44,5735,29535,-49,-80,N,N,-11.320755,4.444444,5,6,14,2,5,4,10
ARCHIES,2025-01-02,45,88,8044,17269,-48,-53,N,N,-9.090909,0.0,5,5,15,1,2,1,2
ARE&M,2025-01-02,11,13,250533,210532,-15,18,N,Y,-1.587302,-4.980843,5,7,13,4,3,6,8
ARIHANTCAP,2025-01-02,74,91,105257,165493,-18,-36,N,N,2.380952,-4.444444,5,6,14,2,5,4,10
ARIHANTSUP,2025-01-02,36,28,105787,42713,27,147,N,N,13.44086,15.300546,9,2,14,3,4,4,10
ARKADE,2025-01-02,134,101,2120887,1146455,32,84,N,N,7.246377,12.121212,11,2,12,3,4,8,6
ARMANFIN,2025-01-02,5,6,12274,14047,-17,-12,N,N,5.753968,-0.187266,6,7,12,2,5,5,9
AROGRANITE,2025-01-02,33,29,10930,7877,15,38,N,N,5.0,5.0,6,7,12,3,4,3,11
ARROWGREEN,2025-01-02,13,12,17614,19814,5,-11,N,N,-1.179941,-3.735632,6,5,14,4,3,7,7
ARTEMISMED,2025-01-02,30,31,43345,67690,-5,-35,N,N,0.0,0.0,6,3,16,5,2,8,6
ARVEE,2025-01-02,12,24,351,2482,-46,-85,N,N,-5.263158,-17.241379,7,5,13,4,3,6,7
ARVIND,2025-01-02,22,20,339680,237579,8,42,N,N,1.169591,2.366864,8,3,14,4,3,6,8
ARVINDFASN,2025-01-02,15,20,165871,272143,-25,-39,N,N,-1.809955,2.843602,1,7,17,4,3,6,7
ARVSMART,2025-01-02,14,10,44733,21703,42,106,N,N,0.8,-0.787402,4,6,15,4,3,7,7
ASAHIINDIA,2025-01-02,9,9,14305,29247,-1,-51,N,Y,-1.269841,0.974026,6,2,17,5,2,9,5
ASAHISONG,2025-01-02,11,18,2295,7538,-39,-69,N,N,4.545455,-1.829268,6,5,14,5,2,5,9
ASAL,2025-01-02,8,9,4672,8195,-8,-42,N,N,-3.819444,-2.120141,5,7,13,1,6,2,12
ASALCBR,2025-01-02,10,12,15933,26578,-12,-40,N,N,-1.716738,2.46085,7,4,14,3,4,8,6
ASHAPURMIN,2025-01-02,72,63,154205,143320,15,7,N,N,-0.584795,-6.077348,7,3,15,3,4,5,9
ASHIANA,2025-01-02,17,32,17774,100623,-44,-82,N,N,2.142857,8.333333,8,5,12,3,4,6,8
ASHOKA,2025-01-02,65,71,1199951,1021220,-8,17,N,N,7.563025,7.563025,8,2,15,3,4,5,9
ASHOKLEY,2025-01-02,177,118,5985756,2142344,49,179,Y,Y,5.376344,4.255319,4,7,14,5,2,8,6
ASIANENE,2025-01-02,44,44,192837,119781,1,60,N,N,5.095541,7.843137,9,1,15,2,5,4,10
ASIANPAINT,2025-01-02,15,13,813767,611745,14,33,Y,Y,0.623053,-0.308642,4,7,14,2,5,5,9
ASIANTILES,2025-01-02,158,160,253647,244658,-1,3,N,N,3.448276,0.0,6,4,15,4,3,5,9
ASKAUTOLTD,2025-01-02,31,23,160847,113256,36,42,N,N,4.615385,4.615385,8,3,14,3,4,4,10
ASMS,2025-01-02,184,200,83532,144009,-8,-41,N,N,0.0,0.0,6,4,15,4,3,5,9
ASPINWALL,2025-01-02,33,33,26189,14926,0,75,N,N,4.761905,4.761905,10,1,14,3,4,5,9
ASTEC,2025-01-02,9,36,7231,12043,-73,-39,N,N,-12.253829,-8.237986,2,5,18,2,5,5,9
ASTERDM,2025-01-02,19,28,253554,432035,-33,-41,N,Y,1.886792,11.340206,9,3,13,5,2,10,4
ASTRAL,2025-01-02,13,14,188131,186586,-6,0,Y,Y,-4.621849,-8.097166,4,8,13,5,2,7,7
ASTRAMICRO,2025-01-02,16,16,69566,109600,2,-36,N,N,-1.515152,-3.27381,7,4,14,5,2,6,8
ASTRAZEN,2025-01-02,4,3,1421,5765,53,-75,N,Y,8.976727,10.280374,3,7,15,4,3,8,6
ASTRON,2025-01-02,95,251,30493,87729,-62,-65,N,N,0.0,12.5,7,4,14,4,3,6,8
ATAM,2025-01-02,20,21,40472,11130,-5,263,N,N,0.0,-3.508772,3,8,14,3,4,4,10
ATFL,2025-01-02,10,16,7072,21008,-35,-66,N,N,2.638522,-1.767677,5,6,14,5,2,6,8
ATGL,2025-01-02,25,26,279596,439129,0,-36,Y,Y,7.420495,4.827586,6,2,17,3,4,4,10
ATL,2025-01-02,128,118,128084,157443,9,-18,N,N,0.0,0.0,5,4,16,4,3,7,7
ATUL,2025-01-02,3,4,8364,15788,-20,-47,Y,Y,-3.380187,-0.858516,5,5,15,5,2,10,4
ATULAUTO,2025-01-02,28,18,43515,25507,51,70,N,N,0.0,-5.11811,6,7,12,3,4,5,9
AUBANK,2025-01-02,36,37,636626,1017150,-1,-37,Y,Y,0.854701,0.0,4,7,14,6,1,9,5
AURIONPRO,2025-01-02,8,8,26437,37607,1,-29,N,N,2.021563,8.764368,7,4,14,1,6,3,11
AUROPHARMA,2025-01-02,28,24,698097,545726,17,27,Y,Y,4.887218,14.344262,6,4,15,7,0,11,3
AURUM,2025-01-02,55,77,145389,89940,-27,61,N,N,17.391304,21.348315,8,5,12,3,1,3,1
AUTOAXLES,2025-01-02,9,7,6889,5977,23,15,N,N,-1.451187,2.751032,6,8,11,4,3,6,8
AUTOBEES,2025-01-02,106,39,287933,79825,173,260,N,N,3.061224,3.061224,6,6,13,5,2,8,6
AUTOIETF,2025-01-02,113,233,602927,263792,-51,128,N,N,0.0,0.0,2,7,16,4,3,7,7
AUTOIND,2025-01-02,39,34,79811,38280,14,108,N,N,-4.255319,-10.0,7,3,15,2,5,4,10
AVADHSUGAR,2025-01-02,17,20,17968,22232,-11,-19,N,N,-4.054054,-8.189655,5,9,11,3,4,7,7
AVALON,2025-01-02,34,30,168815,333348,11,-49,N,N,-1.941748,17.44186,6,6,13,2,5,6,8
AVANTEL,2025-01-02,26,47,162590,251438,-43,-35,N,N,-2.985075,-2.985075,7,4,14,2,5,4,10
AVANTIFEED,2025-01-02,39,21,604631,216262,82,179,N,Y,3.690037,12.4,8,4,13,2,5,6,8
AVG,2025-01-02,23,28,34578,38175,-16,-9,N,N,1.948052,-4.268293,1,9,15,3,4,4,10
AVL,2025-01-02,31,27,51478,98148,10,-47,N,N,-2.304147,7.614213,6,5,14,6,1,12,2
AVONMORE,2025-01-02,614,441,2029988,1176127,39,72,N,N,14.285714,33.333333,9,4,12,4,3,5,9
AVTNPL,2025-01-02,48,48,53696,41583,0,29,N,N,-3.030303,-3.030303,5,6,14,5,2,6,8
AWFIS,2025-01-02,15,18,151121,169071,-12,-10,N,N,1.954397,6.825939,8,3,14,5,2,7,7
AWHCL,2025-01-02,21,19,42560,46200,9,-7,N,N,-2.290076,-3.030303,5,7,13,2,5,4,10
AWL,2025-01-02,78,68,796727,874359,14,-8,N,Y,2.238806,10.483871,5,5,15,6,1,8,6
AXISBANK,2025-01-02,41,40,4734120,4081776,2,15,Y,Y,-1.318681,-3.232759,3,7,15,3,4,6,8
AXISBNKETF,2025-01-02,4,70,190,611,-93,-68,N,N,-1.357466,-1.357466,4,7,14,4,3,7,7
AXISBPSETF,2025-01-02,913,505,513168,233511,80,119,N,N,0.0,0.0,1,3,21,3,3,5,6
AXISCETF,2025-01-02,34,38,1215,1950,-11,-37,N,N,0.0,2.083333,5,3,17,5,2,7,7
AXISGOLD,2025-01-02,691,149,874475,181038,361,383,N,N,0.0,3.846154,5,3,17,3,3,8,5
AXISHCETF,2025-01-02,47,33,4994,3786,41,31,N,N,1.612903,6.779661,7,5,13,6,1,8,6
AXISILVER,2025-01-02,480,145,92676,52569,229,76,N,N,-2.702703,-2.702703,7,6,12,3,4,6,7
AXISNIFTY,2025-01-02,17,75,2164,12895,-77,-83,N,N,-0.917431,0.0,6,6,13,4,3,5,9
AXISTECETF,2025-01-02,24,20,1596,1073,20,48,N,N,-0.510204,-1.515152,6,4,15,5,2,7,7
AXITA,2025-01-02,692,479,1381159,931321,44,48,N,N,0.0,0.0,5,5,15,0,7,1,13
AXSENSEX,2025-01-02,31,28,784,1013,9,-22,N,N,0.0,0.0,6,5,14,4,3,5,9
AYMSYNTEX,2025-01-02,161,93,83373,37385,72,123,N,N,-7.826087,-9.401709,8,6,11,1,2,1,2
AZAD,2025-01-02,14,11,124925,50813,23,145,N,N,5.817175,6.555091,6,4,15,4,3,7,7
BAIDFIN,2025-01-02,721,523,1227434,823746,37,49,N,N,-14.285714,-14.285714,4,6,15,3,4,5,9
BAJAJ-AUTO,2025-01-02,8,8,360828,247287,-5,45,Y,Y,1.459459,3.075233,4,9,12,3,4,6,8
BAJAJCON,2025-01-02,26,31,102708,192468,-13,-46,N,N,-1.176471,-3.448276,3,8,14,4,3,6,8
BAJAJELEC,2025-01-02,10,8,9573,8032,19,19,N,N,0.0,-1.818182,5,5,15,2,5,7,7
BAJAJFINSV,2025-01-02,32,16,2757711,559685,97,392,Y,Y,6.676783,3.687316,5,4,16,4,3,6,8
BAJAJHCARE,2025-01-02,41,50,184452,359531,-17,-48,N,N,5.439331,47.368421,8,3,14,2,5,6,8
BAJAJHFL,2025-01-02,128,117,6294570,6039101,9,4,N,N,-3.703704,-1.886792,8,4,13,2,5,2,12
BAJAJHIND,2025-01-02,278,276,1678078,1879854,0,-10,N,N,0.0,0.0,6,3,16,1,5,3,9
BAJAJHLDNG,2025-01-02,3,4,16105,55795,-8,-71,N,Y,5.820447,9.635069,9,1,15,3,4,6,8
BAJEL,2025-01-02,52,63,106587,317247,-16,-66,N,N,6.481481,-3.361345,7,3,15,4,3,6,8
BAJFINANCE,2025-01-02,12,9,1406781,463730,28,203,Y,Y,6.483095,5.344828,9,6,10,2,5,3,11
BALAJEE,2025-01-02,71,105,108137,158589,-32,-31,N,N,-3.333333,-3.333333,3,6,16,1,6,1,13
BALAMINES,2025-01-02,5,5,22108,26140,-4,-15,N,Y,-10.462287,-9.58231,4,6,15,1,6,4,10
BALAXI,2025-01-02,62,32,38021,18707,88,103,N,N,-6.25,-11.764706,4,8,13,2,5,4,10
BALKRISHNA,2025-01-02,41,84,6719,22167,-50,-69,N,N,10.0,10.0,6,3,16,4,3,4,10
BALKRISIND,2025-01-02,6,9,77659,103644,-32,-25,Y,Y,1.013514,3.729402,8,5,12,4,3,8,6
BALMLAWRIE,2025-01-02,22,22,108533,76240,-2,42,N,N,2.222222,-3.157895,5,5,15,4,3,5,9
BALRAMCHIN,2025-01-02,26,25,206817,161730,4,27,N,Y,-1.357466,-7.627119,5,5,15,2,5,4,10
BALUFORGE,2025-01-02,15,27,135534,191498,-43,-29,N,N,1.552795,1.23839,8,5,12,3,4,8,6
BANARISUG,2025-01-02,3,2,366,410,12,-10,N,N,-3.369358,3.471749,4,1,20,2,5,5,9
BANCOINDIA,2025-01-02,28,20,172027,95716,43,79,N,N,-53.846154,-53.211009,5,7,13,4,3,6,8
BANDHANBNK,2025-01-02,141,134,2103796,3908521,5,-46,Y,Y,-4.285714,-2.898551,5,8,12,4,3,9,5
BANKA,2025-01-02,21,36,5222,11899,-41,-56,N,N,-4.651163,-6.818182,3,7,15,3,4,4,10
BANKBARODA,2025-01-02,168,145,3488570,4312281,16,-19,Y,Y,-2.912621,-3.846154,5,5,15,4,3,8,6
BANKBEES,2025-01-02,423,60,5212216,366444,597,1322,N,N,-1.801802,-1.801802,4,6,15,4,3,7,7
BANKBETF,2025-01-02,262,96,49507,17920,171,176,N,N,-4.545455,-4.545455,5,5,15,2,4,4,8
BANKETF,2025-01-02,71,40,4294,6837,74,-37,N,N,-1.376147,-1.376147,4,6,15,4,3,8,6
BANKETFADD,2025-01-02,447,124,59063,13769,259,328,N,N,0.0,0.0,2,4,19,3,4,5,8
BANKIETF,2025-01-02,177,408,60532,594482,-56,-89,N,N,0.0,0.0,3,6,16,2,5,6,7
BANKINDIA,2025-01-02,219,177,4688889,2562017,24,83,Y,Y,0.0,-6.521739,4,7,14,4,3,6,8
BANKNIFTY1,2025-01-02,67,71,52399,28657,-5,82,N,N,-1.793722,-1.351351,5,8,12,6,1,9,5
BANKPSU,2025-01-02,36,132,1659,13255,-72,-87,N,N,-3.571429,-3.571429,5,8,12,3,4,6,8
BANSALWIRE,2025-01-02,15,17,35455,45824,-12,-22,N,N,-1.052632,0.534759,3,3,19,4,3,6,8
BANSWRAS,2025-01-02,27,34,19505,51159,-21,-61,N,N,-6.25,-9.090909,7,4,14,1,6,2,12
BARBEQUE,2025-01-02,10,14,56201,28040,-24,100,N,N,-8.080808,-9.452736,3,8,14,3,4,4,10
BASF,2025-01-02,5,4,17655,19911,11,-11,N,Y,-4.161412,-0.48014,5,7,13,6,1,8,6
BASML,2025-01-02,137,80,41017,46794,71,-12,N,N,0.0,-4.347826,7,9,9,2,2,2,2
