TICKER,NSE CODE,GOOGLE CODE,LAST PRICE,ATM STRIKE,ATM CE VALUE,ATM PE VALUE,UPPER BAND CONS,LOWER BAND CONS,COMBINED PREMIUM,% PREMIUM
,GMRAIRPORT,NSE:GMRAIRPORT,79.25,79.0,2.65,2.35,84.0,74.0,5.0,6.31%
Gujarat Narmada Valley Fertilizers and Chemicals Limited (XNSE:GNFC),GNFC,NSE:GNFC,577.5,580.0,16.35,18.5,614.85,545.15,34.85,6.03%
Godrej Consumer Products Limited (XNSE:GODREJCP),GODREJCP,NSE:GODREJCP,1100.9,1100.0,26.3,25.3,1151.6,1048.4,51.6,4.69%
Godrej Properties Limited (XNSE:GODREJPROP),GODREJPROP,NSE:GODREJPROP,2826.95,2850.0,80.8,101.15,3031.95,2668.05,181.95,6.44%
Granules India Limited (XNSE:GRANULES),GRANULES,NSE:GRANULES,612.75,610.0,20.0,17.15,647.15,572.85,37.15,6.06%
Grasim Industries Limited (XNSE:GRASIM),GRASIM,NSE:GRASIM,2557.6,2560.0,51.1,55.7,2666.8,2453.2,106.8,4.18%
Gujarat Gas Limited (XNSE:GUJGASLTD),GUJGASLTD,NSE:GUJGASLTD,510.5,510.0,14.3,13.7,538.0,482.0,28.0,5.48%
Hindustan Aeronautics Limited (XNSE:HAL),HAL,NSE:HAL,4264.25,4250.0,128.15,112.6,4490.75,4009.25,240.75,5.65%
Havells India Limited (XNSE:HAVELLS),HAVELLS,NSE:HAVELLS,1712.5,1720.0,40.15,52.6,1812.75,1627.25,92.75,5.42%
HCL Technologies Limited (XNSE:HCLTECH),HCLTECH,NSE:HCLTECH,1964.1,1960.0,50.6,47.55,2058.15,1861.85,98.15,5.0%
HDFC Asset Management Company Limited (XNSE:HDFCAMC),HDFCAMC,NSE:HDFCAMC,4297.85,4300.0,128.45,128.35,4556.8,4043.2,256.8,5.98%
HDFC Bank Limited (XNSE:HDFCBANK),HDFCBANK,NSE:HDFCBANK,1799.85,1800.0,35.65,35.65,1871.3,1728.7,71.3,3.96%
HDFC Life Insurance Company Limited (XNSE:HDFCLIFE),HDFCLIFE,NSE:HDFCLIFE,624.25,620.0,17.6,13.3,650.9,589.1,30.9,4.95%
Hero MotoCorp Limited (XNSE:HEROMOTOCO),HEROMOTOCO,NSE:HEROMOTOCO,4328.1,4350.0,103.75,126.45,4580.2,4119.8,230.2,5.32%
HFCL Limited (XNSE:HFCL),HFCL,NSE:HFCL,115.34,115.0,4.95,4.45,124.4,105.6,9.4,8.15%
Hindalco Industries Limited (XNSE:HINDALCO),HINDALCO,NSE:HINDALCO,602.05,600.0,17.0,14.9,631.9,568.1,31.9,5.3%
Hindustan Copper Limited (XNSE:HINDCOPPER),HINDCOPPER,NSE:HINDCOPPER,251.42,250.0,9.85,8.25,268.1,231.9,18.1,7.2%
Hindustan Petroleum Corporation Limited (XNSE:HINDPETRO),HINDPETRO,NSE:HINDPETRO,415.3,415.0,13.8,13.5,442.3,387.7,27.3,6.57%
Hindustan Unilever Limited (XNSE:HINDUNILVR),HINDUNILVR,NSE:HINDUNILVR,2381.35,2380.0,45.8,45.3,2471.1,2288.9,91.1,3.83%
Housing & Urban Development Corporation Limited (XNSE:HUDCO),HUDCO,NSE:HUDCO,243.85,245.0,9.25,10.2,264.45,225.55,19.45,7.98%
ICICI Bank Limited (XNSE:ICICIBANK),ICICIBANK,NSE:ICICIBANK,1297.3,1300.0,26.45,28.75,1355.2,1244.8,55.2,4.25%
ICICI Lombard General Insurance Company Limited (XNSE:ICICIGI),ICICIGI,NSE:ICICIGI,1846.65,1840.0,54.15,51.75,1945.9,1734.1,105.9,5.73%
ICICI Prudential Life Insurance Company Limited (XNSE:ICICIPRULI),ICICIPRULI,NSE:ICICIPRULI,666.55,670.0,18.25,21.55,709.8,630.2,39.8,5.97%
Vodafone Idea Limited (XNSE:IDEA),IDEA,NSE:IDEA,8.19,8.0,0.5,0.3,8.8,7.2,0.8,9.77%
IDFC First Bank Limited (XNSE:IDFCFIRSTB),IDFCFIRSTB,NSE:IDFCFIRSTB,65.01,65.0,1.95,1.95,68.9,61.1,3.9,6.0%
Indian Energy Exchange Limited (XNSE:IEX),IEX,NSE:IEX,182.43,182.5,5.75,5.7,193.95,171.05,11.45,6.28%
Indraprastha Gas Limited (XNSE:IGL),IGL,NSE:IGL,420.0,420.0,14.7,14.55,449.25,390.75,29.25,6.96%
The Indian Hotels Company Limited (XNSE:INDHOTEL),INDHOTEL,NSE:INDHOTEL,885.7,890.0,20.9,25.15,936.05,843.95,46.05,5.2%
Indiamart Intermesh Limited (XNSE:INDIAMART),INDIAMART,NSE:INDIAMART,2317.15,2320.0,69.5,157.25,2546.75,2093.25,226.75,9.79%
Indian Bank (XNSE:INDIANB),INDIANB,NSE:INDIANB,526.75,530.0,18.3,21.4,569.7,490.3,39.7,7.54%
InterGlobe Aviation Limited (XNSE:INDIGO),INDIGO,NSE:INDIGO,4568.3,4550.0,129.05,110.6,4789.65,4310.35,239.65,5.25%
IndusInd Bank Limited (XNSE:INDUSINDBK),INDUSINDBK,NSE:INDUSINDBK,996.8,1000.0,27.95,31.8,1059.75,940.25,59.75,5.99%
Indus Towers Limited (XNSE:INDUSTOWER),INDUSTOWER,NSE:INDUSTOWER,348.8,350.0,9.75,10.75,370.5,329.5,20.5,5.88%
Infosys Limited (XNSE:INFY),INFY,NSE:INFY,1965.15,1960.0,50.45,46.9,2057.35,1862.65,97.35,4.95%
Indian Oil Corporation Limited (XNSE:IOC),IOC,NSE:IOC,138.89,140.0,3.15,4.2,147.35,132.65,7.35,5.29%
IPCA Laboratories Limited (XNSE:IPCALAB),IPCALAB,NSE:IPCALAB,1736.4,1740.0,45.7,50.1,1835.8,1644.2,95.8,5.52%
IRB Infrastructure Developers Limited (XNSE:IRB),IRB,NSE:IRB,60.5,60.0,2.65,2.1,64.75,55.25,4.75,7.85%
Indian Railway Catering And Tourism Corporation Limited (XNSE:IRCTC),IRCTC,NSE:IRCTC,799.7,800.0,19.15,19.2,838.35,761.65,38.35,4.8%
Indian Railway Finance Corporation Limited (XNSE:IRFC),IRFC,NSE:IRFC,151.76,152.5,6.0,6.65,165.15,139.85,12.65,8.34%
ITC Limited (XNSE:ITC),ITC,NSE:ITC,488.65,490.0,2.3,3.8,496.1,483.9,6.1,1.25%
Jindal Steel & Power Limited (XNSE:JINDALSTEL),JINDALSTEL,NSE:JINDALSTEL,948.2,950.0,25.15,26.55,1001.7,898.3,51.7,5.45%
Jio Financial Services Limited (XNSE:JIOFIN),JIOFIN,NSE:JIOFIN,306.75,305.0,10.75,8.85,324.6,285.4,19.6,6.39%
JK Cement Limited (XNSE:JKCEMENT),JKCEMENT,NSE:JKCEMENT,4764.35,4750.0,149.1,134.15,5033.25,4466.75,283.25,5.95%
Jindal Stainless Limited (XNSE:JSL),JSL,NSE:JSL,688.75,690.0,23.0,23.7,736.7,643.3,46.7,6.78%
JSW Energy Limited (XNSE:JSWENERGY),JSWENERGY,NSE:JSWENERGY,645.45,650.0,22.3,28.2,700.5,599.5,50.5,7.82%
JSW Steel Limited (XNSE:JSWSTEEL),JSWSTEEL,NSE:JSWSTEEL,918.0,920.0,23.05,25.5,968.55,871.45,48.55,5.29%
Jubilant Foodworks Limited (XNSE:JUBLFOOD),JUBLFOOD,NSE:JUBLFOOD,756.3,760.0,20.65,24.5,805.15,714.85,45.15,5.97%
Kalyan Jewellers India Limited (XNSE:KALYANKJIL),KALYANKJIL,NSE:KALYANKJIL,792.3,800.0,28.1,35.5,863.6,736.4,63.6,8.03%
KEI Industries Limited (XNSE:KEI),KEI,NSE:KEI,4506.55,4500.0,159.95,156.35,4816.3,4183.7,316.3,7.02%
Kotak Mahindra Bank Limited (XNSE:KOTAKBANK),KOTAKBANK,NSE:KOTAKBANK,1844.45,1840.0,43.3,39.6,1922.9,1757.1,82.9,4.49%
KPIT Technologies Limited (XNSE:KPITTECH),KPITTECH,NSE:KPITTECH,1490.5,1500.0,53.1,61.7,1614.8,1385.2,114.8,7.7%
Dr. Lal Path Labs Ltd. (XNSE:LALPATHLAB),LALPATHLAB,NSE:LALPATHLAB,3020.25,3000.0,89.75,68.7,3158.45,2841.55,158.45,5.25%
Laurus Labs Limited (XNSE:LAURUSLABS),LAURUSLABS,NSE:LAURUSLABS,617.0,620.0,19.45,21.95,661.4,578.6,41.4,6.71%
LIC Housing Finance Limited (XNSE:LICHSGFIN),LICHSGFIN,NSE:LICHSGFIN,610.2,610.0,16.15,15.8,641.95,578.05,31.95,5.24%
Life Insurance Corporation Of India (XNSE:LICI),LICI,NSE:LICI,907.35,910.0,20.65,22.7,953.35,866.65,43.35,4.78%
Macrotech Developers Limited (XNSE:LODHA),LODHA,NSE:LODHA,1383.6,1380.0,58.55,58.35,1496.9,1263.1,116.9,8.45%
Larsen & Toubro Limited (XNSE:LT),LT,NSE:LT,3729.65,3750.0,67.0,88.35,3905.35,3594.65,155.35,4.17%
L&T Finance Limited (XNSE:LTF),LTF,NSE:LTF,140.15,140.0,4.5,4.3,148.8,131.2,8.8,6.28%
LTIMindtree Limited (XNSE:LTIM),LTIM,NSE:LTIM,5790.3,5800.0,163.35,172.35,6135.7,5464.3,335.7,5.8%
L&T Technology Services Limited (XNSE:LTTS),LTTS,NSE:LTTS,4818.85,4800.0,161.55,142.5,5104.05,4495.95,304.05,6.31%
Lupin Limited (XNSE:LUPIN),LUPIN,NSE:LUPIN,2408.75,2400.0,65.4,57.15,2522.55,2277.45,122.55,5.09%
Mahindra & Mahindra Limited (XNSE:M&M),M&M,NSE:M&M,3227.65,3250.0,78.75,102.3,3431.05,3068.95,181.05,5.61%
Mahindra & Mahindra Financial Services Limited (XNSE:M&MFIN),M&MFIN,NSE:M&MFIN,274.45,275.0,9.65,10.0,294.65,255.35,19.65,7.16%
Manappuram Finance Limited (XNSE:MANAPPURAM),MANAPPURAM,NSE:MANAPPURAM,192.07,192.5,6.2,6.8,205.5,179.5,13.0,6.77%
Marico Limited (XNSE:MARICO),MARICO,NSE:MARICO,657.35,660.0,16.95,19.3,696.25,623.75,36.25,5.51%
Maruti Suzuki India Limited (XNSE:MARUTI),MARUTI,NSE:MARUTI,11879.75,11900.0,235.45,263.0,12398.45,11401.55,498.45,4.2%
Max Healthcare Institute Limited (XNSE:MAXHEALTH),MAXHEALTH,NSE:MAXHEALTH,1163.35,1160.0,42.2,37.7,1239.9,1080.1,79.9,6.87%
Multi Commodity Exchange of India Limited (XNSE:MCX),MCX,NSE:MCX,6378.4,6400.0,225.1,250.95,6876.05,5923.95,476.05,7.46%
Metropolis Healthcare Limited (XNSE:METROPOLIS),METROPOLIS,NSE:METROPOLIS,2059.4,2060.0,58.2,67.5,2185.7,1934.3,125.7,6.1%
Max Financial Services Limited (XNSE:MFSL),MFSL,NSE:MFSL,1129.5,1120.0,37.95,28.2,1186.15,1053.85,66.15,5.86%
Mahanagar Gas Limited (XNSE:MGL),MGL,NSE:MGL,1304.9,1300.0,47.2,41.95,1389.15,1210.85,89.15,6.83%
Samvardhana Motherson International Limited (XNSE:MOTHERSON),MOTHERSON,NSE:MOTHERSON,160.99,160.0,5.6,4.55,170.15,149.85,10.15,6.3%
MphasiS Limited (XNSE:MPHASIS),MPHASIS,NSE:MPHASIS,2907.75,2900.0,102.9,94.75,3097.65,2702.35,197.65,6.8%
MRF Limited (XNSE:MRF),MRF,NSE:MRF,130087.65,130000.0,2862.65,2673.05,135535.7,124464.3,5535.7,4.26%
Muthoot Finance Limited (XNSE:MUTHOOTFIN),MUTHOOTFIN,NSE:MUTHOOTFIN,2264.6,2260.0,63.25,59.75,2383.0,2137.0,123.0,5.43%
National Aluminium Company Limited (XNSE:NATIONALUM),NATIONALUM,NSE:NATIONALUM,217.68,217.5,7.6,7.35,232.45,202.55,14.95,6.87%
Info Edge (India) Limited (XNSE:NAUKRI),NAUKRI,NSE:NAUKRI,8939.1,8900.0,271.1,232.55,9403.65,8396.35,503.65,5.63%
Navin Fluorine International Limited (XNSE:NAVINFLUOR),NAVINFLUOR,NSE:NAVINFLUOR,3323.8,3300.0,109.25,82.45,3491.7,3108.3,191.7,5.77%
NCC Limited (XNSE:NCC),NCC,NSE:NCC,280.3,280.0,10.25,9.8,300.05,259.95,20.05,7.15%
Nestle India Limited (XNSE:NESTLEIND),NESTLEIND,NSE:NESTLEIND,2207.6,2200.0,43.7,36.3,2280.0,2120.0,80.0,3.62%
NHPC Limited (XNSE:NHPC),NHPC,NSE:NHPC,82.92,83.0,2.45,2.75,88.2,77.8,5.2,6.27%
NMDC Limited (XNSE:NMDC),NMDC,NSE:NMDC,68.06,68.0,2.35,2.3,72.65,63.35,4.65,6.83%
NTPC Limited (XNSE:NTPC),NTPC,NSE:NTPC,339.6,340.0,7.3,7.75,355.05,324.95,15.05,4.43%
FSN E-Commerce Ventures Limited (XNSE:NYKAA),NYKAA,NSE:NYKAA,165.95,165.0,5.55,4.75,175.3,154.7,10.3,6.21%
Oberoi Realty Limited (XNSE:OBEROIRLTY),OBEROIRLTY,NSE:OBEROIRLTY,2296.6,2300.0,75.7,77.75,2453.45,2146.55,153.45,6.68%
Oracle Financial Services Software Limited (XNSE:OFSS),OFSS,NSE:OFSS,12653.05,12750.0,440.7,532.9,13723.6,11776.4,973.6,7.69%
Oil India Limited (XNSE:OIL),OIL,NSE:OIL,466.2,470.0,16.4,19.95,506.35,433.65,36.35,7.8%
Oil & Natural Gas Corporation Limited (XNSE:ONGC),ONGC,NSE:ONGC,247.11,247.5,5.8,6.15,259.45,235.55,11.95,4.84%
Page Industries Limited (XNSE:PAGEIND),PAGEIND,NSE:PAGEIND,48302.8,48500.0,985.3,1735.0,51220.3,45779.7,2720.3,5.63%
One 97 Communications Limited (XNSE:PAYTM),PAYTM,NSE:PAYTM,988.95,980.0,50.5,40.85,1071.35,888.65,91.35,9.24%
Piramal Enterprises Limited (XNSE:PEL),PEL,NSE:PEL,1131.7,1140.0,32.05,40.85,1212.9,1067.1,72.9,6.44%
Persistent Systems Limited (XNSE:PERSISTENT),PERSISTENT,NSE:PERSISTENT,6499.15,6500.0,220.3,220.4,6940.7,6059.3,440.7,6.78%
Petronet LNG Limited (XNSE:PETRONET),PETRONET,NSE:PETRONET,329.15,330.0,8.95,9.6,348.55,311.45,18.55,5.64%
Power Finance Corporation Limited (XNSE:PFC),PFC,NSE:PFC,462.7,460.0,17.0,14.0,491.0,429.0,31.0,6.7%
Pidilite Industries Limited (XNSE:PIDILITIND),PIDILITIND,NSE:PIDILITIND,2945.0,2940.0,70.4,65.2,3075.6,2804.4,135.6,4.6%
PI Industries Limited (XNSE:PIIND),PIIND,NSE:PIIND,3746.15,3750.0,100.6,102.75,3953.35,3546.65,203.35,5.43%
Punjab National Bank (XNSE:PNB),PNB,NSE:PNB,106.21,106.0,3.5,3.2,112.7,99.3,6.7,6.31%
PB Fintech Limited (XNSE:POLICYBZR),POLICYBZR,NSE:POLICYBZR,2218.05,2200.0,100.25,82.65,2382.9,2017.1,182.9,8.25%
Polycab India Limited (XNSE:POLYCAB),POLYCAB,NSE:POLYCAB,7424.0,7400.0,240.8,216.5,7857.3,6942.7,457.3,6.16%
Poonawalla Fincorp Limited (XNSE:POONAWALLA),POONAWALLA,NSE:POONAWALLA,320.6,320.0,11.2,10.6,341.8,298.2,21.8,6.8%
Power Grid Corporation of India Limited (XNSE:POWERGRID),POWERGRID,NSE:POWERGRID,316.85,315.0,7.6,5.8,328.4,301.6,13.4,4.23%
Prestige Estates Projects Limited (XNSE:PRESTIGE),PRESTIGE,NSE:PRESTIGE,1666.2,1650.0,73.4,58.25,1781.65,1518.35,131.65,7.9%
PVR INOX Limited (XNSE:PVRINOX),PVRINOX,NSE:PVRINOX,1325.2,1320.0,44.3,39.85,1404.15,1235.85,84.15,6.35%
