TICKER,NSE CODE,GOOGLE CODE,LAST PRICE,ATM STRIKE,ATM CE VALUE,ATM PE VALUE,UPPER BAND CONS,LOWER BAND CONS,COMBINED PREMIUM,% PREMIUM
Ashok Leyland Limited (XNSE:ASHOKLEY),ASHOKLEY,NSE:ASHOKLEY,224.13,225.0,5.55,6.4,236.95,213.05,11.95,5.33%
Asian Paints Limited (XNSE:ASIANPAINT),ASIANPAINT,NSE:ASIANPAINT,2313.45,2320.0,52.05,57.95,2430.0,2210.0,110.0,4.75%
Astral Limited (XNSE:ASTRAL),ASTRAL,NSE:ASTRAL,1659.25,1660.0,43.8,44.0,1747.8,1572.2,87.8,5.29%
Adani Total Gas Limited (XNSE:ATGL),ATGL,NSE:ATGL,736.95,740.0,33.95,36.35,810.3,669.7,70.3,9.54%
Atul Limited (XNSE:ATUL),ATUL,NSE:ATUL,6950.25,7000.0,202.25,252.05,7454.3,6545.7,454.3,6.54%
AU Small Finance Bank Limited (XNSE:AUBANK),AUBANK,NSE:AUBANK,563.45,565.0,17.2,18.7,600.9,529.1,35.9,6.37%
Aurobindo Pharma Limited (XNSE:AUROPHARMA),AUROPHARMA,NSE:AUROPHARMA,1358.0,1360.0,37.2,39.15,1436.35,1283.65,76.35,5.62%
Axis Bank Limited (XNSE:AXISBANK),AXISBANK,NSE:AXISBANK,1079.2,1080.0,25.5,26.1,1131.6,1028.4,51.6,4.78%
Bajaj Auto Limited (XNSE:BAJAJ-AUTO),BAJAJ-AUTO,NSE:BAJAJ-AUTO,8778.3,8800.0,240.7,261.55,9302.25,8297.75,502.25,5.72%
Bajaj Finserv Limited (XNSE:BAJAJFINSV),BAJAJFINSV,NSE:BAJAJFINSV,1586.45,1580.0,41.05,34.25,1655.3,1504.7,75.3,4.75%
Bajaj Finance Limited (XNSE:BAJFINANCE),BAJFINANCE,NSE:BAJFINANCE,6985.45,7000.0,174.45,186.95,7361.4,6638.6,361.4,5.17%
Balkrishna Industries Limited (XNSE:BALKRISIND),BALKRISIND,NSE:BALKRISIND,2887.7,2880.0,96.0,83.85,3059.85,2700.15,179.85,6.23%
Bandhan Bank Limited (XNSE:BANDHANBNK),BANDHANBNK,NSE:BANDHANBNK,160.84,160.0,6.1,5.1,171.2,148.8,11.2,6.96%
Bank of Baroda (XNSE:BANKBARODA),BANKBARODA,NSE:BANKBARODA,242.5,242.5,7.05,6.95,256.5,228.5,14.0,5.77%
Bank of India (XNSE:BANKINDIA),BANKINDIA,NSE:BANKINDIA,103.31,103.0,3.95,3.55,110.5,95.5,7.5,7.26%
Bata India Limited (XNSE:BATAINDIA),BATAINDIA,NSE:BATAINDIA,1394.2,1390.0,36.05,31.55,1457.6,1322.4,67.6,4.85%
Bharat Electronics Limited (XNSE:BEL),BEL,NSE:BEL,295.2,295.0,9.2,9.0,313.2,276.8,18.2,6.17%
Berger Paints (I) Limited (XNSE:BERGEPAINT),BERGEPAINT,NSE:BERGEPAINT,460.2,460.0,12.0,11.65,483.65,436.35,23.65,5.14%
Bharat Forge Limited (XNSE:BHARATFORG),BHARATFORG,NSE:BHARATFORG,1305.15,1300.0,39.5,33.45,1372.95,1227.05,72.95,5.59%
Bharti Airtel Limited (XNSE:BHARTIARTL),BHARTIARTL,NSE:BHARTIARTL,1606.4,1600.0,38.2,32.05,1670.25,1529.75,70.25,4.37%
Bharat Heavy Electricals Limited (XNSE:BHEL),BHEL,NSE:BHEL,234.45,235.0,8.1,8.55,251.65,218.35,16.65,7.1%
Biocon Limited (XNSE:BIOCON),BIOCON,NSE:BIOCON,371.55,370.0,11.8,10.4,392.2,347.8,22.2,5.97%
Bosch Limited (XNSE:BOSCHLTD),BOSCHLTD,NSE:BOSCHLTD,34285.7,34500.0,730.1,859.8,36089.9,32910.1,1589.9,4.64%
Bharat Petroleum Corporation Limited (XNSE:BPCL),BPCL,NSE:BPCL,296.45,295.0,9.55,8.05,312.6,277.4,17.6,5.94%
Britannia Industries Limited (XNSE:BRITANNIA),BRITANNIA,NSE:BRITANNIA,4814.35,4800.0,110.3,94.85,5005.15,4594.85,205.15,4.26%
BSE Limited (XNSE:BSE),BSE,NSE:BSE,5449.0,5400.0,260.55,215.6,5876.15,4923.85,476.15,8.74%
BIRLASOFT LIMITED (XNSE:BSOFT),BSOFT,NSE:BSOFT,566.6,570.0,18.65,21.8,610.45,529.55,40.45,7.14%
Computer Age Management Services Limited (XNSE:CAMS),CAMS,NSE:CAMS,5070.35,5100.0,170.85,192.7,5463.55,4736.45,363.55,7.17%
Canara Bank (XNSE:CANBK),CANBK,NSE:CANBK,101.02,101.0,3.15,3.1,107.25,94.75,6.25,6.19%
Can Fin Homes Limited (XNSE:CANFINHOME),CANFINHOME,NSE:CANFINHOME,733.15,730.0,26.25,22.8,779.05,680.95,49.05,6.69%
Central Depository Services (India) Limited (XNSE:CDSL),CDSL,NSE:CDSL,1817.45,1820.0,66.75,69.15,1955.9,1684.1,135.9,7.48%
CESC Limited (XNSE:CESC),CESC,NSE:CESC,186.99,187.5,,8.05,,,8.05,4.31%
CG Power and Industrial Solutions Limited (XNSE:CGPOWER),CGPOWER,NSE:CGPOWER,744.2,740.0,29.3,25.35,794.65,685.35,54.65,7.34%
Chambal Fertilizers & Chemicals Limited (XNSE:CHAMBLFERT),CHAMBLFERT,NSE:CHAMBLFERT,506.65,510.0,16.05,19.15,545.2,474.8,35.2,6.95%
Cholamandalam Investment and Finance Company Limited (XNSE:CHOLAFIN),CHOLAFIN,NSE:CHOLAFIN,1193.05,1200.0,35.85,41.9,1277.75,1122.25,77.75,6.52%
Cipla Limited (XNSE:CIPLA),CIPLA,NSE:CIPLA,1538.75,1540.0,35.85,36.45,1612.3,1467.7,72.3,4.7%
Coal India Limited (XNSE:COALINDIA),COALINDIA,NSE:COALINDIA,388.15,390.0,8.8,10.65,409.45,370.55,19.45,5.01%
Coforge Limited (XNSE:COFORGE),COFORGE,NSE:COFORGE,9650.7,9700.0,317.9,369.4,10387.3,9012.7,687.3,7.12%
Colgate Palmolive (India) Limited (XNSE:COLPAL),COLPAL,NSE:COLPAL,2712.45,2720.0,73.25,78.35,2871.6,2568.4,151.6,5.59%
Container Corporation of India Limited (XNSE:CONCOR),CONCOR,NSE:CONCOR,784.4,780.0,24.75,20.35,825.1,734.9,45.1,5.75%
Coromandel International Limited (XNSE:COROMANDEL),COROMANDEL,NSE:COROMANDEL,1939.75,1940.0,59.6,59.55,2059.15,1820.85,119.15,6.14%
Crompton Greaves Consumer Electricals Limited (XNSE:CROMPTON),CROMPTON,NSE:CROMPTON,377.5,375.0,13.65,11.0,399.65,350.35,24.65,6.53%
City Union Bank Limited (XNSE:CUB),CUB,NSE:CUB,175.02,175.0,4.7,4.55,184.25,165.75,9.25,5.29%
Cummins India Limited (XNSE:CUMMINSIND),CUMMINSIND,NSE:CUMMINSIND,3254.6,3250.0,104.5,98.45,3452.95,3047.05,202.95,6.24%
Cyient Limited (XNSE:CYIENT),CYIENT,NSE:CYIENT,1818.45,1820.0,69.15,95.2,1984.35,1655.65,164.35,9.04%
Dabur India Limited (XNSE:DABUR),DABUR,NSE:DABUR,513.95,515.0,11.75,12.45,539.2,490.8,24.2,4.71%
Dalmia Bharat Limited (XNSE:DALBHARAT),DALBHARAT,NSE:DALBHARAT,1785.65,1780.0,61.3,52.85,1894.15,1665.85,114.15,6.39%
Deepak Nitrite Limited (XNSE:DEEPAKNTR),DEEPAKNTR,NSE:DEEPAKNTR,2512.2,2500.0,78.35,65.75,2644.1,2355.9,144.1,5.74%
Delhivery Limited (XNSE:DELHIVERY),DELHIVERY,NSE:DELHIVERY,348.05,350.0,10.85,12.55,373.4,326.6,23.4,6.72%
Divi's Laboratories Limited (XNSE:DIVISLAB),DIVISLAB,NSE:DIVISLAB,6116.4,6100.0,154.55,139.35,6393.9,5806.1,293.9,4.81%
Dixon Technologies (India) Limited (XNSE:DIXON),DIXON,NSE:DIXON,18089.25,18000.0,750.8,650.65,19401.45,16598.55,1401.45,7.75%
DLF Limited (XNSE:DLF),DLF,NSE:DLF,829.6,830.0,23.3,23.35,876.65,783.35,46.65,5.62%
Avenue Supermarts Limited (XNSE:DMART),DMART,NSE:DMART,3554.55,3550.0,117.5,113.5,3781.0,3319.0,231.0,6.5%
Dr. Reddy's Laboratories Limited (XNSE:DRREDDY),DRREDDY,NSE:DRREDDY,1376.05,1380.0,31.95,37.25,1449.2,1310.8,69.2,5.03%
Eicher Motors Limited (XNSE:EICHERMOT),EICHERMOT,NSE:EICHERMOT,4904.7,4900.0,118.75,114.6,5133.35,4666.65,233.35,4.76%
Escorts Kubota Limited (XNSE:ESCORTS),ESCORTS,NSE:ESCORTS,3313.7,3300.0,103.25,89.7,3492.95,3107.05,192.95,5.82%
Exide Industries Limited (XNSE:EXIDEIND),EXIDEIND,NSE:EXIDEIND,423.35,425.0,12.4,13.85,451.25,398.75,26.25,6.2%
The Federal Bank  Limited (XNSE:FEDERALBNK),FEDERALBNK,NSE:FEDERALBNK,201.12,200.0,6.2,5.15,211.35,188.65,11.35,5.64%
GAIL (India) Limited (XNSE:GAIL),GAIL,NSE:GAIL,192.32,192.5,6.2,6.35,205.05,179.95,12.55,6.53%
Glenmark Pharmaceuticals Limited (XNSE:GLENMARK),GLENMARK,NSE:GLENMARK,1623.45,1620.0,51.7,48.1,1719.8,1520.2,99.8,6.15%
,GMRAIRPORT,NSE:GMRAIRPORT,78.97,79.0,2.45,2.4,83.85,74.15,4.85,6.14%
Gujarat Narmada Valley Fertilizers and Chemicals Limited (XNSE:GNFC),GNFC,NSE:GNFC,568.7,570.0,17.35,18.35,605.7,534.3,35.7,6.28%
Godrej Consumer Products Limited (XNSE:GODREJCP),GODREJCP,NSE:GODREJCP,1087.4,1090.0,27.0,29.8,1146.8,1033.2,56.8,5.22%
Godrej Properties Limited (XNSE:GODREJPROP),GODREJPROP,NSE:GODREJPROP,2791.15,2800.0,89.65,97.1,2986.75,2613.25,186.75,6.69%
Granules India Limited (XNSE:GRANULES),GRANULES,NSE:GRANULES,602.2,600.0,19.55,16.35,635.9,564.1,35.9,5.96%
Grasim Industries Limited (XNSE:GRASIM),GRASIM,NSE:GRASIM,2459.85,2460.0,55.35,54.6,2569.95,2350.05,109.95,4.47%
Gujarat Gas Limited (XNSE:GUJGASLTD),GUJGASLTD,NSE:GUJGASLTD,506.2,505.0,15.0,13.7,533.7,476.3,28.7,5.67%
Hindustan Aeronautics Limited (XNSE:HAL),HAL,NSE:HAL,4198.7,4200.0,128.75,127.3,4456.05,3943.95,256.05,6.1%
Havells India Limited (XNSE:HAVELLS),HAVELLS,NSE:HAVELLS,1686.2,1680.0,49.45,42.7,1772.15,1587.85,92.15,5.46%
HCL Technologies Limited (XNSE:HCLTECH),HCLTECH,NSE:HCLTECH,1913.3,1920.0,47.95,55.1,2023.05,1816.95,103.05,5.39%
HDFC Asset Management Company Limited (XNSE:HDFCAMC),HDFCAMC,NSE:HDFCAMC,4181.8,4200.0,128.75,145.55,4474.3,3925.7,274.3,6.56%
HDFC Bank Limited (XNSE:HDFCBANK),HDFCBANK,NSE:HDFCBANK,1791.75,1790.0,37.5,35.85,1863.35,1716.65,73.35,4.09%
HDFC Life Insurance Company Limited (XNSE:HDFCLIFE),HDFCLIFE,NSE:HDFCLIFE,619.85,620.0,15.4,15.4,650.8,589.2,30.8,4.97%
Hero MotoCorp Limited (XNSE:HEROMOTOCO),HEROMOTOCO,NSE:HEROMOTOCO,4199.05,4200.0,115.8,114.45,4430.25,3969.75,230.25,5.48%
HFCL Limited (XNSE:HFCL),HFCL,NSE:HFCL,114.54,115.0,4.75,5.05,124.8,105.2,9.8,8.56%
Hindalco Industries Limited (XNSE:HINDALCO),HINDALCO,NSE:HINDALCO,595.9,600.0,15.3,18.95,634.25,565.75,34.25,5.75%
Hindustan Copper Limited (XNSE:HINDCOPPER),HINDCOPPER,NSE:HINDCOPPER,248.58,250.0,8.9,10.1,269.0,231.0,19.0,7.64%
Hindustan Petroleum Corporation Limited (XNSE:HINDPETRO),HINDPETRO,NSE:HINDPETRO,414.9,415.0,14.05,14.1,443.15,386.85,28.15,6.78%
Hindustan Unilever Limited (XNSE:HINDUNILVR),HINDUNILVR,NSE:HINDUNILVR,2338.35,2340.0,47.1,48.05,2435.15,2244.85,95.15,4.07%
Housing & Urban Development Corporation Limited (XNSE:HUDCO),HUDCO,NSE:HUDCO,239.53,240.0,9.8,10.2,260.0,220.0,20.0,8.35%
ICICI Bank Limited (XNSE:ICICIBANK),ICICIBANK,NSE:ICICIBANK,1292.65,1290.0,29.65,27.15,1346.8,1233.2,56.8,4.39%
ICICI Lombard General Insurance Company Limited (XNSE:ICICIGI),ICICIGI,NSE:ICICIGI,1816.2,1820.0,50.45,59.2,1929.65,1710.35,109.65,6.04%
ICICI Prudential Life Insurance Company Limited (XNSE:ICICIPRULI),ICICIPRULI,NSE:ICICIPRULI,661.75,660.0,21.0,19.35,700.35,619.65,40.35,6.1%
Vodafone Idea Limited (XNSE:IDEA),IDEA,NSE:IDEA,8.06,8.0,0.45,0.4,8.85,7.15,0.85,10.55%
IDFC First Bank Limited (XNSE:IDFCFIRSTB),IDFCFIRSTB,NSE:IDFCFIRSTB,64.63,65.0,1.8,2.1,68.9,61.1,3.9,6.03%
Indian Energy Exchange Limited (XNSE:IEX),IEX,NSE:IEX,181.25,180.0,6.75,5.4,192.15,167.85,12.15,6.7%
Indraprastha Gas Limited (XNSE:IGL),IGL,NSE:IGL,409.05,410.0,14.85,15.55,440.4,379.6,30.4,7.43%
The Indian Hotels Company Limited (XNSE:INDHOTEL),INDHOTEL,NSE:INDHOTEL,879.65,880.0,24.05,24.15,928.2,831.8,48.2,5.48%
Indiamart Intermesh Limited (XNSE:INDIAMART),INDIAMART,NSE:INDIAMART,2294.5,2300.0,76.5,81.95,2458.45,2141.55,158.45,6.91%
Indian Bank (XNSE:INDIANB),INDIANB,NSE:INDIANB,521.45,520.0,20.75,19.2,559.95,480.05,39.95,7.66%
InterGlobe Aviation Limited (XNSE:INDIGO),INDIGO,NSE:INDIGO,4627.2,4650.0,111.85,133.5,4895.35,4404.65,245.35,5.3%
IndusInd Bank Limited (XNSE:INDUSINDBK),INDUSINDBK,NSE:INDUSINDBK,975.25,980.0,27.95,32.55,1040.5,919.5,60.5,6.2%
Indus Towers Limited (XNSE:INDUSTOWER),INDUSTOWER,NSE:INDUSTOWER,345.35,345.0,11.1,10.7,366.8,323.2,21.8,6.31%
Infosys Limited (XNSE:INFY),INFY,NSE:INFY,1895.9,1900.0,49.7,54.2,2003.9,1796.1,103.9,5.48%
Indian Oil Corporation Limited (XNSE:IOC),IOC,NSE:IOC,137.92,137.5,4.0,3.5,145.0,130.0,7.5,5.44%
IPCA Laboratories Limited (XNSE:IPCALAB),IPCALAB,NSE:IPCALAB,1699.15,1700.0,50.05,50.85,1800.9,1599.1,100.9,5.94%
IRB Infrastructure Developers Limited (XNSE:IRB),IRB,NSE:IRB,59.95,60.0,2.5,2.45,64.95,55.05,4.95,8.26%
Indian Railway Catering And Tourism Corporation Limited (XNSE:IRCTC),IRCTC,NSE:IRCTC,792.95,790.0,22.0,18.7,830.7,749.3,40.7,5.13%
Indian Railway Finance Corporation Limited (XNSE:IRFC),IRFC,NSE:IRFC,147.74,147.5,6.6,6.15,160.25,134.75,12.75,8.63%
ITC Limited (XNSE:ITC),ITC,NSE:ITC,484.1,485.0,2.55,3.5,491.05,478.95,6.05,1.25%
Jindal Steel & Power Limited (XNSE:JINDALSTEL),JINDALSTEL,NSE:JINDALSTEL,941.85,940.0,28.6,26.4,995.0,885.0,55.0,5.84%
Jio Financial Services Limited (XNSE:JIOFIN),JIOFIN,NSE:JIOFIN,306.55,305.0,10.7,9.0,324.7,285.3,19.7,6.43%
JK Cement Limited (XNSE:JKCEMENT),JKCEMENT,NSE:JKCEMENT,4609.4,4600.0,147.85,137.1,4884.95,4315.05,284.95,6.18%
Jindal Stainless Limited (XNSE:JSL),JSL,NSE:JSL,701.35,700.0,26.7,24.35,751.05,648.95,51.05,7.28%
JSW Energy Limited (XNSE:JSWENERGY),JSWENERGY,NSE:JSWENERGY,648.95,650.0,24.8,25.6,700.4,599.6,50.4,7.77%
JSW Steel Limited (XNSE:JSWSTEEL),JSWSTEEL,NSE:JSWSTEEL,910.45,910.0,25.35,24.9,960.25,859.75,50.25,5.52%
Jubilant Foodworks Limited (XNSE:JUBLFOOD),JUBLFOOD,NSE:JUBLFOOD,737.9,740.0,23.0,25.0,788.0,692.0,48.0,6.5%
Kalyan Jewellers India Limited (XNSE:KALYANKJIL),KALYANKJIL,NSE:KALYANKJIL,779.55,780.0,30.95,31.05,842.0,718.0,62.0,7.95%
KEI Industries Limited (XNSE:KEI),KEI,NSE:KEI,4499.55,4500.0,161.9,164.5,4826.4,4173.6,326.4,7.25%
Kotak Mahindra Bank Limited (XNSE:KOTAKBANK),KOTAKBANK,NSE:KOTAKBANK,1797.85,1800.0,39.35,40.85,1880.2,1719.8,80.2,4.46%
KPIT Technologies Limited (XNSE:KPITTECH),KPITTECH,NSE:KPITTECH,1498.05,1500.0,56.75,57.95,1614.7,1385.3,114.7,7.66%
Dr. Lal Path Labs Ltd. (XNSE:LALPATHLAB),LALPATHLAB,NSE:LALPATHLAB,3063.75,3050.0,88.55,75.9,3214.45,2885.55,164.45,5.37%
Laurus Labs Limited (XNSE:LAURUSLABS),LAURUSLABS,NSE:LAURUSLABS,618.7,620.0,21.0,22.05,663.05,576.95,43.05,6.96%
LIC Housing Finance Limited (XNSE:LICHSGFIN),LICHSGFIN,NSE:LICHSGFIN,603.2,600.0,17.85,14.55,632.4,567.6,32.4,5.37%
Life Insurance Corporation Of India (XNSE:LICI),LICI,NSE:LICI,897.65,900.0,21.9,23.85,945.75,854.25,45.75,5.1%
Macrotech Developers Limited (XNSE:LODHA),LODHA,NSE:LODHA,1370.65,1380.0,53.6,61.25,1494.85,1265.15,114.85,8.38%
Larsen & Toubro Limited (XNSE:LT),LT,NSE:LT,3686.55,3700.0,72.0,84.05,3856.05,3543.95,156.05,4.23%
L&T Finance Limited (XNSE:LTF),LTF,NSE:LTF,136.09,135.0,5.2,4.0,144.2,125.8,9.2,6.76%
LTIMindtree Limited (XNSE:LTIM),LTIM,NSE:LTIM,5697.15,5700.0,173.15,177.8,6050.95,5349.05,350.95,6.16%
L&T Technology Services Limited (XNSE:LTTS),LTTS,NSE:LTTS,4722.35,4700.0,173.4,150.7,5024.1,4375.9,324.1,6.86%
Lupin Limited (XNSE:LUPIN),LUPIN,NSE:LUPIN,2376.75,2380.0,62.3,65.45,2507.75,2252.25,127.75,5.37%
Mahindra & Mahindra Limited (XNSE:M&M),M&M,NSE:M&M,3096.35,3100.0,85.75,89.85,3275.6,2924.4,175.6,5.67%
Mahindra & Mahindra Financial Services Limited (XNSE:M&MFIN),M&MFIN,NSE:M&MFIN,266.85,265.0,9.9,8.05,282.95,247.05,17.95,6.73%
Manappuram Finance Limited (XNSE:MANAPPURAM),MANAPPURAM,NSE:MANAPPURAM,193.04,192.5,7.25,6.8,206.55,178.45,14.05,7.28%
Marico Limited (XNSE:MARICO),MARICO,NSE:MARICO,646.35,650.0,16.05,18.7,684.75,615.25,34.75,5.38%
Maruti Suzuki India Limited (XNSE:MARUTI),MARUTI,NSE:MARUTI,11258.35,11300.0,253.2,288.55,11841.75,10758.25,541.75,4.81%
Max Healthcare Institute Limited (XNSE:MAXHEALTH),MAXHEALTH,NSE:MAXHEALTH,1143.95,1140.0,44.1,39.75,1223.85,1056.15,83.85,7.33%
Multi Commodity Exchange of India Limited (XNSE:MCX),MCX,NSE:MCX,6318.35,6300.0,252.05,237.05,6789.1,5810.9,489.1,7.74%
Metropolis Healthcare Limited (XNSE:METROPOLIS),METROPOLIS,NSE:METROPOLIS,2065.3,2060.0,62.9,56.3,2179.2,1940.8,119.2,5.77%
Max Financial Services Limited (XNSE:MFSL),MFSL,NSE:MFSL,1110.3,1120.0,29.3,37.8,1187.1,1052.9,67.1,6.04%
Mahanagar Gas Limited (XNSE:MGL),MGL,NSE:MGL,1291.15,1300.0,41.3,50.35,1391.65,1208.35,91.65,7.1%
Samvardhana Motherson International Limited (XNSE:MOTHERSON),MOTHERSON,NSE:MOTHERSON,156.41,157.5,4.65,5.55,167.7,147.3,10.2,6.52%
MphasiS Limited (XNSE:MPHASIS),MPHASIS,NSE:MPHASIS,2864.8,2850.0,108.95,93.65,3052.6,2647.4,202.6,7.07%
MRF Limited (XNSE:MRF),MRF,NSE:MRF,130020.3,130000.0,3026.1,2873.9,135900.0,124100.0,5900.0,4.54%
Muthoot Finance Limited (XNSE:MUTHOOTFIN),MUTHOOTFIN,NSE:MUTHOOTFIN,2223.3,2220.0,65.75,63.7,2349.45,2090.55,129.45,5.82%
National Aluminium Company Limited (XNSE:NATIONALUM),NATIONALUM,NSE:NATIONALUM,215.42,215.0,8.25,7.6,230.85,199.15,15.85,7.36%
Info Edge (India) Limited (XNSE:NAUKRI),NAUKRI,NSE:NAUKRI,8776.2,8800.0,247.05,278.3,9325.35,8274.65,525.35,5.99%
Navin Fluorine International Limited (XNSE:NAVINFLUOR),NAVINFLUOR,NSE:NAVINFLUOR,3296.95,3300.0,98.4,97.7,3496.1,3103.9,196.1,5.95%
NCC Limited (XNSE:NCC),NCC,NSE:NCC,279.35,280.0,10.35,11.2,301.55,258.45,21.55,7.71%
Nestle India Limited (XNSE:NESTLEIND),NESTLEIND,NSE:NESTLEIND,2184.35,2180.0,42.5,38.4,2260.9,2099.1,80.9,3.7%
NHPC Limited (XNSE:NHPC),NHPC,NSE:NHPC,82.43,82.0,3.0,2.5,87.5,76.5,5.5,6.67%
NMDC Limited (XNSE:NMDC),NMDC,NSE:NMDC,66.34,66.65,2.35,2.65,71.65,61.65,5.0,7.54%
NTPC Limited (XNSE:NTPC),NTPC,NSE:NTPC,335.15,335.0,8.15,8.1,351.25,318.75,16.25,4.85%
FSN E-Commerce Ventures Limited (XNSE:NYKAA),NYKAA,NSE:NYKAA,164.26,165.0,5.5,6.0,176.5,153.5,11.5,7.0%
Oberoi Realty Limited (XNSE:OBEROIRLTY),OBEROIRLTY,NSE:OBEROIRLTY,2290.9,2300.0,74.55,81.95,2456.5,2143.5,156.5,6.83%
Oracle Financial Services Software Limited (XNSE:OFSS),OFSS,NSE:OFSS,12604.5,12500.0,550.05,437.9,13487.95,11512.05,987.95,7.84%
Oil India Limited (XNSE:OIL),OIL,NSE:OIL,439.0,440.0,16.5,17.3,473.8,406.2,33.8,7.7%
Oil & Natural Gas Corporation Limited (XNSE:ONGC),ONGC,NSE:ONGC,238.63,237.5,6.9,5.7,250.1,224.9,12.6,5.28%
Page Industries Limited (XNSE:PAGEIND),PAGEIND,NSE:PAGEIND,47994.5,48000.0,1180.8,1269.2,50450.0,45550.0,2450.0,5.1%
One 97 Communications Limited (XNSE:PAYTM),PAYTM,NSE:PAYTM,994.9,1000.0,45.45,49.8,1095.25,904.75,95.25,9.57%
Piramal Enterprises Limited (XNSE:PEL),PEL,NSE:PEL,1100.75,1100.0,39.0,38.1,1177.1,1022.9,77.1,7.0%
Persistent Systems Limited (XNSE:PERSISTENT),PERSISTENT,NSE:PERSISTENT,6425.15,6400.0,244.25,219.65,6863.9,5936.1,463.9,7.22%
Petronet LNG Limited (XNSE:PETRONET),PETRONET,NSE:PETRONET,348.95,350.0,7.75,8.85,366.6,333.4,16.6,4.76%
Power Finance Corporation Limited (XNSE:PFC),PFC,NSE:PFC,451.4,450.0,16.4,14.7,481.1,418.9,31.1,6.89%
Pidilite Industries Limited (XNSE:PIDILITIND),PIDILITIND,NSE:PIDILITIND,2882.15,2880.0,73.7,68.65,3022.35,2737.65,142.35,4.94%
PI Industries Limited (XNSE:PIIND),PIIND,NSE:PIIND,3716.05,3700.0,117.35,100.45,3917.8,3482.2,217.8,5.86%
Punjab National Bank (XNSE:PNB),PNB,NSE:PNB,103.36,103.0,3.7,3.25,109.95,96.05,6.95,6.72%
PB Fintech Limited (XNSE:POLICYBZR),POLICYBZR,NSE:POLICYBZR,2134.2,2150.0,80.65,96.15,2326.8,1973.2,176.8,8.28%
Polycab India Limited (XNSE:POLYCAB),POLYCAB,NSE:POLYCAB,7370.95,7400.0,214.4,242.9,7857.3,6942.7,457.3,6.2%
Poonawalla Fincorp Limited (XNSE:POONAWALLA),POONAWALLA,NSE:POONAWALLA,313.5,315.0,10.45,11.85,337.3,292.7,22.3,7.11%
Power Grid Corporation of India Limited (XNSE:POWERGRID),POWERGRID,NSE:POWERGRID,312.25,310.0,8.15,6.0,324.15,295.85,14.15,4.53%
Prestige Estates Projects Limited (XNSE:PRESTIGE),PRESTIGE,NSE:PRESTIGE,1662.2,1650.0,74.1,60.95,1785.05,1514.95,135.05,8.12%
PVR INOX Limited (XNSE:PVRINOX),PVRINOX,NSE:PVRINOX,1322.9,1320.0,44.85,42.9,1407.75,1232.25,87.75,6.63%
