SYMBOL,DATE,qnty_per_trade,avg_qnty_per_trade,deliv_qty,avg_deliv_qty,trade_qty_deviation,delivery_qty_deviation,F&O,NIFTY_500,ROC_RS_7,ROC_RS_14,AD_Count,DD_Count,NA_Count,vwap_positive_7days,vwap_negative_7days,vwap_positive_14days,vwap_negative_14days
AGIIL,2025-01-13,12,12.0,8387,9742.0,3.0,-13.0,N,N,,,5,6,14,32,4,32,64
AGRITECH,2025-01-13,14,24.0,7478,20331.0,-41.0,-63.0,N,N,,,2,6,17,8,28,8,88
AGROPHOS,2025-01-13,50,52.0,11335,20324.0,-4.0,-44.0,N,N,,,5,6,14,9,27,26,70
AGSTRA,2025-01-13,107,177.0,312286,596365.0,-39.0,-47.0,N,N,,,4,5,16,8,28,38,58
AHL,2025-01-13,73,65.0,142651,118617.0,11.0,20.0,N,N,,,2,8,15,3,33,22,74
AHLADA,2025-01-13,25,31.0,18833,14839.0,-17.0,26.0,N,N,,,3,7,15,0,36,46,50
AHLEAST,2025-01-13,20,22.0,16431,7652.0,-11.0,114.0,N,N,,,6,6,13,0,36,9,87
AHLUCONT,2025-01-13,8,5.0,72061,36416.0,58.0,97.0,N,N,,,2,10,13,5,31,31,65
AIAENG,2025-01-13,2,14.0,13871,62796.0,-81.0,-77.0,N,Y,,,4,7,14,12,24,62,34
AIIL,2025-01-13,14,10.0,121293,78302.0,37.0,54.0,N,N,,,7,4,14,11,25,69,27
AIRAN,2025-01-13,131,95.0,200764,122266.0,37.0,64.0,N,N,,,5,6,14,3,28,22,69
AIROLAM,2025-01-13,25,24.0,5740,8335.0,4.0,-31.0,N,N,,,7,4,14,8,28,27,69
AJANTPHARM,2025-01-13,4,5.0,65531,58215.0,-16.0,12.0,N,Y,,,5,9,11,10,26,63,33
AJMERA,2025-01-13,11,13.0,33223,33151.0,-13.0,0.0,N,N,,,5,6,14,0,36,25,71
AJOONI,2025-01-13,482,1115.0,537296,883497.0,-56.0,-39.0,N,N,,,3,7,15,14,22,14,47
AKASH,2025-01-13,48,35.0,7724,4937.0,36.0,56.0,N,N,,,5,7,13,15,21,56,40
AKG,2025-01-13,117,315.0,18341,81123.0,-62.0,-77.0,N,N,,,3,6,16,19,17,31,65
AKSHARCHEM,2025-01-13,21,14.0,8174,3566.0,50.0,129.0,N,N,,,4,5,16,3,33,30,66
AKUMS,2025-01-13,27,30.0,210319,197955.0,-8.0,6.0,N,Y,,,5,5,15,0,36,23,73
AKZOINDIA,2025-01-13,8,3.0,30376,6244.0,116.0,386.0,N,N,,,4,9,12,8,28,44,52
ALANKIT,2025-01-13,213,244.0,677484,291319.0,-12.0,132.0,N,N,,,4,4,17,8,28,17,69
ALBERTDAVD,2025-01-13,5,5.0,6455,2755.0,0.0,134.0,N,N,,,5,5,15,14,22,50,46
ALEMBICLTD,2025-01-13,41,49.0,305734,176214.0,-15.0,73.0,N,N,,,4,7,14,14,22,33,63
ALICON,2025-01-13,8,5.0,33470,12657.0,45.0,164.0,N,N,,,4,5,16,27,9,34,62
ALKALI,2025-01-13,20,21.0,9463,5433.0,-4.0,74.0,N,N,,,5,7,13,9,27,33,63
ALKEM,2025-01-13,3,4.0,33941,40137.0,-15.0,-15.0,Y,Y,,,6,6,13,9,27,43,53
ALKYLAMINE,2025-01-13,4,5.0,37152,38282.0,-22.0,-2.0,N,Y,,,1,9,15,3,33,41,55
ALLCARGO,2025-01-13,86,103.0,896423,739387.0,-16.0,21.0,N,N,,,1,11,13,0,31,26,65
ALLDIGI,2025-01-13,9,8.0,19530,8985.0,9.0,117.0,N,N,,,6,6,13,8,28,35,61
ALOKINDS,2025-01-13,282,317.0,2903471,1668623.0,-10.0,74.0,N,Y,,,5,9,11,8,28,29,67
ALPA,2025-01-13,33,67.0,65336,80322.0,-50.0,-18.0,N,N,,,8,3,14,8,19,8,19
ALPHA,2025-01-13,178,184.0,2730383,642622.0,-3.0,324.0,N,N,,,0,10,15,8,28,56,40
ALPHAETF,2025-01-13,513,442.0,3405309,966765.0,16.0,252.0,N,N,,,4,6,15,3,33,53,43
ALPHAGEO,2025-01-13,11,15.0,22961,11756.0,-26.0,95.0,N,N,,,8,3,14,12,24,12,84
ALPL30IETF,2025-01-13,197,518.0,559460,898870.0,-61.0,-37.0,N,N,,,4,9,12,3,33,40,56
AMBER,2025-01-13,6,8.0,230650,130250.0,-18.0,77.0,N,Y,,,9,2,14,14,22,47,49
AMBICAAGAR,2025-01-13,37,45.0,23167,14292.0,-18.0,62.0,N,N,,,6,8,11,5,31,25,49
AMBIKCO,2025-01-13,6,5.0,8409,5170.0,5.0,62.0,N,N,,,6,4,15,0,36,8,88
AMBUJACEM,2025-01-13,34,39.0,1222331,1027582.0,-12.0,18.0,Y,Y,,,5,7,13,8,28,38,58
AMDIND,2025-01-13,36,32.0,12186,9673.0,12.0,25.0,N,N,,,5,4,16,9,27,28,68
AMIORG,2025-01-13,10,8.0,250371,101704.0,25.0,146.0,N,N,,,6,9,10,17,19,48,48
AMJLAND,2025-01-13,37,52.0,32879,50085.0,-29.0,-34.0,N,N,,,4,7,14,0,36,7,89
AMNPLST,2025-01-13,12,25.0,12388,39089.0,-48.0,-68.0,N,N,,,6,4,15,9,27,30,66
AMRUTANJAN,2025-01-13,43,6.0,247896,5059.0,538.0,4799.0,N,N,,,2,7,16,8,28,54,42
ANANDRATHI,2025-01-13,6,5.0,57817,23752.0,11.0,143.0,N,Y,,,5,7,13,6,30,9,75
ANANTRAJ,2025-01-13,27,24.0,657839,424903.0,12.0,54.0,N,Y,,,10,4,11,17,19,46,50
ANDHRAPAP,2025-01-13,71,62.0,115578,91927.0,12.0,25.0,N,N,,,2,8,15,8,28,37,59
ANDHRSUGAR,2025-01-13,68,67.0,136253,82819.0,1.0,64.0,N,N,,,3,6,16,0,36,47,49
ANGELONE,2025-01-13,13,14.0,472265,296231.0,-8.0,59.0,Y,Y,,,4,9,12,5,31,40,56
ANMOL,2025-01-13,108,88.0,117116,41234.0,23.0,184.0,N,N,,,2,9,14,3,33,10,69
ANTGRAPHIC,2025-01-13,384,1110.0,281470,504706.0,-65.0,-44.0,N,N,,,4,6,15,5,22,15,44
ANUHPHR,2025-01-13,10,17.0,24565,35347.0,-40.0,-30.0,N,N,,,2,5,8,5,31,39,57
ANUP,2025-01-13,3,4.0,21420,14637.0,-13.0,46.0,N,N,,,6,5,14,3,33,11,85
ANURAS,2025-01-13,15,23.0,44683,69325.0,-32.0,-35.0,N,N,,,5,8,12,10,26,57,39
APARINDS,2025-01-13,3,3.0,61196,35775.0,-7.0,71.0,N,Y,,,5,4,16,24,12,44,52
APCL,2025-01-13,24,21.0,5677,4790.0,11.0,18.0,N,N,,,6,4,15,13,23,50,46
APCOTEXIND,2025-01-13,29,17.0,20294,14105.0,69.0,43.0,N,N,,,4,6,15,9,27,39,57
APEX,2025-01-13,33,41.0,68093,88239.0,-20.0,-22.0,N,N,,,5,6,14,8,28,26,70
APLAPOLLO,2025-01-13,11,15.0,637392,241213.0,-27.0,164.0,Y,Y,,,5,7,13,18,18,55,41
APLLTD,2025-01-13,5,10.0,76189,71529.0,-47.0,6.0,N,Y,,,5,6,14,14,22,55,41
APOLLO,2025-01-13,207,203.0,3096388,4685622.0,2.0,-33.0,N,N,,,6,5,14,14,22,71,25
APOLLOHOSP,2025-01-13,7,6.0,233320,149700.0,13.0,55.0,Y,Y,,,7,7,11,6,30,39,57
APOLLOPIPE,2025-01-13,19,14.0,26708,16250.0,35.0,64.0,N,N,,,4,7,14,17,19,52,44
APOLLOTYRE,2025-01-13,36,40.0,417623,594272.0,-11.0,-29.0,Y,Y,,,5,6,14,0,36,43,53
APOLSINHOT,2025-01-13,4,5.0,2036,1148.0,-20.0,77.0,N,N,,,4,10,11,12,24,29,67
APTECHT,2025-01-13,41,46.0,89004,58214.0,-8.0,52.0,N,N,,,4,6,15,0,36,19,77
APTUS,2025-01-13,14,27.0,368299,548792.0,-46.0,-32.0,N,Y,,,3,9,13,5,31,17,79
ARCHIDPLY,2025-01-13,50,28.0,31846,15830.0,75.0,101.0,N,N,,,4,8,13,17,19,35,61
ARCHIES,2025-01-13,241,77.0,54159,14348.0,209.0,277.0,N,N,,,4,7,14,12,23,24,47
ARE&M,2025-01-13,9,12.0,335608,207678.0,-26.0,61.0,N,Y,,,2,10,13,3,33,39,57
ARIHANTCAP,2025-01-13,66,85.0,269757,158343.0,-21.0,70.0,N,N,,,3,7,15,8,28,25,71
ARIHANTSUP,2025-01-13,22,29.0,45791,67105.0,-22.0,-31.0,N,N,,,7,4,14,12,24,51,45
ARKADE,2025-01-13,93,112.0,718981,1430901.0,-17.0,-49.0,N,N,,,7,4,14,14,22,48,48
ARMANFIN,2025-01-13,11,8.0,26916,17086.0,38.0,57.0,N,N,,,4,9,12,20,16,44,52
AROGRANITE,2025-01-13,40,33.0,14625,7822.0,20.0,86.0,N,N,,,3,10,12,23,13,49,47
ARROWGREEN,2025-01-13,17,12.0,35685,17107.0,43.0,108.0,N,N,,,6,6,13,11,25,47,49
ARTEMISMED,2025-01-13,32,29.0,124452,56390.0,13.0,120.0,N,N,,,7,5,13,5,31,38,58
ARVEE,2025-01-13,8,15.0,472,833.0,-47.0,-43.0,N,N,,,6,5,14,18,18,50,46
ARVIND,2025-01-13,15,19.0,295484,220528.0,-20.0,33.0,N,N,,,6,4,15,6,30,36,60
ARVINDFASN,2025-01-13,13,16.0,156376,135087.0,-18.0,15.0,N,N,,,2,7,16,8,28,45,51
ARVSMART,2025-01-13,10,12.0,28449,29785.0,-12.0,-4.0,N,N,,,2,9,14,9,27,55,41
ASAHIINDIA,2025-01-13,7,9.0,38112,34728.0,-22.0,9.0,N,Y,,,3,6,16,17,19,48,48
ASAHISONG,2025-01-13,6,14.0,3264,3087.0,-51.0,5.0,N,N,,,4,8,13,15,21,72,24
ASAL,2025-01-13,8,8.0,12908,7312.0,-1.0,76.0,N,N,,,5,9,11,3,33,20,76
ASALCBR,2025-01-13,12,12.0,83951,24316.0,5.0,245.0,N,N,,,5,5,15,26,10,52,44
ASHAPURMIN,2025-01-13,47,71.0,232991,238683.0,-33.0,-2.0,N,N,,,7,4,14,17,19,53,43
ASHIANA,2025-01-13,34,28.0,95205,68379.0,19.0,39.0,N,N,,,6,4,15,3,33,33,63
ASHOKA,2025-01-13,57,62.0,1588777,1051068.0,-7.0,51.0,N,N,,,5,5,15,5,31,28,68
ASHOKLEY,2025-01-13,99,120.0,3267037,2435381.0,-17.0,34.0,Y,Y,,,3,8,14,6,30,54,42
ASIANENE,2025-01-13,49,40.0,213484,104103.0,21.0,105.0,N,N,,,8,4,13,8,28,25,71
ASIANPAINT,2025-01-13,12,14.0,624369,613639.0,-17.0,1.0,Y,Y,,,5,5,15,12,24,35,61
ASIANTILES,2025-01-13,165,153.0,321592,257908.0,8.0,24.0,N,N,,,3,6,16,8,28,39,57
ASKAUTOLTD,2025-01-13,24,21.0,119569,95309.0,12.0,25.0,N,N,,,5,7,13,3,33,23,73
ASMS,2025-01-13,437,362.0,1027132,500445.0,20.0,105.0,N,N,,,7,3,15,10,20,45,45
ASPINWALL,2025-01-13,13,34.0,5145,18795.0,-61.0,-72.0,N,N,,,6,2,17,14,22,54,42
ASTEC,2025-01-13,12,15.0,20796,24316.0,-15.0,-14.0,N,N,,,4,4,17,21,15,30,66
ASTERDM,2025-01-13,22,27.0,971055,431137.0,-16.0,125.0,N,Y,,,7,3,15,0,36,41,55
ASTRAL,2025-01-13,11,13.0,338924,240971.0,-11.0,40.0,Y,Y,,,2,11,12,15,21,63,33
ASTRAMICRO,2025-01-13,15,14.0,149379,58706.0,10.0,154.0,N,N,,,5,6,14,8,28,56,40
ASTRAZEN,2025-01-13,4,4.0,8575,8781.0,1.0,-2.0,N,Y,,,4,6,15,15,21,36,60
ASTRON,2025-01-13,92,150.0,31960,60343.0,-38.0,-47.0,N,N,,,4,8,13,0,36,24,72
ATAM,2025-01-13,11,20.0,13575,14696.0,-43.0,-7.0,N,N,,,2,7,16,12,24,48,48
ATFL,2025-01-13,13,12.0,14890,12615.0,8.0,18.0,N,N,,,5,8,12,8,28,39,57
ATGL,2025-01-13,18,25.0,452151,509662.0,-28.0,-11.0,Y,Y,,,4,4,17,3,33,31,65
ATL,2025-01-13,106,112.0,231370,147066.0,-5.0,57.0,N,N,,,4,8,13,3,33,41,55
ATLASCYCLE,2025-01-13,234,121.0,37233,10100.0,93.0,268.0,N,N,,,6,0,5,0,0,0,0
ATUL,2025-01-13,4,3.0,17132,11236.0,27.0,52.0,Y,Y,,,4,7,14,8,28,47,49
ATULAUTO,2025-01-13,14,21.0,34322,27465.0,-31.0,24.0,N,N,,,3,9,13,5,31,25,71
AUBANK,2025-01-13,78,43.0,2435155,1320787.0,80.0,84.0,Y,Y,,,6,6,13,17,19,76,20
AURIONPRO,2025-01-13,11,8.0,62514,31148.0,39.0,100.0,N,N,,,6,5,14,5,31,22,74
AUROPHARMA,2025-01-13,41,24.0,1935560,651874.0,72.0,196.0,Y,Y,,,4,8,13,9,27,69,27
AURUM,2025-01-13,15,56.0,48941,93337.0,-72.0,-47.0,N,N,,,6,6,13,20,16,56,27
AUTOAXLES,2025-01-13,5,9.0,6203,8275.0,-40.0,-25.0,N,N,,,4,9,12,26,10,67,29
AUTOBEES,2025-01-13,34,58.0,115047,102191.0,-40.0,12.0,N,N,,,4,7,14,0,36,39,57
AUTOIETF,2025-01-13,137,246.0,314601,410960.0,-44.0,-23.0,N,N,,,2,7,16,0,33,37,56
AUTOIND,2025-01-13,43,34.0,70324,35901.0,24.0,95.0,N,N,,,5,5,15,0,36,24,72
AVADHSUGAR,2025-01-13,15,18.0,25748,20076.0,-16.0,28.0,N,N,,,3,12,10,8,28,27,69
AVALON,2025-01-13,19,35.0,211168,338065.0,-44.0,-37.0,N,N,,,5,6,14,8,28,25,71
AVANTEL,2025-01-13,42,33.0,467925,230258.0,24.0,103.0,N,N,,,5,7,13,0,36,24,72
AVANTIFEED,2025-01-13,13,24.0,175107,266742.0,-43.0,-34.0,N,Y,,,7,5,13,0,36,24,72
AVG,2025-01-13,14,22.0,20778,31589.0,-35.0,-34.0,N,N,,,1,10,14,0,36,28,68
AVL,2025-01-13,18,25.0,46561,72573.0,-29.0,-35.0,N,N,,,6,6,13,18,18,68,28
AVTNPL,2025-01-13,39,40.0,63695,39716.0,-2.0,60.0,N,N,,,3,9,13,9,27,48,48
AWFIS,2025-01-13,12,14.0,214015,147857.0,-16.0,44.0,N,N,,,6,4,15,8,28,41,55
AWHCL,2025-01-13,14,19.0,55954,44376.0,-23.0,26.0,N,N,,,5,8,12,5,31,24,72
AWL,2025-01-13,202,87.0,9622834,1338721.0,130.0,618.0,N,Y,,,4,8,13,14,22,63,33
AXISBANK,2025-01-13,35,39.0,4096164,3770430.0,-10.0,8.0,Y,Y,,,4,7,14,8,28,44,52
AXISBNKETF,2025-01-13,35,420.0,2755,73403.0,-91.0,-96.0,N,N,,,2,12,11,17,19,55,41
AXISBPSETF,2025-01-13,894,1606.0,864211,905171.0,-44.0,-4.0,N,N,,,3,4,18,17,7,41,32
AXISCETF,2025-01-13,18,48.0,1625,2628.0,-62.0,-38.0,N,N,,,4,5,16,17,19,65,31
AXISGOLD,2025-01-13,130,171.0,218924,201206.0,-24.0,8.0,N,N,,,6,3,16,21,15,55,29
AXISHCETF,2025-01-13,27,30.0,4189,3591.0,-9.0,16.0,N,N,,,5,7,13,0,36,58,38
AXISILVER,2025-01-13,104,215.0,28719,47086.0,-51.0,-39.0,N,N,,,8,5,12,32,4,68,28
AXISNIFTY,2025-01-13,48,44.0,12967,5891.0,9.0,120.0,N,N,,,4,8,13,3,33,40,56
AXISTECETF,2025-01-13,2302,21.0,884370,1127.0,10551.0,78318.0,N,N,,,5,7,13,6,30,54,42
AXITA,2025-01-13,571,576.0,866830,1118946.0,0.0,-22.0,N,N,,,5,8,12,3,33,3,93
AXSENSEX,2025-01-13,22,30.0,1256,916.0,-24.0,37.0,N,N,,,3,8,14,24,12,62,34
AYMSYNTEX,2025-01-13,55,85.0,52576,43203.0,-34.0,21.0,N,N,,,8,5,12,11,25,23,49
AZAD,2025-01-13,10,12.0,68108,104201.0,-19.0,-34.0,N,N,,,6,5,14,8,28,46,50
BAIDFIN,2025-01-13,616,566.0,1464775,1016028.0,8.0,44.0,N,N,,,4,9,12,10,26,29,67
BAJAJ-AUTO,2025-01-13,7,8.0,173620,281922.0,-9.0,-38.0,Y,Y,,,4,7,14,12,24,42,54
BAJAJCON,2025-01-13,21,26.0,155636,116517.0,-20.0,33.0,N,N,,,4,9,12,0,36,37,59
BAJAJELEC,2025-01-13,5,8.0,8104,8273.0,-34.0,-2.0,N,N,,,3,7,15,8,28,27,69
BAJAJFINSV,2025-01-13,18,18.0,707312,808061.0,-1.0,-12.0,Y,Y,,,6,4,15,15,21,55,41
BAJAJHCARE,2025-01-13,42,44.0,227756,229517.0,-3.0,0.0,N,N,,,8,2,15,17,19,45,51
BAJAJHFL,2025-01-13,100,121.0,8648757,4336730.0,-17.0,99.0,N,N,,,5,8,12,3,33,12,84
BAJAJHIND,2025-01-13,267,279.0,4860852,1858909.0,-4.0,161.0,N,N,,,4,7,14,5,31,12,74
BAJAJHLDNG,2025-01-13,2,3.0,17042,66144.0,-40.0,-74.0,N,Y,,,8,5,12,0,36,19,77
BAJEL,2025-01-13,36,51.0,110142,142040.0,-29.0,-22.0,N,N,,,4,6,15,5,31,45,51
BAJFINANCE,2025-01-13,7,9.0,346994,509151.0,-17.0,-31.0,Y,Y,,,6,6,13,12,24,41,55
BALAJEE,2025-01-13,67,75.0,67178,103371.0,-9.0,-35.0,N,N,,,3,5,17,3,33,10,86
BALAMINES,2025-01-13,7,6.0,29384,44443.0,5.0,-33.0,N,Y,,,2,7,16,8,28,15,81
BALAXI,2025-01-13,41,50.0,29788,31506.0,-17.0,-5.0,N,N,,,3,8,14,6,30,25,71
BALKRISHNA,2025-01-13,69,87.0,15581,27524.0,-21.0,-43.0,N,N,,,6,5,14,8,28,55,41
BALKRISIND,2025-01-13,5,7.0,26207,80695.0,-24.0,-67.0,Y,Y,,,6,6,13,17,19,39,57
BALMLAWRIE,2025-01-13,17,19.0,129067,64639.0,-9.0,99.0,N,N,,,2,8,15,20,16,57,39
BALPHARMA,2025-01-13,62,,44609,,,,N,N,,,4,5,16,0,1,0,1
BALRAMCHIN,2025-01-13,29,25.0,453154,161778.0,16.0,180.0,N,Y,,,4,6,15,8,28,32,64
BALUFORGE,2025-01-13,16,18.0,379790,128005.0,-11.0,196.0,N,N,,,5,6,14,9,27,28,68
BANARISUG,2025-01-13,7,3.0,996,329.0,111.0,202.0,N,N,,,3,3,19,9,27,18,78
BANCOINDIA,2025-01-13,28,28.0,121867,147224.0,0.0,-17.0,N,N,,,6,8,11,11,25,47,49
BANDHANBNK,2025-01-13,133,130.0,4349714,2943111.0,2.0,47.0,Y,Y,,,3,9,13,5,31,43,53
BANKA,2025-01-13,32,26.0,8380,4878.0,24.0,71.0,N,N,,,3,9,13,0,36,28,68
BANKBARODA,2025-01-13,163,140.0,7352142,5121600.0,16.0,43.0,Y,Y,,,1,8,16,8,28,45,51
BANKBEES,2025-01-13,56,103.0,713040,1030005.0,-45.0,-30.0,N,N,,,2,8,15,12,24,50,46
BANKBETF,2025-01-13,62,142.0,17145,76952.0,-56.0,-77.0,N,N,,,2,7,16,9,27,33,61
BANKETF,2025-01-13,303,61.0,96471,10823.0,395.0,791.0,N,N,,,3,10,12,18,18,60,36
BANKETFADD,2025-01-13,44,152.0,7319,19074.0,-70.0,-61.0,N,N,,,1,7,17,12,24,37,59
BANKIETF,2025-01-13,319,531.0,1305632,980402.0,-39.0,33.0,N,N,,,3,5,17,12,24,41,55
BANKINDIA,2025-01-13,178,177.0,4649538,2912317.0,0.0,59.0,Y,Y,,,2,6,17,3,33,40,56
BANKNIFTY1,2025-01-13,105,105.0,73888,108834.0,0.0,-32.0,N,N,,,3,11,11,12,24,71,25
BANKPSU,2025-01-13,84,195.0,7251,43008.0,-56.0,-83.0,N,N,,,4,9,12,3,33,39,57
BANSALWIRE,2025-01-13,13,16.0,82587,31512.0,-15.0,162.0,N,N,,,2,6,17,12,24,49,47
BANSWRAS,2025-01-13,24,27.0,27662,22249.0,-10.0,24.0,N,N,,,5,5,15,9,27,16,80
BARBEQUE,2025-01-13,13,13.0,48677,31581.0,5.0,54.0,N,N,,,2,11,12,5,31,18,78
BASF,2025-01-13,3,3.0,20713,13420.0,-3.0,54.0,N,Y,,,5,7,13,0,36,48,48
BASML,2025-01-13,96,99.0,75975,73337.0,-2.0,3.0,N,N,,,5,9,11,9,27,33,50
BATAINDIA,2025-01-13,11,12.0,64693,137173.0,-10.0,-52.0,Y,Y,,,5,5,15,12,24,54,42
