Symbol,Lot Size,Future OI,Change (Future OI),# of lots change (Future OI),% Change in Future_OI,PE OI,Change (PE OI),# of lots change (PE OI),% Change (PE OI),CE OI,Change (CE OI),# of lots change (CE OI),% Change (CE OI),VWAP,CLOSE PRICE,Change CE / PE Ratio (OI),Delivery %,% Change in Price,% Change in Price From Low,% Change in Price From High,Decision (Based on Options,Decision (Based on Futures,Decision (Based on Price
HCLTECH,350,13308750,536900,1534.0,4.203776,5079200,1052800,3008.0,26.147427,8391600,835800,2388.0,11.061701,1977.11,1995.1,0.793883,55.73,0.031166,0.030926,0.003621,None,Possible Buy,Strong. Price Close Above VWAP.
HDFCAMC,150,2986950,58500,390.0,1.997644,722550,26850,179.0,3.859422,1058100,-1050,-7.0,-0.099136,3885.92,3844.8,-0.039106,58.16,-0.026731,0.003092,0.033715,None,Possible Sell,Weak. Price Close Below VWAP.
HDFCBANK,550,138487250,936100,1702.0,0.680547,26539150,568150,1033.0,2.187632,50333250,1409100,2562.0,2.880173,1664.65,1656.75,2.480155,69.88,-0.006625,0.001663,0.010836,None,None,Weak. Price Close Below VWAP.
HDFCLIFE,1100,29110400,-40700,-37.0,-0.139617,6751800,99000,90.0,1.488095,9979200,385000,350.0,4.012841,610.13,608.65,3.888889,54.53,-0.005799,0.00937,0.010164,None,None,Weak. Price Close Below VWAP.
HEROMOTOCO,150,7195500,-194550,-1297.0,-2.632594,1611600,-16200,-108.0,-0.995208,2927550,-78000,-520.0,-2.595199,4130.87,4122.2,4.814815,52.05,-0.0046,0.008761,0.010038,None,None,Weak. Price Close Below VWAP.
HFCL,4150,38030600,-531200,-128.0,-1.377529,14122450,2054250,495.0,17.022008,20144100,1203500,290.0,6.354075,102.25,100.47,0.585859,29.02,-0.042048,0.003696,0.042596,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
HINDALCO,1400,48165600,1744400,1246.0,3.757766,13619200,-394800,-282.0,-2.817183,22822800,1918000,1370.0,9.174926,576.39,574.45,-4.858156,66.79,-0.025117,0.004986,0.025117,None,Possible Sell,Weak. Price Close Below VWAP.
HINDCOPPER,2650,40863000,-728750,-275.0,-1.75215,7242450,-98050,-37.0,-1.33574,13173150,-418700,-158.0,-3.080523,235.05,233.31,4.27027,39.19,-0.010476,0.014391,0.032591,None,Possible Sell,Weak. Price Close Below VWAP.
HINDPETRO,2025,37460475,1200825,593.0,3.311739,11651850,257175,127.0,2.256975,16487550,846450,418.0,5.411704,388.06,388.45,3.291339,38.18,0.009485,0.023449,0.011074,None,Possible Buy,Strong. Price Close Above VWAP.
HINDUNILVR,300,14900400,161400,538.0,1.095054,4590900,109500,365.0,2.443433,5995500,234000,780.0,4.061442,2442.55,2442.05,2.136986,62.97,0.002731,0.011704,0.00568,None,None,Weak. Price Close Below VWAP.
HUDCO,2425,19627950,538350,222.0,2.820122,9872175,923925,381.0,10.325203,18868925,1476825,609.0,8.491355,218.84,214.19,1.598425,25.39,-0.057013,0.004361,0.055516,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
ICICIBANK,700,89779200,415100,593.0,0.464504,16354100,70000,100.0,0.429867,21767200,351400,502.0,1.640845,1250.93,1249.85,5.02,71.75,-0.009941,0.00543,0.011937,None,None,Weak. Price Close Below VWAP.
ICICIGI,250,6185250,-84000,-336.0,-1.339873,897750,69500,278.0,8.391186,1064250,58250,233.0,5.790258,1881.19,1877.6,0.838129,63.56,-0.00564,0.011883,0.011789,None,None,Weak. Price Close Below VWAP.
ICICIPRULI,750,12386250,-207750,-277.0,-1.649595,1936500,73500,98.0,3.94525,2529750,20250,27.0,0.806934,642.05,644.55,0.27551,69.72,-0.003556,0.019213,0.009451,None,None,Strong. Price Close Above VWAP.
IDEA,40000,3423520000,3160000,79.0,0.092388,415920000,10400000,260.0,2.564608,900720000,83560000,2089.0,10.22566,7.79,7.75,8.034615,21.31,-0.021465,0.01043,0.025157,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
IDFCFIRSTB,7500,502515000,16312500,2175.0,3.355084,103770000,2767500,369.0,2.740031,136792500,6150000,820.0,4.707503,61.1,60.39,2.222222,47.65,-0.031746,0.002157,0.033296,None,Possible Sell,Weak. Price Close Below VWAP.
IEX,3750,34668750,536250,143.0,1.571083,16788750,-465000,-124.0,-2.695066,26231250,1263750,337.0,5.06158,170.46,168.19,-2.717742,32.35,-0.028028,0.001727,0.030214,None,Possible Sell,Weak. Price Close Below VWAP.
IGL,1375,23881000,-415250,-302.0,-1.709111,14250500,119625,87.0,0.846551,21645250,-4125,-3.0,-0.019054,416.92,412.8,-0.034483,12.48,-0.015971,0.010155,0.044997,None,Possible Sell,Weak. Price Close Below VWAP.
INDHOTEL,1000,16060000,160000,160.0,1.006289,5529000,-323000,-323.0,-5.519481,9844000,943000,943.0,10.594315,805.03,805.9,-2.919505,57.97,-0.020599,0.009457,0.023625,Possible Sell,Possible Sell,Strong. Price Close Above VWAP.
INDIAMART,300,1083000,-46500,-155.0,-4.116866,693000,4200,14.0,0.609756,758100,-8100,-27.0,-1.057165,2316.22,2325.15,-1.928571,60.09,0.001227,0.020205,0.00607,None,Possible Buy,Strong. Price Close Above VWAP.
INDIANB,950,4750950,-110200,-116.0,-2.266953,1858200,-62700,-66.0,-3.264095,2527950,95950,101.0,3.945312,491.48,492.4,-1.530303,51.23,-0.015889,0.011815,0.022822,None,Possible Sell,Strong. Price Close Above VWAP.
INDIGO,150,7279050,-84900,-566.0,-1.152914,1622400,7350,49.0,0.455094,2390550,6000,40.0,0.25162,4250.84,4228.8,0.816327,69.84,-0.007452,0.007997,0.016329,None,None,Weak. Price Close Below VWAP.
INDUSINDBK,500,58116500,585500,1171.0,1.017712,12363500,-432000,-864.0,-3.376187,17173000,767500,1535.0,4.678309,948.51,937.6,-1.77662,37.86,-0.044143,0.004876,0.038359,None,Possible Sell,Weak. Price Close Below VWAP.
INDUSTOWER,1700,91256000,336600,198.0,0.370218,16573300,724200,426.0,4.569345,20464600,1235900,727.0,6.427372,323.28,320.4,1.706573,53.93,-0.031439,0.002974,0.031,None,Possible Sell,Weak. Price Close Below VWAP.
INFY,400,43446800,-664000,-1660.0,-1.5053,12460800,651200,1628.0,5.514158,21465200,-570000,-1425.0,-2.58677,1961.18,1966.95,-0.875307,60.04,0.025896,0.017958,0.005486,None,None,Strong. Price Close Above VWAP.
