Symbol,Lot Size,Future OI,Change (Future OI),# of lots change (Future OI),% Change in Future_OI,PE OI,Change (PE OI),# of lots change (PE OI),% Change (PE OI),CE OI,Change (CE OI),# of lots change (CE OI),% Change (CE OI),VWAP,CLOSE PRICE,Change CE / PE Ratio (OI),Delivery %,% Change in Price,% Change in Price From Low,% Change in Price From High,Decision (Based on Options,Decision (Based on Futures,Decision (Based on Price
ADANIGREEN,375,9928125,237375,633.0,2.449501,2175750,89250,238.0,4.277498,5812125,487500,1300.0,9.155574,909.72,889.75,5.462185,32.1,-0.056519,0.005367,0.051237,None,Possible Sell,Weak. Price Close Below VWAP.
ADANIPORTS,400,28421200,261600,654.0,0.92899,6356800,170800,427.0,2.761073,12888400,271200,678.0,2.149447,1081.84,1066.65,1.587822,40.52,-0.040955,0.007271,0.035971,None,Possible Sell,Weak. Price Close Below VWAP.
ALKEM,100,1088900,13400,134.0,1.245932,189200,1200,12.0,0.638298,333900,12400,124.0,3.856921,5289.23,5227.4,10.333333,45.63,-0.02765,0.002618,0.042776,None,Possible Sell,Weak. Price Close Below VWAP.
AMBUJACEM,900,35098200,-637200,-708.0,-1.783106,6957900,261000,290.0,3.897326,7648200,489600,544.0,6.839326,504.42,493.2,1.875862,53.5,-0.035306,0.004072,0.040467,None,Possible Sell,Weak. Price Close Below VWAP.
ANGELONE,200,3635000,468800,2344.0,14.806393,1949200,382000,1910.0,24.374681,4635200,843600,4218.0,22.249182,2484.83,2446.55,2.208377,19.42,-0.038325,0.022805,0.042708,None,Possible Buy,Weak. Price Close Below VWAP.
APLAPOLLO,350,3448200,140000,400.0,4.231909,1852900,-12250,-35.0,-0.656784,2333100,194600,556.0,9.099836,1438.36,1424.1,-15.885714,62.93,-0.063523,0.006147,0.051864,None,Possible Sell,Weak. Price Close Below VWAP.
APOLLOHOSP,125,1746250,4750,38.0,0.272753,685000,-21000,-168.0,-2.974504,1418375,47625,381.0,3.474375,6841.15,6839.6,-2.267857,54.12,-0.028017,0.012367,0.022914,None,Possible Sell,Weak. Price Close Below VWAP.
APOLLOTYRE,1700,13583000,52700,31.0,0.389496,6284900,839800,494.0,15.423041,12673500,1096500,645.0,9.471366,449.11,443.15,1.305668,34.07,-0.040801,0.004989,0.037572,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
ASHOKLEY,2500,56950000,-1567500,-627.0,-2.678686,21645000,362500,145.0,1.703277,39515000,1755000,702.0,4.647775,204.83,202.45,4.841379,53.07,-0.038562,0.002774,0.031293,None,Possible Sell,Weak. Price Close Below VWAP.
ASIANPAINT,200,13993800,216400,1082.0,1.570688,4947600,-106600,-533.0,-2.109137,6728800,120600,603.0,1.825005,2272.11,2252.65,-1.131332,52.83,-0.029344,0.002782,0.021395,None,Possible Sell,Weak. Price Close Below VWAP.
ASTRAL,367,5482613,198180,540.0,3.75026,1948770,35232,96.0,1.841197,3251620,259469,707.0,8.671655,1498.07,1471.5,7.364583,49.28,-0.059384,0.002965,0.050645,None,Possible Sell,Weak. Price Close Below VWAP.
ATGL,775,4862350,719200,928.0,17.358773,1756150,161200,208.0,10.1069,3096125,668050,862.0,27.513565,643.75,628.2,4.144231,26.17,-0.077872,0.012246,0.069333,None,Possible Sell,Weak. Price Close Below VWAP.
ATUL,100,635500,27300,273.0,4.488655,80500,5100,51.0,6.763926,173400,2300,23.0,1.344243,6676.29,6614.65,0.45098,44.19,-0.026663,0.005457,0.03272,None,Possible Sell,Weak. Price Close Below VWAP.
AUBANK,1000,37105000,1060000,1060.0,2.940768,6544000,2000,2.0,0.030572,7708000,483000,483.0,6.685121,560.34,560.3,241.5,65.62,-0.025819,0.010187,0.020369,None,Possible Sell,Weak. Price Close Below VWAP.
AUROPHARMA,550,13138950,-1183600,-2152.0,-8.263892,3363250,-25300,-46.0,-0.746632,6555450,868450,1579.0,15.270793,1168.4,1161.4,-34.326087,66.25,-0.031804,0.007766,0.025385,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
AXISBANK,625,87471875,2959375,4735.0,3.501701,13633750,640625,1025.0,4.930492,21823750,1960625,3137.0,9.870677,1050.86,1049.3,3.060488,57.04,0.008264,0.025458,0.012888,None,Possible Buy,Weak. Price Close Below VWAP.
BAJAJ-AUTO,75,3322050,8925,119.0,0.269383,1100250,-35100,-468.0,-3.091558,1657425,42150,562.0,2.609463,8627.16,8596.25,-1.200855,50.83,-0.019141,0.005292,0.01756,None,None,Weak. Price Close Below VWAP.
BAJAJFINSV,500,13772000,-87000,-174.0,-0.627751,6334500,-41000,-82.0,-0.643087,10232000,91000,182.0,0.897347,1680.63,1674.15,-2.219512,60.05,-0.015929,0.00453,0.015206,None,None,Weak. Price Close Below VWAP.
BAJFINANCE,125,9522750,-42125,-337.0,-0.440413,3257375,-150125,-1201.0,-4.405723,4288125,-23000,-184.0,-0.533503,7186.74,7150.95,0.153206,52.24,-0.018812,0.002376,0.014355,None,None,Weak. Price Close Below VWAP.
BALKRISIND,300,1654800,10800,36.0,0.656934,355500,25800,86.0,7.825296,893100,97800,326.0,12.297246,2645.23,2595.75,3.790698,30.48,-0.050098,0.004139,0.045592,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
BANDHANBNK,2800,107500400,-4272800,-1526.0,-3.822741,27095600,-1520400,-543.0,-5.313112,37559200,-1492400,-533.0,-3.82161,140.29,137.67,0.981584,39.83,-0.043693,0.004891,0.04056,None,Possible Sell,Weak. Price Close Below VWAP.
BANKBARODA,2925,170957475,-4288050,-1466.0,-2.446881,50704875,-1091025,-373.0,-2.106393,71100900,5899725,2017.0,9.048495,220.53,217.69,-5.407507,51.14,-0.034206,0.006194,0.030032,None,Possible Sell,Weak. Price Close Below VWAP.
BANKINDIA,4825,32940275,-429425,-89.0,-1.286871,21852425,2089225,433.0,10.571289,29027200,936050,194.0,3.332188,92.09,90.35,0.448037,47.02,-0.041583,0.003331,0.042598,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
BATAINDIA,375,3065250,4500,12.0,0.147023,1280250,9375,25.0,0.737681,2043750,48375,129.0,2.424356,1376.88,1364.05,5.16,32.19,-0.043376,0.003716,0.039401,None,Possible Sell,Weak. Price Close Below VWAP.
BEL,2850,107909550,-2525100,-886.0,-2.286511,36092400,2607750,915.0,7.787897,66932250,5662950,1987.0,9.24272,263.58,259.6,2.171585,52.05,-0.042066,0.005033,0.034585,None,Possible Sell,Weak. Price Close Below VWAP.
BERGEPAINT,1320,10418760,413160,313.0,4.129288,3282840,-260040,-197.0,-7.339791,4823280,-245520,-186.0,-4.84375,455.25,451.4,0.944162,32.47,-0.020506,0.005233,0.022203,None,Possible Sell,Weak. Price Close Below VWAP.
BHARATFORG,500,11880000,-578500,-1157.0,-4.643416,1973000,51000,102.0,2.653486,3719500,-64000,-128.0,-1.691555,1190.66,1169.85,-1.254902,67.15,-0.033062,0.00197,0.034219,None,Possible Sell,Weak. Price Close Below VWAP.
BHARTIARTL,475,45300750,549100,1156.0,1.226994,5331400,-285950,-602.0,-5.090479,11499750,425600,896.0,3.843184,1598.88,1597.2,-1.488372,62.91,-0.011572,0.012103,0.010838,None,None,Weak. Price Close Below VWAP.
BHEL,2625,93799125,-3000375,-1143.0,-3.099577,31232250,3257625,1241.0,11.644928,52245375,6189750,2358.0,13.439726,196.16,192.58,1.900081,44.17,-0.058242,0.0048,0.041891,None,Possible Sell,Weak. Price Close Below VWAP.
BIOCON,2500,32087500,-805000,-322.0,-2.447366,13457500,820000,328.0,6.488625,22570000,2767500,1107.0,13.975508,370.36,365.2,3.375,21.48,0.011774,0.013178,0.032583,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
BOSCHLTD,25,280225,4175,167.0,1.512407,73450,7425,297.0,11.24574,86375,6450,258.0,8.070066,31224.64,30979.75,0.868687,48.13,-0.023148,0.005322,0.022634,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
BPCL,1800,57151800,2242800,1246.0,4.084576,19432800,1663200,924.0,9.359806,39718800,1555200,864.0,4.075087,269.42,265.3,0.935065,50.87,-0.04448,0.003974,0.034219,None,Possible Sell,Weak. Price Close Below VWAP.
BRITANNIA,100,2836800,-56500,-565.0,-1.952787,1522500,147200,1472.0,10.703119,1589400,55500,555.0,3.618228,4945.08,4927.05,0.377038,51.07,-0.00246,0.004291,0.014176,Possible Buy,None,Weak. Price Close Below VWAP.
BSE,125,2431500,-6250,-50.0,-0.256384,1133500,-18625,-149.0,-1.616578,2283750,-118125,-945.0,-4.918033,5178.24,5156.6,6.342282,26.23,0.006824,0.026577,0.017772,None,Possible Buy,Weak. Price Close Below VWAP.
BSOFT,1000,12045000,-275000,-275.0,-2.232143,3912000,310000,310.0,8.60633,7140000,201000,201.0,2.896671,538.31,525.65,0.648387,36.66,-0.046613,0.012131,0.068657,None,Possible Sell,Weak. Price Close Below VWAP.
CAMS,125,788250,30250,242.0,3.990765,286000,20500,164.0,7.721281,434125,17500,140.0,4.20042,4347.29,4281.85,0.853659,51.07,-0.053264,0.009394,0.052573,None,Possible Sell,Weak. Price Close Below VWAP.
CANBK,6750,282278250,-843750,-125.0,-0.298016,92846250,8201250,1215.0,9.688995,146144250,13243500,1962.0,9.964955,89.84,88.52,1.614815,47.89,-0.046429,0.008315,0.041576,None,Possible Sell,Weak. Price Close Below VWAP.
CANFINHOME,975,6920550,-50700,-52.0,-0.727273,3830775,126750,130.0,3.421953,4821375,85800,88.0,1.811818,662.59,651.75,0.676923,43.23,-0.040627,0.002384,0.038646,None,Possible Sell,Weak. Price Close Below VWAP.
CDSL,350,5913250,172200,492.0,2.999451,2670500,100100,286.0,3.894336,5730200,112700,322.0,2.006231,1556.8,1529.25,1.125874,37.12,-0.040892,0.008241,0.043023,None,Possible Sell,Weak. Price Close Below VWAP.
CESC,2925,13645125,-637650,-218.0,-4.464469,11290500,-1360125,-465.0,-10.751445,19068075,2378025,813.0,14.24816,154.93,152.02,-1.748387,41.71,-0.064032,0.009764,0.059282,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
CGPOWER,725,6224125,188500,260.0,3.123123,1616025,31900,44.0,2.01373,2649150,168200,232.0,6.779661,621.06,615.1,5.272727,64.51,-0.053983,0.011345,0.044282,None,Possible Sell,Weak. Price Close Below VWAP.
CHAMBLFERT,1900,9249200,-134900,-71.0,-1.437538,4890600,112100,59.0,2.345924,12179000,1008900,531.0,9.032148,466.24,454.4,9.0,29.79,-0.056086,0.004532,0.05106,None,Possible Sell,Weak. Price Close Below VWAP.
CHOLAFIN,625,11709375,21250,34.0,0.181808,3263750,-40625,-65.0,-1.229431,3921250,70000,112.0,1.817592,1236.72,1222.55,-1.723077,65.22,-0.025895,0.006007,0.02926,None,Possible Sell,Weak. Price Close Below VWAP.
CIPLA,325,12534275,-22425,-69.0,-0.17859,2553525,135200,416.0,5.590646,3672825,-15925,-49.0,-0.431718,1447.0,1439.2,-0.117788,58.61,-0.020153,0.001984,0.016906,None,None,Weak. Price Close Below VWAP.
COALINDIA,1050,60009600,-605850,-577.0,-0.999498,19684350,-191100,-182.0,-0.961488,30360750,1249500,1190.0,4.292155,365.84,362.9,-6.538462,51.12,-0.015197,0.004567,0.020248,None,Possible Sell,Weak. Price Close Below VWAP.
COFORGE,75,2041200,-33450,-446.0,-1.61232,717450,-108225,-1443.0,-13.107458,1110075,11625,155.0,1.058309,8900.64,8705.55,-0.107415,59.21,-0.074286,0.004338,0.066279,None,Possible Sell,Weak. Price Close Below VWAP.
COLPAL,175,4222400,19775,113.0,0.470539,1152725,74025,423.0,6.862427,1540525,79975,457.0,5.475677,2784.12,2752.05,1.080378,50.1,-0.027785,0.002495,0.029465,None,Possible Sell,Weak. Price Close Below VWAP.
CONCOR,1000,16737000,-523000,-523.0,-3.030127,5420000,-71000,-71.0,-1.293025,7118000,218000,218.0,3.15942,741.17,728.4,-3.070423,57.85,-0.029124,0.00469,0.029124,None,Possible Sell,Weak. Price Close Below VWAP.
COROMANDEL,350,3776150,-54600,-156.0,-1.425308,1098650,305550,873.0,38.526037,1010450,-91700,-262.0,-8.320102,1827.54,1808.0,-0.300115,43.74,-0.059533,0.009887,0.050271,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
CROMPTON,1800,23871600,-410400,-228.0,-1.690141,3695400,118800,66.0,3.32159,6465600,367200,204.0,6.021251,351.86,353.5,3.090909,55.15,-0.017373,0.015075,0.008832,None,None,Strong. Price Close Above VWAP.
CUB,5000,28565000,-360000,-72.0,-1.244598,9055000,130000,26.0,1.456583,14345000,135000,27.0,0.950035,163.38,162.07,1.038462,37.37,-0.019422,0.005647,0.018887,None,None,Weak. Price Close Below VWAP.
CUMMINSIND,150,4084500,-7200,-48.0,-0.175966,847950,9150,61.0,1.090844,1945050,220650,1471.0,12.795755,2910.72,2873.35,24.114754,56.25,-0.042041,0.006903,0.038563,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
CYIENT,300,1164600,131400,438.0,12.71777,412800,18000,60.0,4.559271,734400,190200,634.0,34.950386,1701.3,1682.1,10.566667,43.08,-0.033665,0.007246,0.040281,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
DABUR,1250,20841250,382500,306.0,1.869616,6226250,15000,12.0,0.241497,10488750,413750,331.0,4.1067,513.88,510.75,27.583333,51.18,-0.013806,0.002453,0.016938,None,None,Weak. Price Close Below VWAP.
DALBHARAT,275,2379850,117425,427.0,5.190227,839300,204875,745.0,32.293021,873400,153450,558.0,21.31398,1710.1,1702.1,0.748993,44.8,-0.014703,0.01709,0.031439,None,Possible Sell,Weak. Price Close Below VWAP.
DEEPAKNTR,300,1905600,-41100,-137.0,-2.111265,772200,-73200,-244.0,-8.658623,1510500,42000,140.0,2.860061,2356.13,2327.85,-0.57377,35.5,-0.037581,0.003816,0.030224,None,Possible Sell,Weak. Price Close Below VWAP.
DELHIVERY,1525,10365425,144875,95.0,1.417487,2853275,-41175,-27.0,-1.42255,6084750,100650,66.0,1.681957,324.18,321.15,-2.444444,55.36,-0.038041,0.009747,0.038473,None,Possible Sell,Weak. Price Close Below VWAP.
DIVISLAB,100,2974700,20100,201.0,0.680295,624000,11600,116.0,1.894187,1086700,153600,1536.0,16.461258,5783.35,5732.5,13.241379,56.41,-0.006732,0.013821,0.026327,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
DIXON,50,1363700,1200,24.0,0.088073,1133000,-12100,-242.0,-1.056676,2411450,31550,631.0,1.325686,16114.27,15835.15,-2.607438,45.43,-0.05231,0.005981,0.043193,None,Possible Sell,Weak. Price Close Below VWAP.
DLF,825,39779025,-1252350,-1518.0,-3.052177,9984150,1275450,1546.0,14.645699,17276325,3047550,3694.0,21.418218,721.89,710.8,2.389392,57.48,-0.054976,0.005304,0.049669,None,Possible Sell,Weak. Price Close Below VWAP.
DMART,150,3880500,150450,1003.0,4.033458,2338050,-143400,-956.0,-5.778879,4027050,636600,4244.0,18.776269,3564.78,3507.45,-4.439331,44.66,-0.048505,0.010807,0.037459,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
DRREDDY,625,12094375,157500,252.0,1.319441,3986875,186875,299.0,4.917763,7920625,92500,148.0,1.181637,1338.45,1335.1,0.494983,63.38,-0.01425,0.003684,0.014068,None,None,Weak. Price Close Below VWAP.
EICHERMOT,175,4072950,-155750,-890.0,-3.683165,1474375,-80325,-459.0,-5.166592,2321550,-8400,-48.0,-0.360523,4958.84,4939.1,0.104575,53.47,-0.023594,0.002741,0.016938,None,None,Weak. Price Close Below VWAP.
ESCORTS,150,1139550,-46800,-312.0,-3.944873,686550,-22950,-153.0,-3.234672,774000,3300,22.0,0.428182,3312.76,3298.1,-0.143791,38.62,-0.031651,0.007869,0.029371,None,Possible Sell,Weak. Price Close Below VWAP.
EXIDEIND,1800,32293800,-583200,-324.0,-1.773884,10690200,-315000,-175.0,-2.862283,22996800,1440000,800.0,6.680027,380.62,372.6,-4.571429,36.02,-0.042406,0.003636,0.045839,None,Possible Sell,Weak. Price Close Below VWAP.
FEDERALBNK,5000,95130000,-1120000,-224.0,-1.163636,38730000,805000,161.0,2.12261,52500000,2675000,535.0,5.368791,187.24,187.72,3.322981,48.16,-0.007298,0.010823,0.004138,None,None,Strong. Price Close Above VWAP.
GAIL,2350,118183850,11750,5.0,0.009943,24693800,-770800,-328.0,-3.026947,45714550,1715500,730.0,3.898948,174.61,172.15,-2.22561,58.44,-0.041374,0.002913,0.036977,None,Possible Sell,Weak. Price Close Below VWAP.
GLENMARK,325,2359175,28925,89.0,1.241283,1354925,-44525,-137.0,-3.181607,1654900,-22100,-68.0,-1.317829,1514.16,1496.9,0.49635,45.99,-0.029059,0.003251,0.031853,None,Possible Sell,Weak. Price Close Below VWAP.
GMRAIRPORT,5625,264774375,-8043750,-1430.0,-2.948393,54033750,2255625,401.0,4.356328,76432500,8887500,1580.0,13.157895,71.33,69.7,3.94015,47.71,-0.064806,0.006208,0.057853,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
GNFC,1300,6098300,-15600,-12.0,-0.255156,2983500,20800,16.0,0.702062,4872400,133900,103.0,2.825789,527.29,521.25,6.4375,43.73,-0.046029,0.009587,0.045242,None,Possible Sell,Weak. Price Close Below VWAP.
GODREJCP,500,12818000,-21000,-42.0,-0.163564,2316500,-56500,-113.0,-2.380952,3339000,6500,13.0,0.195049,1168.11,1159.0,-0.115044,65.64,-0.013029,0.002378,0.017797,None,None,Weak. Price Close Below VWAP.
GODREJPROP,225,4775175,-162225,-721.0,-3.285636,1331775,2700,12.0,0.203149,3143925,224775,999.0,7.700015,2306.7,2248.9,83.25,50.97,-0.057658,0.003951,0.052496,None,Possible Sell,Weak. Price Close Below VWAP.
GRANULES,1000,13493000,-268000,-268.0,-1.947533,2064000,-177000,-177.0,-7.89826,3549000,-45000,-45.0,-1.252087,581.62,568.0,0.254237,35.12,-0.043127,0.005666,0.047539,None,Possible Sell,Weak. Price Close Below VWAP.
GRASIM,250,11711750,142250,569.0,1.229526,1656000,33500,134.0,2.064715,2184250,152250,609.0,7.492618,2305.73,2288.15,4.544776,53.57,-0.032126,0.004919,0.025573,None,Possible Sell,Weak. Price Close Below VWAP.
GUJGASLTD,1250,6040000,2500,2.0,0.041408,3382500,-27500,-22.0,-0.806452,5940000,320000,256.0,5.69395,474.43,471.05,-11.636364,60.13,-0.030861,0.010728,0.033446,None,Possible Sell,Weak. Price Close Below VWAP.
HAL,150,10098600,-205350,-1369.0,-1.992925,3343500,210750,1405.0,6.727316,6466950,955350,6369.0,17.333442,3867.86,3788.25,4.533096,46.14,-0.053056,0.004215,0.049432,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
HAVELLS,500,8815000,-415000,-830.0,-4.496208,2074000,75000,150.0,3.751876,2500000,61500,123.0,2.522042,1548.03,1532.05,0.82,56.87,-0.042618,0.007099,0.03581,None,Possible Sell,Weak. Price Close Below VWAP.
HCLTECH,350,14962850,1654100,4726.0,12.428665,7073500,1994300,5698.0,39.264057,13337100,4945500,14130.0,58.933934,1992.36,1989.4,2.479817,66.0,-0.002857,0.012211,0.011331,None,None,Weak. Price Close Below VWAP.
HDFCAMC,150,3087300,100350,669.0,3.359614,767700,45150,301.0,6.248703,1351050,292950,1953.0,27.686419,3855.45,3834.55,6.488372,44.67,-0.002666,0.011168,0.018028,Possible Sell,None,Weak. Price Close Below VWAP.
HDFCBANK,550,142209100,3721850,6767.0,2.687504,27940550,1401400,2548.0,5.280501,52110850,1777600,3232.0,3.531661,1634.5,1630.85,1.268446,67.92,-0.015633,0.004033,0.009655,None,None,Weak. Price Close Below VWAP.
HDFCLIFE,1100,28881600,-228800,-208.0,-0.785973,6635200,-116600,-106.0,-1.726947,10058400,79200,72.0,0.793651,601.82,599.75,-0.679245,61.28,-0.014623,0.004102,0.014299,None,None,Weak. Price Close Below VWAP.
HEROMOTOCO,150,7234650,39150,261.0,0.54409,1482300,-129300,-862.0,-8.023083,2959800,32250,215.0,1.101604,4051.88,4043.65,-0.24942,57.48,-0.019055,0.011545,0.018996,None,None,Weak. Price Close Below VWAP.
HFCL,4150,36515850,-1514750,-365.0,-3.982977,15487800,1365350,329.0,9.66794,22493000,2348900,566.0,11.660486,95.97,93.07,1.720365,37.71,-0.073654,0.009436,0.079335,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
HINDALCO,1400,49351400,1185800,847.0,2.461923,13132000,-487200,-348.0,-3.577303,23450000,627200,448.0,2.748129,568.94,563.75,-1.287356,63.97,-0.018627,0.003114,0.017772,None,None,Weak. Price Close Below VWAP.
HINDCOPPER,2650,37730700,-3132300,-1182.0,-7.66537,6956250,-286200,-108.0,-3.951701,12746500,-426650,-161.0,-3.238785,228.83,219.35,1.490741,54.97,-0.059835,0.011949,0.06996,None,Possible Sell,Weak. Price Close Below VWAP.
HINDPETRO,2025,37883700,423225,209.0,1.129791,12390975,739125,365.0,6.343413,18190575,1703025,841.0,10.329157,365.33,364.4,2.30411,46.57,-0.061913,0.011801,0.032267,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
HINDUNILVR,300,15869100,968700,3229.0,6.501168,4981500,390600,1302.0,8.508136,6620100,624600,2082.0,10.417813,2442.56,2451.0,1.599078,73.58,0.003665,0.017414,0.003861,Possible Sell,None,Strong. Price Close Above VWAP.
HUDCO,2425,19400000,-227950,-94.0,-1.161354,9556925,-315250,-130.0,-3.193319,21073250,2204325,909.0,11.682303,207.93,203.33,-6.992308,30.86,-0.050703,0.012348,0.053399,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
ICICIBANK,700,92575000,2795800,3994.0,3.114084,16368100,14000,20.0,0.085605,22672300,905100,1293.0,4.158091,1232.97,1229.75,64.65,73.38,-0.016082,0.00396,0.011415,None,None,Weak. Price Close Below VWAP.
ICICIGI,250,6185250,0,0.0,0.0,955750,58000,232.0,6.460596,1149250,85000,340.0,7.986845,1843.59,1836.95,1.465517,60.25,-0.02165,0.010424,0.027013,None,Possible Sell,Weak. Price Close Below VWAP.
ICICIPRULI,750,12084000,-302250,-403.0,-2.440206,1911750,-24750,-33.0,-1.278079,2724000,194250,259.0,7.678624,642.97,636.45,-7.848485,40.56,-0.012567,0.00545,0.025345,None,Possible Sell,Weak. Price Close Below VWAP.
IDEA,40000,3473360000,49840000,1246.0,1.455812,416240000,320000,8.0,0.076938,947240000,46520000,1163.0,5.164757,7.85,7.74,145.375,27.31,-0.00129,0.017083,0.042079,None,Possible Sell,Weak. Price Close Below VWAP.
IDFCFIRSTB,7500,507555000,5040000,672.0,1.002955,101092500,-2677500,-357.0,-2.580225,144952500,8160000,1088.0,5.965239,59.79,59.33,-3.047619,46.54,-0.017553,0.004742,0.021925,None,Possible Sell,Weak. Price Close Below VWAP.
IEX,3750,34492500,-176250,-47.0,-0.508383,17681250,892500,238.0,5.31606,27712500,1481250,395.0,5.646891,163.31,160.87,1.659664,35.63,-0.043522,0.006633,0.040155,None,Possible Sell,Weak. Price Close Below VWAP.
IGL,1375,24069375,188375,137.0,0.788807,14840375,589875,429.0,4.139328,22940500,1295250,942.0,5.983992,405.48,406.15,2.195804,35.57,-0.016109,0.015375,0.016467,None,None,Strong. Price Close Above VWAP.
INDHOTEL,1000,16265000,205000,205.0,1.276463,6437000,908000,908.0,16.4225,10689000,845000,845.0,8.583909,767.13,756.1,0.930617,65.16,-0.061794,0.001988,0.057056,Possible Buy,Possible Sell,Weak. Price Close Below VWAP.
INDIAMART,300,1062000,-21000,-70.0,-1.939058,649200,-43800,-146.0,-6.320346,728700,-29400,-98.0,-3.878116,2268.93,2242.7,0.671233,52.29,-0.03546,0.003849,0.03121,None,Possible Sell,Weak. Price Close Below VWAP.
INDIANB,950,4591350,-159600,-168.0,-3.359328,1860100,1900,2.0,0.102249,2415850,-112100,-118.0,-4.434423,481.55,475.8,-59.0,49.93,-0.033712,0.004009,0.032927,None,Possible Sell,Weak. Price Close Below VWAP.
INDIGO,150,7305750,26700,178.0,0.366806,1720650,98250,655.0,6.055843,2773950,383400,2556.0,16.03815,4026.73,4001.4,3.90229,62.74,-0.053774,0.0125,0.031126,Possible Sell,Possible Sell,Weak. Price Close Below VWAP.
INDUSINDBK,500,58540000,423500,847.0,0.728709,12381500,18000,36.0,0.14559,18727000,1554000,3108.0,9.049089,953.88,941.7,86.333333,39.46,0.004373,0.007705,0.032666,None,Possible Sell,Weak. Price Close Below VWAP.
INDUSTOWER,1700,92690800,1434800,844.0,1.57228,18489200,1915900,1127.0,11.56016,23774500,3309900,1947.0,16.173783,324.56,320.5,1.727595,46.59,0.000312,0.015687,0.03826,None,Possible Sell,Weak. Price Close Below VWAP.
INFY,400,43754800,308000,770.0,0.708913,12978400,517600,1294.0,4.153826,22727200,1262000,3155.0,5.879284,1965.87,1962.2,2.438176,64.38,-0.002415,0.006773,0.010389,None,None,Weak. Price Close Below VWAP.
