SYMBOL,DATE,qnty_per_trade,avg_qnty_per_trade,deliv_qty,avg_deliv_qty,trade_qty_deviation,delivery_qty_deviation,F&O,NIFTY_500,ROC_RS_7,ROC_RS_14,AD_Count,DD_Count,NA_Count,vwap_positive_7days,vwap_negative_7days,vwap_positive_14days,vwap_negative_14days
ACE,2025-01-16,8,12.0,72067,153639.0,-31.0,-53.0,N,Y,,,6,7,12,2,22,30,61
ACEINTEG,2025-01-16,39,38.0,8078,6172.0,2.0,30.0,N,N,,,3,7,15,5,19,12,79
ACI,2025-01-16,10,12.0,32278,53296.0,-14.0,-39.0,N,Y,,,3,9,13,3,21,50,41
ACL,2025-01-16,29,32.0,6904,16013.0,-9.0,-56.0,N,N,,,4,2,19,6,18,42,49
ACLGATI,2025-01-16,75,64.0,145403,144033.0,16.0,0.0,N,N,,,3,11,11,2,22,23,68
ACMESOLAR,2025-01-16,65,48.0,1870559,253724.0,35.0,637.0,N,N,,,6,6,13,14,10,47,44
ADANIENSOL,2025-01-16,27,28.0,752446,817986.0,0.0,-8.0,Y,Y,,,5,6,14,1,23,31,60
ADANIENT,2025-01-16,16,17.0,901862,554114.0,-2.0,62.0,Y,Y,,,7,6,12,4,20,32,59
ADANIGREEN,2025-01-16,37,29.0,1127428,898626.0,27.0,25.0,Y,Y,,,4,7,14,1,23,29,62
ADANIPORTS,2025-01-16,25,31.0,1379980,1511069.0,-19.0,-8.0,Y,Y,,,5,7,13,2,22,21,70
ADANIPOWER,2025-01-16,70,52.0,2809642,1660031.0,34.0,69.0,N,Y,,,5,7,13,2,22,20,71
ADFFOODS,2025-01-16,47,35.0,77802,91165.0,35.0,-14.0,N,N,,,4,8,13,3,21,15,76
ADL,2025-01-16,28,20.0,1219,1529.0,35.0,-20.0,N,N,,,8,6,11,5,19,41,39
ADORWELD,2025-01-16,5,8.0,3809,8637.0,-37.0,-55.0,N,N,,,5,6,14,17,7,51,40
ADSL,2025-01-16,57,42.0,177776,118757.0,35.0,49.0,N,N,,,4,10,11,4,20,45,46
ADVANIHOTR,2025-01-16,32,48.0,23271,41936.0,-33.0,-44.0,N,N,,,4,6,15,2,22,38,53
ADVENZYMES,2025-01-16,12,17.0,31757,146911.0,-26.0,-78.0,N,N,,,5,4,16,16,8,52,39
AEGISLOG,2025-01-16,30,23.0,106619,297554.0,27.0,-64.0,N,Y,,,7,4,14,1,23,6,85
AEROFLEX,2025-01-16,135,43.0,2225802,230408.0,210.0,866.0,N,N,,,6,3,16,2,22,43,48
AETHER,2025-01-16,12,13.0,30050,22007.0,-8.0,36.0,N,N,,,7,2,16,5,19,46,45
AFCONS,2025-01-16,32,40.0,362781,571147.0,-20.0,-36.0,N,N,,,6,3,16,6,18,13,78
AFFLE,2025-01-16,7,9.0,29328,104760.0,-27.0,-72.0,N,Y,,,5,8,12,5,19,28,63
AFFORDABLE,2025-01-16,14,13.0,7617,10320.0,7.0,-26.0,N,N,,,5,6,14,12,12,68,23
AFIL,2025-01-16,108,91.0,186323,259507.0,18.0,-28.0,N,N,,,3,7,15,1,23,37,54
AGARIND,2025-01-16,7,10.0,8679,12710.0,-27.0,-31.0,N,N,,,3,7,15,5,19,29,62
AGI,2025-01-16,7,11.0,40025,79965.0,-31.0,-49.0,N,N,,,6,6,13,2,22,20,71
AGIIL,2025-01-16,5,8.0,4403,4177.0,-32.0,5.0,N,N,,,5,7,13,17,7,37,54
AGRITECH,2025-01-16,13,19.0,4864,10776.0,-32.0,-54.0,N,N,,,3,6,16,4,20,9,82
AGROPHOS,2025-01-16,29,48.0,7881,17547.0,-39.0,-55.0,N,N,,,6,5,14,1,23,27,64
AGSTRA,2025-01-16,100,174.0,190327,582660.0,-42.0,-67.0,N,N,,,3,6,16,4,20,38,53
AHL,2025-01-16,30,64.0,23014,116687.0,-53.0,-80.0,N,N,,,2,6,17,5,19,24,67
AHLADA,2025-01-16,31,31.0,5790,15302.0,0.0,-62.0,N,N,,,3,7,15,0,24,36,55
AHLEAST,2025-01-16,11,21.0,2560,7350.0,-46.0,-65.0,N,N,,,5,6,14,2,22,9,82
AHLUCONT,2025-01-16,9,5.0,27769,41918.0,62.0,-33.0,N,N,,,1,9,15,1,23,30,61
AIAENG,2025-01-16,3,15.0,12336,61918.0,-77.0,-80.0,N,Y,,,4,7,14,18,6,65,26
AIIL,2025-01-16,9,11.0,43654,89590.0,-16.0,-51.0,N,N,,,7,4,14,6,18,58,33
AIRAN,2025-01-16,135,98.0,136827,134161.0,37.0,1.0,N,N,,,6,6,13,5,19,12,74
AIROLAM,2025-01-16,14,24.0,1232,6905.0,-39.0,-82.0,N,N,,,7,2,16,4,20,26,65
AJANTPHARM,2025-01-16,11,4.0,98686,49792.0,148.0,98.0,N,Y,,,6,6,13,10,14,56,35
AJMERA,2025-01-16,11,13.0,22771,35201.0,-19.0,-35.0,N,N,,,4,7,14,0,24,24,67
AJOONI,2025-01-16,607,1159.0,418566,936828.0,-47.0,-55.0,N,N,,,5,6,14,13,11,18,38
AKASH,2025-01-16,69,37.0,10283,5055.0,87.0,103.0,N,N,,,4,6,15,4,20,53,38
AKG,2025-01-16,92,305.0,15772,78744.0,-69.0,-79.0,N,N,,,4,6,15,6,18,21,70
AKSHARCHEM,2025-01-16,13,14.0,2650,3672.0,-12.0,-27.0,N,N,,,3,5,17,4,20,21,70
AKUMS,2025-01-16,22,27.0,134407,124864.0,-18.0,7.0,N,Y,,,6,6,13,2,22,14,77
AKZOINDIA,2025-01-16,3,4.0,4623,9042.0,-20.0,-48.0,N,N,,,4,9,12,6,18,47,44
ALANKIT,2025-01-16,221,235.0,189488,300787.0,-5.0,-37.0,N,N,,,4,4,17,5,19,17,74
ALBERTDAVD,2025-01-16,5,5.0,1990,2896.0,11.0,-31.0,N,N,,,3,5,17,1,23,39,52
ALEMBICLTD,2025-01-16,56,47.0,129257,186170.0,19.0,-30.0,N,N,,,3,7,15,2,22,35,56
ALICON,2025-01-16,5,5.0,7079,13006.0,-2.0,-45.0,N,N,,,3,5,17,18,6,39,52
ALKALI,2025-01-16,11,20.0,9457,5240.0,-45.0,80.0,N,N,,,5,7,13,0,24,33,58
ALKEM,2025-01-16,6,4.0,76516,39975.0,37.0,91.0,Y,Y,,,6,7,12,5,19,34,57
ALKYLAMINE,2025-01-16,5,5.0,11296,42149.0,-13.0,-73.0,N,Y,,,1,7,17,4,20,40,51
ALLCARGO,2025-01-16,107,104.0,953772,726802.0,2.0,31.0,N,N,,,1,11,13,2,22,26,60
ALLDIGI,2025-01-16,8,8.0,11877,10712.0,0.0,10.0,N,N,,,7,5,13,5,19,34,57
ALOKINDS,2025-01-16,378,321.0,3363067,1788307.0,17.0,88.0,N,Y,,,5,8,12,5,19,29,62
ALPA,2025-01-16,47,59.0,23981,73967.0,-20.0,-67.0,N,N,,,8,3,14,4,20,9,26
ALPHA,2025-01-16,292,183.0,888378,779121.0,59.0,14.0,N,N,,,1,10,14,5,19,57,34
ALPHAETF,2025-01-16,387,486.0,411944,1231923.0,-20.0,-66.0,N,N,,,4,6,15,4,20,51,40
ALPHAGEO,2025-01-16,13,14.0,6915,11740.0,-6.0,-41.0,N,N,,,8,2,15,3,21,12,79
ALPL30IETF,2025-01-16,1280,472.0,2149722,881417.0,171.0,143.0,N,N,,,4,8,13,4,18,40,49
AMBER,2025-01-16,6,8.0,86242,121787.0,-18.0,-29.0,N,Y,,,10,1,14,13,11,48,43
AMBICAAGAR,2025-01-16,44,49.0,5216,17325.0,-9.0,-69.0,N,N,,,7,7,11,1,23,24,55
AMBIKCO,2025-01-16,5,5.0,2296,5300.0,-6.0,-56.0,N,N,,,5,4,16,2,22,9,82
AMBUJACEM,2025-01-16,69,40.0,2746616,1071643.0,71.0,156.0,Y,Y,,,5,7,13,5,19,39,52
AMDIND,2025-01-16,72,33.0,18543,10187.0,117.0,82.0,N,N,,,5,5,15,2,22,30,61
AMIORG,2025-01-16,7,8.0,64835,116964.0,-19.0,-44.0,N,N,,,5,8,12,5,19,38,53
AMJLAND,2025-01-16,42,47.0,28409,41192.0,-10.0,-31.0,N,N,,,5,6,14,3,21,10,81
AMNPLST,2025-01-16,17,24.0,9347,38633.0,-30.0,-75.0,N,N,,,6,3,16,1,23,26,65
AMRUTANJAN,2025-01-16,11,8.0,22742,19160.0,30.0,18.0,N,N,,,1,8,16,5,19,46,45
ANANDRATHI,2025-01-16,6,5.0,35379,27203.0,13.0,30.0,N,Y,,,4,8,13,6,18,6,73
ANANTRAJ,2025-01-16,32,24.0,405301,462561.0,33.0,-12.0,N,Y,,,11,3,11,5,19,37,54
ANDHRAPAP,2025-01-16,81,66.0,66052,93496.0,22.0,-29.0,N,N,,,2,8,15,1,23,25,66
ANDHRSUGAR,2025-01-16,73,66.0,86768,90066.0,10.0,-3.0,N,N,,,3,5,17,2,22,49,42
ANGELONE,2025-01-16,17,14.0,339124,334020.0,23.0,1.0,Y,Y,,,4,10,11,2,22,42,49
ANMOL,2025-01-16,106,87.0,43929,37895.0,21.0,15.0,N,N,,,3,9,13,4,20,11,63
ANTGRAPHIC,2025-01-16,752,1017.0,209019,455593.0,-26.0,-54.0,N,N,,,2,7,16,2,10,14,37
ANUHPHR,2025-01-16,7,17.0,4395,37203.0,-57.0,-88.0,N,N,,,2,5,11,1,23,30,61
ANUP,2025-01-16,2,4.0,7968,15672.0,-43.0,-49.0,N,N,,,6,4,15,2,22,9,82
ANURAS,2025-01-16,14,16.0,35128,55980.0,-9.0,-37.0,N,N,,,4,9,12,6,18,62,29
APARINDS,2025-01-16,3,4.0,22763,39623.0,-21.0,-42.0,N,Y,,,4,3,18,7,17,46,45
APCL,2025-01-16,21,19.0,4318,4129.0,11.0,4.0,N,N,,,4,5,16,6,18,39,52
APCOTEXIND,2025-01-16,16,16.0,5220,14092.0,-1.0,-62.0,N,N,,,4,5,16,12,12,42,49
APEX,2025-01-16,40,43.0,35354,95256.0,-5.0,-62.0,N,N,,,4,7,14,5,19,17,74
APLAPOLLO,2025-01-16,15,15.0,221705,256559.0,1.0,-13.0,Y,Y,,,5,7,13,14,10,59,32
APLLTD,2025-01-16,6,9.0,19764,65310.0,-32.0,-69.0,N,Y,,,5,6,14,2,22,46,45
APOLLO,2025-01-16,199,209.0,1515147,5038472.0,-4.0,-69.0,N,N,,,6,4,15,1,23,62,29
APOLLOHOSP,2025-01-16,6,7.0,369601,164032.0,-2.0,125.0,Y,Y,,,6,7,12,2,22,31,60
APOLLOPIPE,2025-01-16,24,14.0,39562,16974.0,65.0,133.0,N,N,,,5,6,14,2,22,40,51
APOLLOTYRE,2025-01-16,61,37.0,741252,484112.0,63.0,53.0,Y,Y,,,5,6,14,1,23,41,50
APOLSINHOT,2025-01-16,5,5.0,3279,1228.0,-6.0,166.0,N,N,,,5,9,11,5,19,31,60
APTECHT,2025-01-16,45,45.0,52928,59300.0,0.0,-10.0,N,N,,,4,6,15,1,23,20,71
APTUS,2025-01-16,23,25.0,287270,528617.0,-8.0,-45.0,N,Y,,,4,8,13,2,22,19,72
ARCHIDPLY,2025-01-16,9,28.0,2047,10372.0,-67.0,-80.0,N,N,,,5,6,14,6,18,38,53
ARCHIES,2025-01-16,111,87.0,10512,16926.0,27.0,-37.0,N,N,,,3,6,16,3,16,24,51
ARE&M,2025-01-16,13,12.0,208337,220338.0,10.0,-5.0,N,Y,,,1,9,15,2,22,26,65
ARIHANTCAP,2025-01-16,67,85.0,61765,170321.0,-20.0,-63.0,N,N,,,2,7,16,5,19,17,74
ARIHANTSUP,2025-01-16,29,29.0,26589,72047.0,0.0,-63.0,N,N,,,7,4,14,5,19,43,48
ARKADE,2025-01-16,64,110.0,297775,1316652.0,-42.0,-77.0,N,N,,,6,4,15,1,23,39,52
ARMANFIN,2025-01-16,13,8.0,44502,17107.0,59.0,160.0,N,N,,,4,9,12,18,6,47,44
AROGRANITE,2025-01-16,29,36.0,3459,8592.0,-17.0,-59.0,N,N,,,3,10,12,14,10,52,39
ARROWGREEN,2025-01-16,12,12.0,17207,17236.0,4.0,0.0,N,N,,,6,5,14,6,18,35,56
ARTEMISMED,2025-01-16,37,28.0,119299,59204.0,30.0,101.0,N,N,,,7,4,14,1,23,36,55
ARVEE,2025-01-16,13,14.0,489,701.0,-2.0,-30.0,N,N,,,6,5,14,2,22,46,45
ARVIND,2025-01-16,11,20.0,148654,244064.0,-41.0,-39.0,N,N,,,4,4,17,8,16,32,59
ARVINDFASN,2025-01-16,8,16.0,64430,133768.0,-45.0,-51.0,N,N,,,3,6,16,5,19,45,46
ARVSMART,2025-01-16,7,12.0,13866,30332.0,-36.0,-54.0,N,N,,,3,8,14,1,23,46,45
ASAHIINDIA,2025-01-16,10,9.0,25418,37677.0,8.0,-32.0,N,Y,,,2,7,16,17,7,40,51
ASAHISONG,2025-01-16,7,13.0,1755,3059.0,-43.0,-42.0,N,N,,,3,9,13,10,14,68,23
ASAL,2025-01-16,9,9.0,5646,7901.0,3.0,-28.0,N,N,,,5,8,12,4,20,21,70
ASALCBR,2025-01-16,9,11.0,28174,28326.0,-23.0,0.0,N,N,,,5,5,15,17,7,52,39
ASHAPURMIN,2025-01-16,45,68.0,294942,254430.0,-34.0,15.0,N,N,,,7,4,14,5,19,55,36
ASHIANA,2025-01-16,26,28.0,21199,66002.0,-8.0,-67.0,N,N,,,7,3,15,3,21,31,60
ASHOKA,2025-01-16,66,61.0,913337,1106530.0,7.0,-17.0,N,N,,,6,5,14,2,22,18,73
ASHOKLEY,2025-01-16,68,119.0,2481621,2636584.0,-42.0,-5.0,Y,Y,,,4,8,13,5,19,52,39
ASIANENE,2025-01-16,30,41.0,36463,115443.0,-27.0,-68.0,N,N,,,7,3,15,5,19,17,74
ASIANPAINT,2025-01-16,18,14.0,1316143,646447.0,25.0,103.0,Y,Y,,,5,6,14,16,8,39,52
ASIANTILES,2025-01-16,154,154.0,139798,262024.0,0.0,-46.0,N,N,,,2,6,17,5,19,29,62
ASKAUTOLTD,2025-01-16,25,21.0,84665,102022.0,17.0,-17.0,N,N,,,4,7,14,4,20,23,68
ASMS,2025-01-16,1037,389.0,928993,622751.0,166.0,49.0,N,N,,,8,3,14,6,18,38,47
ASPINWALL,2025-01-16,25,35.0,14332,20617.0,-29.0,-30.0,N,N,,,7,3,15,12,12,57,34
ASTEC,2025-01-16,12,12.0,13526,26102.0,-2.0,-48.0,N,N,,,4,5,16,6,18,33,58
ASTERDM,2025-01-16,22,25.0,414362,477747.0,-13.0,-13.0,N,Y,,,6,4,15,1,23,29,62
ASTRAL,2025-01-16,11,13.0,125453,246862.0,-13.0,-49.0,Y,Y,,,1,12,12,17,7,64,27
ASTRAMICRO,2025-01-16,11,14.0,41696,65472.0,-16.0,-36.0,N,N,,,4,7,14,5,19,46,45
ASTRAZEN,2025-01-16,2,4.0,1719,9979.0,-35.0,-82.0,N,Y,,,4,7,14,1,23,34,57
ASTRON,2025-01-16,109,119.0,11877,35880.0,-8.0,-66.0,N,N,,,4,8,13,2,22,13,78
ATAM,2025-01-16,32,18.0,16512,14408.0,72.0,14.0,N,N,,,3,7,15,3,21,48,43
ATFL,2025-01-16,11,11.0,6578,12398.0,-6.0,-46.0,N,N,,,5,8,12,4,20,27,64
ATGL,2025-01-16,25,25.0,305863,551568.0,0.0,-44.0,Y,Y,,,4,3,18,3,21,21,70
ATL,2025-01-16,92,112.0,166925,156016.0,-17.0,6.0,N,N,,,4,8,13,2,22,38,53
ATUL,2025-01-16,3,3.0,7637,12305.0,-1.0,-37.0,Y,Y,,,3,6,16,5,19,46,45
ATULAUTO,2025-01-16,13,21.0,11698,28379.0,-35.0,-58.0,N,N,,,3,8,14,1,23,25,66
AUBANK,2025-01-16,54,48.0,2675977,1516793.0,11.0,76.0,Y,Y,,,7,5,13,17,7,69,22
AURIONPRO,2025-01-16,13,8.0,31520,32493.0,60.0,-2.0,N,N,,,5,5,15,1,23,23,68
AUROPHARMA,2025-01-16,18,25.0,154008,742675.0,-29.0,-79.0,Y,Y,,,4,8,13,5,19,58,33
AURUM,2025-01-16,22,53.0,7648,88261.0,-58.0,-91.0,N,N,,,6,6,13,5,19,55,36
AUTOAXLES,2025-01-16,5,8.0,2817,7019.0,-30.0,-59.0,N,N,,,5,8,12,16,8,59,32
AUTOBEES,2025-01-16,51,53.0,30789,101068.0,-3.0,-69.0,N,N,,,4,8,13,2,22,38,53
AUTOIETF,2025-01-16,84,243.0,63251,436934.0,-65.0,-85.0,N,N,,,2,6,17,2,19,38,50
AUTOIND,2025-01-16,41,35.0,36607,39529.0,16.0,-7.0,N,N,,,4,5,16,3,21,27,64
AVADHSUGAR,2025-01-16,19,17.0,79686,21099.0,12.0,277.0,N,N,,,4,11,10,4,20,16,75
AVALON,2025-01-16,20,35.0,158514,340435.0,-42.0,-53.0,N,N,,,5,6,14,3,21,15,76
AVANTEL,2025-01-16,46,34.0,264426,259804.0,34.0,1.0,N,N,,,4,6,15,0,24,24,67
AVANTIFEED,2025-01-16,17,24.0,77982,277501.0,-31.0,-71.0,N,Y,,,7,5,13,3,21,27,64
AVL,2025-01-16,18,24.0,20236,65011.0,-25.0,-68.0,N,N,,,5,6,14,10,14,71,20
AVTNPL,2025-01-16,40,40.0,26597,44505.0,-1.0,-40.0,N,N,,,2,10,13,2,22,47,44
AWFIS,2025-01-16,13,14.0,73935,153466.0,-10.0,-51.0,N,N,,,5,5,15,4,20,39,52
AWHCL,2025-01-16,20,18.0,50188,44433.0,11.0,12.0,N,N,,,6,8,11,3,21,27,64
AWL,2025-01-16,89,92.0,1533315,1709243.0,-3.0,-10.0,N,Y,,,5,7,13,2,22,52,39
AXISBANK,2025-01-16,42,40.0,6288444,4095305.0,4.0,53.0,Y,Y,,,4,7,14,4,20,45,46
AXISBNKETF,2025-01-16,3,590.0,100,103331.0,-99.0,-99.0,N,N,,,3,10,12,17,7,58,33
AXISBPSETF,2025-01-16,68,1783.0,24160,1023054.0,-96.0,-97.0,N,N,,,3,4,18,4,6,30,36
AXISCETF,2025-01-16,427,50.0,20128,2722.0,738.0,639.0,N,N,,,4,6,15,5,19,66,25
AXISGOLD,2025-01-16,82,174.0,65203,215364.0,-52.0,-69.0,N,N,,,5,3,17,24,0,53,26
AXISHCETF,2025-01-16,30,31.0,2042,3824.0,-4.0,-46.0,N,N,,,5,7,13,0,24,47,44
AXISILVER,2025-01-16,182,174.0,40796,38798.0,4.0,5.0,N,N,,,8,6,11,18,6,74,17
AXISNIFTY,2025-01-16,19,48.0,2677,6811.0,-58.0,-60.0,N,N,,,4,7,14,5,19,41,50
AXISTECETF,2025-01-16,8,146.0,1025,50131.0,-94.0,-97.0,N,N,,,4,7,14,5,19,52,39
AXITA,2025-01-16,667,590.0,1024257,1153998.0,13.0,-11.0,N,N,,,5,8,12,5,19,5,86
AXSENSEX,2025-01-16,4,31.0,133,957.0,-84.0,-86.0,N,N,,,4,8,13,14,10,65,26
AYMSYNTEX,2025-01-16,31,82.0,13880,42618.0,-61.0,-67.0,N,N,,,5,5,15,5,19,22,58
AZAD,2025-01-16,14,12.0,129450,111925.0,16.0,15.0,N,N,,,5,5,15,3,21,44,47
BAIDFIN,2025-01-16,266,567.0,91869,1032203.0,-53.0,-91.0,N,N,,,4,8,13,17,6,35,55
BAJAJ-AUTO,2025-01-16,5,8.0,139204,285623.0,-35.0,-51.0,Y,Y,,,4,6,15,14,10,43,48
BAJAJCON,2025-01-16,22,26.0,84129,117053.0,-16.0,-28.0,N,N,,,3,9,13,1,23,37,54
BAJAJELEC,2025-01-16,7,8.0,16051,8531.0,-10.0,88.0,N,N,,,2,9,14,2,22,26,65
BAJAJFINSV,2025-01-16,13,18.0,533862,832564.0,-26.0,-35.0,Y,Y,,,5,5,15,18,6,48,43
BAJAJHCARE,2025-01-16,48,44.0,144603,244189.0,9.0,-40.0,N,N,,,8,3,14,5,19,47,44
BAJAJHFL,2025-01-16,168,119.0,7051492,4656885.0,40.0,51.0,N,N,,,4,9,12,4,20,11,80
BAJAJHIND,2025-01-16,421,289.0,3777443,2109635.0,45.0,79.0,N,N,,,3,7,15,3,21,15,76
BAJAJHLDNG,2025-01-16,2,4.0,8803,67426.0,-29.0,-86.0,N,Y,,,8,4,13,3,21,21,70
BAJEL,2025-01-16,64,50.0,145864,133310.0,26.0,9.0,N,N,,,6,5,14,2,22,37,54
BAJFINANCE,2025-01-16,9,9.0,457246,531961.0,2.0,-14.0,Y,Y,,,5,6,14,17,7,46,45
BALAJEE,2025-01-16,32,75.0,34155,93189.0,-56.0,-63.0,N,N,,,4,4,17,4,20,11,80
BALAMINES,2025-01-16,5,7.0,20956,50714.0,-19.0,-58.0,N,Y,,,2,7,16,4,20,16,75
BALAXI,2025-01-16,39,50.0,28054,30696.0,-22.0,-8.0,N,N,,,4,8,13,0,24,25,66
BALKRISHNA,2025-01-16,76,84.0,22919,27896.0,-10.0,-17.0,N,N,,,5,6,14,5,19,57,34
BALKRISIND,2025-01-16,8,7.0,125265,77665.0,5.0,61.0,Y,Y,,,7,6,12,17,7,41,50
BALMLAWRIE,2025-01-16,17,19.0,42751,69511.0,-7.0,-38.0,N,N,,,1,8,16,17,7,58,33
BALPHARMA,2025-01-16,25,56.0,7923,34370.0,-53.0,-76.0,N,N,,,4,5,16,0,8,0,8
BALRAMCHIN,2025-01-16,31,25.0,344263,187175.0,20.0,83.0,N,Y,,,5,7,13,3,21,32,59
BALUFORGE,2025-01-16,16,18.0,159004,135130.0,-7.0,17.0,N,N,,,5,6,14,13,11,31,60
BANARISUG,2025-01-16,2,3.0,327,350.0,-22.0,-6.0,N,N,,,4,3,18,6,18,18,73
BANCOINDIA,2025-01-16,29,30.0,52277,145816.0,-2.0,-64.0,N,N,,,6,7,12,6,18,35,56
BANDHANBNK,2025-01-16,115,127.0,1740849,3073501.0,-9.0,-43.0,Y,Y,,,3,9,13,2,22,43,48
BANKA,2025-01-16,26,26.0,4561,5161.0,-3.0,-11.0,N,N,,,2,8,15,2,22,20,71
BANKBARODA,2025-01-16,163,144.0,5156806,5652713.0,12.0,-8.0,Y,Y,,,2,8,15,4,20,45,46
BANKBEES,2025-01-16,186,107.0,1285739,1113257.0,74.0,15.0,N,N,,,3,7,15,16,8,52,39
BANKBETF,2025-01-16,44,148.0,4222,81672.0,-69.0,-94.0,N,N,,,2,7,16,6,18,36,55
BANKETF,2025-01-16,17,81.0,9947,17476.0,-78.0,-43.0,N,N,,,4,8,13,23,1,68,23
BANKETFADD,2025-01-16,29,150.0,1056,19496.0,-80.0,-94.0,N,N,,,1,7,17,16,8,40,51
BANKIETF,2025-01-16,6813,593.0,10264309,1219816.0,1047.0,741.0,N,N,,,4,4,17,17,7,46,45
BANKINDIA,2025-01-16,221,177.0,2848907,3177370.0,24.0,-10.0,Y,Y,,,4,6,15,6,18,42,49
BANKNIFTY1,2025-01-16,1641,116.0,1002929,117607.0,1309.0,752.0,N,N,,,4,10,11,18,6,65,26
BANKPSU,2025-01-16,199,84.0,3935,13715.0,136.0,-71.0,N,N,,,4,9,12,5,18,41,49
BANSALWIRE,2025-01-16,10,15.0,36735,33751.0,-31.0,8.0,N,N,,,2,6,17,16,8,51,40
BANSWRAS,2025-01-16,35,28.0,29957,23679.0,24.0,26.0,N,N,,,4,5,16,8,16,20,71
BARBEQUE,2025-01-16,14,13.0,37139,37097.0,8.0,0.0,N,N,,,1,11,13,0,24,5,86
BASF,2025-01-16,2,3.0,8773,14802.0,-43.0,-40.0,N,Y,,,6,7,12,2,22,37,54
BASML,2025-01-16,102,98.0,103958,71358.0,3.0,45.0,N,N,,,5,10,10,2,22,35,56
