Symbol,Lot Size,Future OI,Change (Future OI),# of lots change (Future OI),% Change in Future_OI,PE OI,Change (PE OI),# of lots change (PE OI),% Change (PE OI),CE OI,Change (CE OI),# of lots change (CE OI),% Change (CE OI),VWAP,CLOSE PRICE,Change CE / PE Ratio (OI),Delivery %,% Change in Price,% Change in Price From Low,% Change in Price From High,Decision (Based on Options,Decision (Based on Futures,Decision (Based on Price
BSE,125,2675875,59375,475.0,2.269253,2521125,561500,4492.0,28.653441,2502375,177250,1418.0,7.623246,5964.25,5994.65,0.315672,25.78,0.036061,0.031063,0.006011,Possible Buy,Possible Buy,Strong. Price Close Above VWAP.
BSOFT,1000,11732000,-74000,-74.0,-0.6268,4192000,-29000,-29.0,-0.687041,6984000,-187000,-187.0,-2.607726,534.98,532.55,6.448276,36.39,0.010435,0.004717,0.011141,None,None,Weak. Price Close Below VWAP.
CAMS,125,805375,500,4.0,0.062121,307625,17500,140.0,6.031883,680375,121125,969.0,21.658471,4457.77,4444.15,6.921429,47.15,0.032227,0.021644,0.018735,Possible Sell,Possible Buy,Weak. Price Close Below VWAP.
CANBK,6750,272234250,715500,106.0,0.263518,104287500,5487750,813.0,5.554417,127757250,-8923500,-1322.0,-6.528717,97.32,97.33,-1.626076,48.56,0.02788,0.013326,0.009465,None,None,Strong. Price Close Above VWAP.
CANFINHOME,975,7724925,273975,281.0,3.677048,4523025,292500,300.0,6.914035,5318625,-156975,-161.0,-2.866809,689.36,687.6,-0.536667,51.3,0.021466,0.01716,0.008436,None,None,Weak. Price Close Below VWAP.
CDSL,350,6172600,316050,903.0,5.396522,2930200,30100,86.0,1.037895,6956250,417200,1192.0,6.380132,1611.06,1603.25,13.860465,35.1,0.000218,0.008175,0.018699,None,None,Weak. Price Close Below VWAP.
CESC,2925,18576675,2629575,899.0,16.489362,10992150,10992150,3758.0,0,20217600,20217600,6912.0,0,151.02,150.78,1.839276,44.55,-0.021481,0.014602,0.018998,None,None,Weak. Price Close Below VWAP.
CGPOWER,725,7126750,39875,55.0,0.56266,1907475,61625,85.0,3.33857,3345875,12325,17.0,0.369726,626.8,627.0,0.2,62.13,0.027364,0.019429,0.009479,None,None,Strong. Price Close Above VWAP.
CHAMBLFERT,1900,8593700,-190000,-100.0,-2.163098,4485900,-235600,-124.0,-4.98994,10111800,-923400,-486.0,-8.367769,495.7,496.6,3.919355,46.47,0.023285,0.019294,0.00451,None,None,Strong. Price Close Above VWAP.
CHOLAFIN,625,11840625,-283125,-453.0,-2.335292,3577500,-3750,-6.0,-0.104712,3956250,58125,93.0,1.491101,1288.59,1282.1,-15.5,70.5,0.022531,0.013438,0.012212,None,None,Weak. Price Close Below VWAP.
CIPLA,325,12490400,975,3.0,0.007807,2614950,47775,147.0,1.860995,4043975,221975,683.0,5.807823,1441.02,1443.5,4.646259,51.55,-0.002557,0.008841,0.007426,None,None,Strong. Price Close Above VWAP.
COALINDIA,1050,65347800,-1615950,-1539.0,-2.413171,20422500,128100,122.0,0.631209,29687700,-401100,-382.0,-1.333054,378.76,378.85,-3.131148,49.22,0.011345,0.010806,0.006946,None,None,Strong. Price Close Above VWAP.
COFORGE,75,2192850,29175,389.0,1.3484,739050,-16950,-226.0,-2.242063,1209075,20025,267.0,1.684118,8830.34,8731.35,-1.181416,40.96,0.017243,0.015055,0.025899,None,Possible Sell,Weak. Price Close Below VWAP.
COLPAL,175,4827550,122500,700.0,2.603586,1429050,75250,430.0,5.558428,1901900,61950,354.0,3.366939,2643.01,2652.55,0.823256,42.67,-0.004578,0.016244,0.015642,None,None,Strong. Price Close Above VWAP.
CONCOR,1000,16589000,-33000,-33.0,-0.198532,6001000,484000,484.0,8.772884,7265000,286000,286.0,4.098008,774.47,776.05,0.590909,34.02,0.022262,0.014444,0.005893,None,None,Strong. Price Close Above VWAP.
COROMANDEL,350,3729250,95200,272.0,2.619667,1047200,-60550,-173.0,-5.466035,1578850,572950,1637.0,56.958942,1881.01,1875.4,-9.462428,52.68,0.027532,0.024781,0.013985,Possible Sell,Possible Buy,Weak. Price Close Below VWAP.
CROMPTON,1800,24172200,118800,66.0,0.493901,4015800,5400,3.0,0.13465,6348600,111600,62.0,1.789322,362.3,360.75,20.666667,55.64,-0.011237,0.004455,0.016628,None,None,Weak. Price Close Below VWAP.
CUB,5000,30170000,600000,120.0,2.029084,10175000,-500000,-100.0,-4.683841,14000000,-455000,-91.0,-3.1477,172.0,172.07,0.91,44.71,0.01901,0.01907,0.005376,None,None,Strong. Price Close Above VWAP.
CUMMINSIND,150,4092150,-19800,-132.0,-0.481523,864000,6000,40.0,0.699301,2184150,88050,587.0,4.200658,2917.6,2924.95,14.675,66.11,0.012689,0.013321,0.004848,None,None,Strong. Price Close Above VWAP.
CYIENT,300,1417800,58800,196.0,4.326711,518100,-3600,-12.0,-0.690052,925500,-300,-1.0,-0.032404,1760.92,1765.9,0.083333,46.92,0.02845,0.025702,0.006805,None,Possible Buy,Strong. Price Close Above VWAP.
DABUR,1250,20416250,-311250,-249.0,-1.501628,6406250,77500,62.0,1.22457,10328750,-186250,-149.0,-1.771279,519.97,522.4,-2.403226,61.28,0.013385,0.014664,0.002482,None,None,Strong. Price Close Above VWAP.
DALBHARAT,275,2612500,48125,175.0,1.876676,888525,14300,52.0,1.635735,1150600,5225,19.0,0.456182,1742.75,1740.65,0.365385,52.52,0.002101,0.00543,0.012117,None,None,Weak. Price Close Below VWAP.
DEEPAKNTR,300,1881000,37200,124.0,2.017572,749100,-15600,-52.0,-2.040016,1483200,15300,51.0,1.042305,2359.5,2365.9,-0.980769,36.56,0.002033,0.011782,0.008403,None,None,Strong. Price Close Above VWAP.
DELHIVERY,1525,10882400,481900,316.0,4.633431,3132350,176900,116.0,5.985552,6754225,584075,383.0,9.466139,330.98,332.25,3.301724,34.59,0.02278,0.028479,0.009244,None,Possible Buy,Strong. Price Close Above VWAP.
DIVISLAB,100,3308700,190500,1905.0,6.109294,825600,42700,427.0,5.454081,1116900,34600,346.0,3.196896,5895.86,5916.05,0.810304,55.88,0.00667,0.027859,0.006174,None,Possible Buy,Strong. Price Close Above VWAP.
DIXON,50,1279150,8300,166.0,0.653106,1166550,18450,369.0,1.607003,2242250,25250,505.0,1.138926,17066.21,16938.9,1.368564,27.49,0.001138,0.002302,0.020873,None,Possible Sell,Weak. Price Close Below VWAP.
DLF,825,37590300,509025,617.0,1.372728,10989825,803550,974.0,7.888556,17471025,-343200,-416.0,-1.92655,749.32,740.85,-0.427105,38.2,0.008234,0.001419,0.025838,None,Possible Sell,Weak. Price Close Below VWAP.
DMART,150,3972750,-82350,-549.0,-2.030776,1943550,-160800,-1072.0,-7.641314,4028550,-307950,-2053.0,-7.101349,3608.84,3600.95,1.915112,46.44,0.009108,0.008669,0.011624,None,None,Weak. Price Close Below VWAP.
DRREDDY,625,13545625,785625,1257.0,6.156936,4059375,-225000,-360.0,-5.251641,8781875,702500,1124.0,8.69498,1310.17,1302.75,-3.122222,36.87,-0.025763,0.004433,0.032851,None,Possible Sell,Weak. Price Close Below VWAP.
EICHERMOT,175,3804325,-225400,-1288.0,-5.593434,1512000,-33950,-194.0,-2.196061,2503200,79275,453.0,3.270522,5075.59,5047.8,-2.335052,58.64,-0.00671,0.002562,0.016809,None,None,Weak. Price Close Below VWAP.
ESCORTS,150,1159050,-15750,-105.0,-1.340654,824700,40050,267.0,5.104187,793800,26700,178.0,3.480641,3543.29,3554.25,0.666667,39.3,0.021703,0.023807,0.010454,None,Possible Buy,Strong. Price Close Above VWAP.
EXIDEIND,1800,31910400,-343800,-191.0,-1.065908,12340800,264600,147.0,2.191087,23142600,145800,81.0,0.634001,389.21,387.95,0.55102,30.58,0.015576,0.006617,0.014855,None,None,Weak. Price Close Below VWAP.
FEDERALBNK,5000,97875000,1280000,256.0,1.32512,38960000,360000,72.0,0.932642,54855000,930000,186.0,1.724618,195.92,195.42,2.583333,44.15,0.006593,0.002257,0.012232,None,None,Weak. Price Close Below VWAP.
GAIL,2350,123393800,587500,250.0,0.478396,25398800,361900,154.0,1.445466,44403250,-157450,-67.0,-0.353338,180.16,180.52,-0.435065,41.93,0.014499,0.013873,0.009764,None,None,Strong. Price Close Above VWAP.
GLENMARK,325,2480725,76050,234.0,3.16259,1665300,-30225,-93.0,-1.782634,1920425,131300,404.0,7.338783,1469.49,1461.55,-4.344086,28.68,-0.010628,0.003123,0.018732,None,None,Weak. Price Close Below VWAP.
GMRAIRPORT,5625,261967500,-1788750,-318.0,-0.678183,56469375,652500,116.0,1.169001,75358125,-95625,-17.0,-0.126733,74.91,74.68,-0.146552,62.21,0.004844,0.002551,0.012822,None,None,Weak. Price Close Below VWAP.
GNFC,1300,6329700,172900,133.0,2.808277,2939300,-49400,-38.0,-1.652893,4830800,-28600,-22.0,-0.58855,551.74,551.15,0.578947,41.37,0.033471,0.021783,0.007831,None,Possible Buy,Weak. Price Close Below VWAP.
GODREJCP,500,13056000,-173500,-347.0,-1.311463,2493500,106000,212.0,4.439791,3229000,-39000,-78.0,-1.19339,1143.85,1149.6,-0.367925,69.27,0.018472,0.020551,0.003381,None,Possible Buy,Strong. Price Close Above VWAP.
GODREJPROP,225,5053275,60750,270.0,1.216819,1449675,105750,470.0,7.868743,3198600,-41175,-183.0,-1.270922,2377.83,2363.65,-0.389362,42.18,0.0246,0.011858,0.022639,None,Possible Sell,Weak. Price Close Below VWAP.
GRANULES,1000,15002000,-159000,-159.0,-1.048743,2244000,98000,98.0,4.566636,4198000,176000,176.0,4.375932,578.2,579.45,1.795918,45.69,0.010904,0.013024,0.005492,None,None,Strong. Price Close Above VWAP.
GRASIM,250,12395000,269500,1078.0,2.222589,1734250,50250,201.0,2.983967,2595250,163500,654.0,6.723553,2347.74,2350.7,3.253731,62.37,0.014304,0.016233,0.003835,None,None,Strong. Price Close Above VWAP.
GUJGASLTD,1250,5970000,101250,81.0,1.72524,3936250,-3750,-3.0,-0.095178,6002500,106250,85.0,1.801993,489.75,489.2,-28.333333,65.88,-0.003463,0.006584,0.011717,None,None,Weak. Price Close Below VWAP.
HAL,150,10404900,-60300,-402.0,-0.576195,3453450,-15600,-104.0,-0.449691,6730050,-99750,-665.0,-1.460511,3899.82,3918.75,6.394231,45.11,0.025099,0.01522,0.006553,None,None,Strong. Price Close Above VWAP.
HAVELLS,500,9506000,-179000,-358.0,-1.848219,5186500,1515500,3031.0,41.283029,5087000,1883000,3766.0,58.770287,1550.89,1558.25,1.242494,53.58,0.020498,0.021703,0.008715,None,Possible Buy,Strong. Price Close Above VWAP.
HCLTECH,350,17760400,-188650,-539.0,-1.051031,6567050,-56350,-161.0,-0.850772,19707100,210350,601.0,1.078898,1796.66,1792.25,-3.732919,69.68,-0.018322,0.003893,0.024865,None,Possible Sell,Weak. Price Close Below VWAP.
HDFCAMC,150,3087900,-55950,-373.0,-1.779665,1464900,-104850,-699.0,-6.679408,1731000,-163650,-1091.0,-8.637479,4086.87,4090.7,1.560801,47.91,0.010673,0.011298,0.006629,None,None,Strong. Price Close Above VWAP.
HDFCBANK,550,139216550,-481250,-875.0,-0.344494,27236000,-117700,-214.0,-0.430289,50540600,-969100,-1762.0,-1.881393,1650.92,1652.05,8.233645,63.92,0.005478,0.0056,0.005119,None,None,Strong. Price Close Above VWAP.
HDFCLIFE,1100,29951900,974600,886.0,3.363322,14372600,4827900,4389.0,50.581998,20466600,4813600,4376.0,30.751933,649.37,641.4,0.997038,13.21,0.079435,0.019795,0.033454,None,Possible Sell,Weak. Price Close Below VWAP.
HEROMOTOCO,150,7120050,-8850,-59.0,-0.124143,1582650,74850,499.0,4.964186,3310950,204150,1361.0,6.57107,4091.59,4074.1,2.727455,45.29,-0.009193,0.00398,0.024168,None,Possible Sell,Weak. Price Close Below VWAP.
HFCL,4150,38798350,-1738850,-419.0,-4.289517,14960750,-427450,-103.0,-2.777778,24090750,4150,1.0,0.017229,101.27,102.34,-0.009709,23.06,0.052989,0.033633,0.005442,None,Possible Buy,Strong. Price Close Above VWAP.
HINDALCO,1400,52091200,609000,435.0,1.182933,15034600,607600,434.0,4.211548,20862800,-1414000,-1010.0,-6.347411,601.99,602.6,-2.327189,38.45,0.01868,0.020405,0.007249,None,Possible Buy,Strong. Price Close Above VWAP.
HINDCOPPER,2650,35851850,-543250,-205.0,-1.492646,6776050,-63600,-24.0,-0.929872,12147600,-249100,-94.0,-2.009406,229.6,231.3,3.916667,34.02,0.047459,0.035641,0.017793,None,Possible Buy,Strong. Price Close Above VWAP.
HINDPETRO,2025,40730850,1642275,811.0,4.201419,13956300,777600,384.0,5.90043,21876075,1814400,896.0,9.04411,360.94,358.2,2.333333,48.83,-0.013902,0.002238,0.020107,None,Possible Sell,Weak. Price Close Below VWAP.
HINDUNILVR,300,14715600,-346200,-1154.0,-2.29853,4872900,-237000,-790.0,-4.638056,7202700,375000,1250.0,5.492333,2343.93,2345.0,-1.582278,68.75,-0.011799,0.008147,0.014706,None,None,Strong. Price Close Above VWAP.
HUDCO,2425,22375475,298275,123.0,1.351054,10303825,322525,133.0,3.231293,20697375,-312825,-129.0,-1.48892,224.49,224.98,-0.969925,24.49,0.046565,0.036774,0.011425,None,Possible Buy,Strong. Price Close Above VWAP.
ICICIBANK,700,91855400,-369600,-528.0,-0.400759,17001600,357700,511.0,2.149136,22426600,-689500,-985.0,-2.98277,1247.22,1249.1,-1.927593,55.07,0.008762,0.007623,0.005098,None,None,Strong. Price Close Above VWAP.
ICICIGI,250,6077000,-168750,-675.0,-2.701837,1441750,303250,1213.0,26.635924,1894500,476000,1904.0,33.556574,1898.39,1907.9,1.569662,32.12,0.007047,0.021715,0.011451,None,Possible Buy,Strong. Price Close Above VWAP.
ICICIPRULI,750,12401250,-597750,-797.0,-4.598431,2505000,284250,379.0,12.79973,3780750,496500,662.0,15.117607,654.52,651.4,1.746702,60.27,0.028987,0.018529,0.023315,None,Possible Sell,Weak. Price Close Below VWAP.
IDEA,40000,3606760000,95280000,2382.0,2.713386,543640000,43160000,1079.0,8.623721,1064720000,44480000,1112.0,4.359758,8.89,8.93,1.030584,21.44,0.019406,0.024083,0.014349,None,Possible Buy,Strong. Price Close Above VWAP.
IDFCFIRSTB,7500,499155000,757500,101.0,0.151987,102450000,-2242500,-299.0,-2.141987,135607500,1530000,204.0,1.141131,62.95,62.68,-0.682274,44.2,0.010642,0.001918,0.011044,None,None,Weak. Price Close Below VWAP.
IEX,3750,33401250,-322500,-86.0,-0.956299,19935000,2276250,607.0,12.89021,27416250,195000,52.0,0.716352,170.84,171.01,0.085667,42.52,0.019312,0.016706,0.006334,Possible Buy,None,Strong. Price Close Above VWAP.
IGL,1375,25111625,-19250,-14.0,-0.076599,15787750,930875,677.0,6.265618,22880000,229625,167.0,1.01378,403.74,397.5,0.246677,33.15,-0.011563,0.002269,0.04516,None,Possible Sell,Weak. Price Close Below VWAP.
INDHOTEL,1000,18516000,332000,332.0,1.825781,7661000,275000,275.0,3.72326,14337000,1366000,1366.0,10.531185,812.7,811.45,4.967273,50.37,6.2e-05,0.005639,0.011452,Possible Sell,None,Weak. Price Close Below VWAP.
INDIAMART,300,1186500,31500,105.0,2.727273,963900,25200,84.0,2.684564,915300,53700,179.0,6.232591,2234.97,2239.05,2.130952,52.08,0.013305,0.011703,0.006787,None,None,Strong. Price Close Above VWAP.
INDIANB,950,3885500,-261250,-275.0,-6.300115,1860100,75050,79.0,4.204364,2619150,38950,41.0,1.509573,525.58,527.35,0.518987,48.34,0.048722,0.035238,0.002931,None,Possible Buy,Strong. Price Close Above VWAP.
INDIGO,150,7370400,-10500,-70.0,-0.142259,1785450,39300,262.0,2.250666,3009900,20400,136.0,0.682388,4118.62,4111.75,0.519084,69.88,0.011252,0.008957,0.007687,None,None,Weak. Price Close Below VWAP.
INDUSINDBK,500,55940500,-1208500,-2417.0,-2.114648,12500500,-74500,-149.0,-0.592445,19007000,-134500,-269.0,-0.702662,980.76,975.35,1.805369,47.7,0.013403,0.008635,0.015444,None,None,Weak. Price Close Below VWAP.
INDUSTOWER,1700,88168800,-27200,-16.0,-0.03084,22941500,977500,575.0,4.450464,25724400,-198900,-117.0,-0.767263,356.09,354.55,-0.203478,49.2,0.007817,0.003254,0.023278,None,Possible Sell,Weak. Price Close Below VWAP.
INFY,400,41773600,-1982800,-4957.0,-4.531451,18408800,4373600,10934.0,31.161651,30608400,6525200,16313.0,27.094406,1939.38,1928.45,1.491952,58.67,-0.010874,0.006052,0.019573,None,None,Weak. Price Close Below VWAP.
IOC,4875,144441375,2778750,570.0,1.961527,48949875,614250,126.0,1.270802,75957375,-297375,-61.0,-0.389976,127.26,127.1,-0.484127,56.67,0.001182,0.004346,0.009121,None,None,Weak. Price Close Below VWAP.
IPCALAB,650,2778750,40950,63.0,1.495726,1161550,-9750,-15.0,-0.832408,1904500,13000,20.0,0.687285,1559.5,1550.3,-1.333333,43.32,-0.009741,0.005839,0.018145,None,None,Weak. Price Close Below VWAP.
