TICKER,NSE CODE,GOOGLE CODE,LAST PRICE,ATM STRIKE,ATM CE VALUE,ATM PE VALUE,UPPER BAND CONS,LOWER BAND CONS,COMBINED PREMIUM,% PREMIUM
Central Depository Services (India) Limited (XNSE:CDSL),CDSL,NSE:CDSL,1788.9,1780.0,73.1,64.3,1917.4,1642.6,137.4,7.68%
CESC Limited (XNSE:CESC),CESC,NSE:CESC,184.46,185.0,6.85,6.9,198.75,171.25,13.75,7.45%
CG Power and Industrial Solutions Limited (XNSE:CGPOWER),CGPOWER,NSE:CGPOWER,750.95,750.0,26.45,25.5,801.95,698.05,51.95,6.92%
Chambal Fertilizers & Chemicals Limited (XNSE:CHAMBLFERT),CHAMBLFERT,NSE:CHAMBLFERT,502.0,500.0,17.8,15.6,533.4,466.6,33.4,6.65%
Cholamandalam Investment and Finance Company Limited (XNSE:CHOLAFIN),CHOLAFIN,NSE:CHOLAFIN,1202.9,1200.0,41.1,38.25,1279.35,1120.65,79.35,6.6%
Cipla Limited (XNSE:CIPLA),CIPLA,NSE:CIPLA,1514.1,1520.0,33.05,38.4,1591.45,1448.55,71.45,4.72%
Coal India Limited (XNSE:COALINDIA),COALINDIA,NSE:COALINDIA,383.25,384.25,0,11.1,,,11.1,2.9%
Coforge Limited (XNSE:COFORGE),COFORGE,NSE:COFORGE,9515.6,9500.0,337.55,324.1,10161.65,8838.35,661.65,6.95%
Colgate Palmolive (India) Limited (XNSE:COLPAL),COLPAL,NSE:COLPAL,2741.4,2740.0,69.25,96.9,2906.15,2573.85,166.15,6.06%
Container Corporation of India Limited (XNSE:CONCOR),CONCOR,NSE:CONCOR,787.55,790.0,21.45,23.95,835.4,744.6,45.4,5.76%
Coromandel International Limited (XNSE:COROMANDEL),COROMANDEL,NSE:COROMANDEL,1859.45,1860.0,56.7,55.35,1972.05,1747.95,112.05,6.03%
Crompton Greaves Consumer Electricals Limited (XNSE:CROMPTON),CROMPTON,NSE:CROMPTON,398.3,400.0,10.4,12.1,422.5,377.5,22.5,5.65%
City Union Bank Limited (XNSE:CUB),CUB,NSE:CUB,173.86,175.0,4.1,5.3,184.4,165.6,9.4,5.41%
