SYMBOL,DATE,qnty_per_trade,avg_qnty_per_trade,deliv_qty,avg_deliv_qty,trade_qty_deviation,delivery_qty_deviation,F&O,NIFTY_500,ROC_RS_7,ROC_RS_14,AD_Count,DD_Count,NA_Count,vwap_positive_7days,vwap_negative_7days,vwap_positive_14days,vwap_negative_14days
ACL,2025-01-15,35,33.0,8918,16398.0,4.0,-45.0,N,N,,,5,2,18,10,20,46,56
ACLGATI,2025-01-15,79,64.0,288577,134628.0,24.0,114.0,N,N,,,3,11,11,7,23,23,79
ACMESOLAR,2025-01-15,35,49.0,379851,258185.0,-28.0,47.0,N,N,,,5,7,13,18,12,56,46
ADANIENSOL,2025-01-15,23,27.0,934721,794105.0,-16.0,17.0,Y,Y,,,5,6,14,2,28,42,60
ADANIENT,2025-01-15,15,18.0,509607,607787.0,-12.0,-16.0,Y,Y,,,6,6,13,10,20,33,69
ADANIGREEN,2025-01-15,39,27.0,1506951,912715.0,41.0,65.0,Y,Y,,,4,7,14,7,23,30,72
ADANIPORTS,2025-01-15,27,31.0,1316893,1459605.0,-13.0,-9.0,Y,Y,,,4,8,13,3,27,22,80
ADANIPOWER,2025-01-15,70,53.0,4104958,1636686.0,33.0,150.0,N,Y,,,5,7,13,3,27,21,81
ADFFOODS,2025-01-15,27,35.0,41255,94643.0,-21.0,-56.0,N,N,,,3,8,14,12,18,29,73
ADL,2025-01-15,11,20.0,393,1494.0,-43.0,-73.0,N,N,,,8,5,12,6,24,42,39
ADORWELD,2025-01-15,6,8.0,11831,7941.0,-28.0,48.0,N,N,,,5,7,13,20,10,49,53
ADSL,2025-01-15,43,43.0,169214,129251.0,0.0,30.0,N,N,,,3,10,12,10,20,46,56
ADVANIHOTR,2025-01-15,44,48.0,46786,38393.0,-8.0,21.0,N,N,,,5,6,14,3,27,39,63
ADVENZYMES,2025-01-15,11,17.0,41275,137603.0,-30.0,-70.0,N,N,,,5,5,15,16,14,52,50
AEGISLOG,2025-01-15,39,23.0,325177,273114.0,67.0,19.0,N,Y,,,7,4,14,7,23,7,95
AEROFLEX,2025-01-15,37,45.0,256228,234593.0,-17.0,9.0,N,N,,,5,3,17,7,23,53,49
AETHER,2025-01-15,6,13.0,15065,21367.0,-51.0,-29.0,N,N,,,6,2,17,9,21,55,47
AFCONS,2025-01-15,28,41.0,458604,539217.0,-32.0,-14.0,N,N,,,6,4,15,6,24,13,89
AFFLE,2025-01-15,17,10.0,239563,104964.0,73.0,128.0,N,Y,,,6,8,11,11,19,29,73
AFFORDABLE,2025-01-15,14,12.0,5348,9559.0,13.0,-44.0,N,N,,,4,6,15,19,11,70,32
AFIL,2025-01-15,79,88.0,120072,234677.0,-11.0,-48.0,N,N,,,4,7,14,2,28,38,64
AGARIND,2025-01-15,8,10.0,8019,12220.0,-24.0,-34.0,N,N,,,2,7,16,9,21,38,64
AGI,2025-01-15,10,10.0,44585,76503.0,-6.0,-41.0,N,N,,,5,6,14,12,18,25,77
AGIIL,2025-01-15,4,11.0,754,8979.0,-62.0,-91.0,N,N,,,5,6,14,21,9,36,66
AGRITECH,2025-01-15,11,23.0,2583,19482.0,-51.0,-86.0,N,N,,,2,6,17,10,20,10,92
AGROPHOS,2025-01-15,40,51.0,8021,19110.0,-21.0,-58.0,N,N,,,5,6,14,2,28,28,74
AGSTRA,2025-01-15,107,171.0,223076,566161.0,-37.0,-60.0,N,N,,,3,6,16,10,20,39,63
AHL,2025-01-15,34,64.0,28631,116158.0,-46.0,-75.0,N,N,,,2,7,16,5,25,24,78
AHLADA,2025-01-15,39,31.0,10012,14710.0,26.0,-31.0,N,N,,,4,7,14,0,30,46,56
AHLEAST,2025-01-15,17,22.0,4440,7661.0,-21.0,-42.0,N,N,,,5,6,14,1,29,8,94
AHLUCONT,2025-01-15,7,5.0,56887,39014.0,33.0,45.0,N,N,,,1,9,15,7,23,31,71
AIAENG,2025-01-15,7,13.0,45295,59649.0,-44.0,-24.0,N,Y,,,4,7,14,17,13,64,38
AIIL,2025-01-15,8,10.0,31888,79340.0,-19.0,-59.0,N,N,,,6,4,15,14,16,71,31
AIRAN,2025-01-15,81,97.0,43870,126201.0,-16.0,-65.0,N,N,,,5,6,14,6,19,23,74
AIROLAM,2025-01-15,33,23.0,4487,7436.0,38.0,-39.0,N,N,,,7,3,15,9,21,26,76
AJANTPHARM,2025-01-15,4,5.0,78379,59520.0,-8.0,31.0,N,Y,,,6,7,12,9,21,65,37
AJMERA,2025-01-15,9,13.0,15944,34055.0,-29.0,-53.0,N,N,,,4,6,15,0,30,24,78
AJOONI,2025-01-15,593,1090.0,346948,876381.0,-45.0,-60.0,N,N,,,4,7,14,18,12,18,49
AKASH,2025-01-15,28,36.0,1885,5087.0,-21.0,-62.0,N,N,,,4,6,15,8,22,57,45
AKG,2025-01-15,64,304.0,15585,77253.0,-78.0,-79.0,N,N,,,4,6,15,8,22,33,69
AKSHARCHEM,2025-01-15,15,15.0,3833,3791.0,1.0,1.0,N,N,,,3,5,17,3,27,30,72
AKUMS,2025-01-15,20,29.0,55384,190207.0,-30.0,-70.0,N,Y,,,5,6,14,2,28,24,78
AKZOINDIA,2025-01-15,29,3.0,86250,7289.0,654.0,1083.0,N,N,,,4,9,12,11,19,47,55
ALANKIT,2025-01-15,212,242.0,301664,299437.0,-12.0,0.0,N,N,,,4,4,17,10,20,17,75
ALBERTDAVD,2025-01-15,4,5.0,2697,3040.0,-11.0,-11.0,N,N,,,3,5,17,7,23,50,52
ALEMBICLTD,2025-01-15,43,47.0,106899,183872.0,-8.0,-41.0,N,N,,,4,7,14,8,22,36,66
ALICON,2025-01-15,6,5.0,8294,13689.0,19.0,-39.0,N,N,,,3,5,17,24,6,40,62
ALKALI,2025-01-15,7,20.0,2029,5487.0,-63.0,-63.0,N,N,,,4,7,14,0,30,33,69
ALKEM,2025-01-15,3,4.0,57329,40448.0,-23.0,41.0,Y,Y,,,6,6,13,6,24,45,57
ALKYLAMINE,2025-01-15,4,5.0,11880,39772.0,-20.0,-70.0,N,Y,,,1,7,17,5,25,41,61
ALLCARGO,2025-01-15,118,102.0,1020042,761983.0,15.0,33.0,N,N,,,1,11,13,2,23,26,71
ALLDIGI,2025-01-15,8,8.0,2771,9666.0,2.0,-71.0,N,N,,,6,5,14,10,20,34,68
ALOKINDS,2025-01-15,504,314.0,3521996,1708273.0,60.0,106.0,N,Y,,,5,9,11,11,19,30,72
ALPA,2025-01-15,35,62.0,53354,74578.0,-42.0,-28.0,N,N,,,8,3,14,10,20,10,26
ALPHA,2025-01-15,204,184.0,511236,746592.0,10.0,-31.0,N,N,,,0,10,15,11,19,58,44
ALPHAETF,2025-01-15,280,446.0,242748,1067847.0,-37.0,-77.0,N,N,,,3,6,16,5,25,52,50
ALPHAGEO,2025-01-15,11,14.0,4331,11760.0,-22.0,-63.0,N,N,,,8,2,15,3,27,12,90
ALPL30IETF,2025-01-15,260,534.0,613564,924918.0,-51.0,-33.0,N,N,,,4,8,13,4,24,40,60
AMBER,2025-01-15,6,8.0,128887,128267.0,-25.0,0.0,N,Y,,,10,1,14,17,13,47,55
AMBICAAGAR,2025-01-15,21,47.0,1791,15604.0,-53.0,-88.0,N,N,,,6,8,11,5,25,23,57
AMBIKCO,2025-01-15,5,5.0,3384,5106.0,5.0,-33.0,N,N,,,5,4,16,2,28,9,93
AMBUJACEM,2025-01-15,36,39.0,532164,1033074.0,-6.0,-48.0,Y,Y,,,5,7,13,10,20,39,63
AMDIND,2025-01-15,19,32.0,5417,9732.0,-40.0,-44.0,N,N,,,4,5,16,2,28,30,72
AMIORG,2025-01-15,9,8.0,101152,107082.0,8.0,-5.0,N,N,,,6,8,11,11,19,49,53
AMJLAND,2025-01-15,33,51.0,31800,48560.0,-34.0,-34.0,N,N,,,5,7,13,3,27,10,92
AMNPLST,2025-01-15,11,23.0,6615,36044.0,-51.0,-81.0,N,N,,,5,4,16,5,25,30,72
AMRUTANJAN,2025-01-15,10,8.0,30690,12473.0,36.0,146.0,N,N,,,1,8,16,10,20,56,46
ANANDRATHI,2025-01-15,6,5.0,24192,26947.0,7.0,-10.0,N,Y,,,4,8,13,11,19,11,79
ANANTRAJ,2025-01-15,31,24.0,636836,445877.0,27.0,42.0,N,Y,,,11,3,11,11,19,48,54
ANDHRAPAP,2025-01-15,53,63.0,34374,90328.0,-16.0,-61.0,N,N,,,2,8,15,10,20,39,63
ANDHRSUGAR,2025-01-15,46,66.0,36404,83699.0,-29.0,-56.0,N,N,,,2,6,17,3,27,50,52
ANGELONE,2025-01-15,18,14.0,460921,309755.0,29.0,48.0,Y,Y,,,4,10,11,8,22,43,59
ANMOL,2025-01-15,84,87.0,28361,42563.0,-3.0,-33.0,N,N,,,2,9,14,5,25,12,73
ANTGRAPHIC,2025-01-15,863,1049.0,249714,478372.0,-17.0,-47.0,N,N,,,3,7,15,6,13,13,50
ANUHPHR,2025-01-15,10,17.0,18499,34596.0,-37.0,-46.0,N,N,,,2,5,10,7,23,41,61
ANUP,2025-01-15,3,4.0,11204,15721.0,-21.0,-28.0,N,N,,,6,4,15,7,23,14,88
ANURAS,2025-01-15,18,22.0,47978,66548.0,-14.0,-27.0,N,N,,,4,9,12,3,27,59,43
APARINDS,2025-01-15,3,3.0,38063,37193.0,-6.0,2.0,N,Y,,,4,3,18,15,15,49,53
APCL,2025-01-15,29,20.0,3028,4170.0,45.0,-27.0,N,N,,,5,4,16,8,22,51,51
APCOTEXIND,2025-01-15,17,17.0,10684,13968.0,1.0,-23.0,N,N,,,4,6,15,11,19,41,61
APEX,2025-01-15,33,41.0,31213,86794.0,-20.0,-64.0,N,N,,,4,7,14,10,20,27,75
APLAPOLLO,2025-01-15,17,15.0,480096,245632.0,9.0,95.0,Y,Y,,,5,7,13,12,18,57,45
APLLTD,2025-01-15,7,9.0,54565,71961.0,-28.0,-24.0,N,Y,,,5,7,13,8,22,57,45
APOLLO,2025-01-15,188,204.0,1760955,4635940.0,-7.0,-62.0,N,N,,,6,4,15,7,23,73,29
APOLLOHOSP,2025-01-15,7,6.0,370946,153905.0,12.0,141.0,Y,Y,,,6,7,12,1,29,40,62
APOLLOPIPE,2025-01-15,14,14.0,12661,16321.0,0.0,-22.0,N,N,,,4,6,15,12,18,55,47
APOLLOTYRE,2025-01-15,52,40.0,776183,606618.0,28.0,27.0,Y,Y,,,5,6,14,2,28,42,60
APOLSINHOT,2025-01-15,4,5.0,613,1174.0,-29.0,-47.0,N,N,,,4,9,12,5,25,31,71
APTECHT,2025-01-15,29,45.0,18623,57932.0,-34.0,-67.0,N,N,,,3,6,16,0,30,19,83
APTUS,2025-01-15,84,24.0,3800147,479725.0,247.0,692.0,N,Y,,,4,8,13,6,24,18,84
ARCHIDPLY,2025-01-15,19,28.0,11329,15539.0,-32.0,-27.0,N,N,,,5,6,14,11,19,38,64
ARCHIES,2025-01-15,105,86.0,17564,16518.0,21.0,6.0,N,N,,,4,6,15,3,24,24,54
ARE&M,2025-01-15,15,12.0,216634,219705.0,17.0,-1.0,N,Y,,,2,9,14,7,23,41,61
ARIHANTCAP,2025-01-15,58,85.0,92528,165743.0,-31.0,-44.0,N,N,,,2,7,16,10,20,27,75
ARIHANTSUP,2025-01-15,23,28.0,15694,65370.0,-18.0,-75.0,N,N,,,6,4,15,4,26,52,50
ARKADE,2025-01-15,64,111.0,324019,1372528.0,-41.0,-76.0,N,N,,,7,4,14,7,23,50,52
ARMANFIN,2025-01-15,9,8.0,16064,17549.0,13.0,-8.0,N,N,,,3,9,13,27,3,51,51
AROGRANITE,2025-01-15,21,33.0,3437,7963.0,-35.0,-56.0,N,N,,,3,11,11,19,11,52,50
ARROWGREEN,2025-01-15,13,12.0,17271,18090.0,6.0,-4.0,N,N,,,7,5,13,16,14,50,52
ARTEMISMED,2025-01-15,15,28.0,29159,58673.0,-44.0,-50.0,N,N,,,6,4,15,5,25,35,67
ARVEE,2025-01-15,7,15.0,175,755.0,-50.0,-76.0,N,N,,,5,5,15,5,25,49,53
ARVIND,2025-01-15,17,19.0,129070,219689.0,-9.0,-41.0,N,N,,,5,4,16,11,19,40,62
ARVINDFASN,2025-01-15,11,16.0,149276,130940.0,-30.0,14.0,N,N,,,3,6,16,11,19,46,56
ARVSMART,2025-01-15,9,12.0,18732,30215.0,-20.0,-38.0,N,N,,,3,8,14,2,28,57,45
ASAHIINDIA,2025-01-15,10,9.0,30055,35379.0,4.0,-15.0,N,Y,,,2,7,16,20,10,48,54
ASAHISONG,2025-01-15,11,13.0,5769,3358.0,-14.0,71.0,N,N,,,3,9,13,12,18,75,27
ASAL,2025-01-15,10,8.0,15474,7410.0,18.0,108.0,N,N,,,6,8,11,5,25,22,80
ASALCBR,2025-01-15,9,11.0,14893,26389.0,-22.0,-43.0,N,N,,,5,5,15,24,6,54,48
ASHAPURMIN,2025-01-15,52,69.0,223759,242005.0,-25.0,-7.0,N,N,,,7,4,14,10,20,55,47
ASHIANA,2025-01-15,30,29.0,66066,71135.0,3.0,-7.0,N,N,,,7,4,14,3,27,31,71
ASHOKA,2025-01-15,64,61.0,820612,1066776.0,3.0,-23.0,N,N,,,5,5,15,7,23,28,74
ASHOKLEY,2025-01-15,74,118.0,1174048,2483618.0,-37.0,-52.0,Y,Y,,,3,8,14,10,20,57,45
ASIANENE,2025-01-15,30,41.0,36507,106483.0,-26.0,-65.0,N,N,,,8,3,14,10,20,27,75
ASIANPAINT,2025-01-15,13,14.0,855809,631616.0,-6.0,35.0,Y,Y,,,5,5,15,15,15,38,64
ASIANTILES,2025-01-15,156,151.0,167325,258312.0,2.0,-35.0,N,N,,,3,6,16,10,20,39,63
ASKAUTOLTD,2025-01-15,29,21.0,95175,97809.0,35.0,-2.0,N,N,,,4,7,14,4,26,23,79
ASMS,2025-01-15,435,364.0,980100,543373.0,19.0,80.0,N,N,,,8,3,14,4,26,46,50
ASPINWALL,2025-01-15,38,33.0,5000,18499.0,16.0,-72.0,N,N,,,6,3,16,16,14,56,46
ASTEC,2025-01-15,8,12.0,4324,23387.0,-30.0,-81.0,N,N,,,4,4,17,9,21,31,71
ASTERDM,2025-01-15,22,26.0,486111,451124.0,-17.0,7.0,N,Y,,,7,4,14,2,28,40,62
ASTRAL,2025-01-15,18,13.0,501580,250089.0,36.0,100.0,Y,Y,,,1,12,12,19,11,66,36
ASTRAMICRO,2025-01-15,14,14.0,115060,61705.0,0.0,86.0,N,N,,,5,7,13,10,20,56,46
ASTRAZEN,2025-01-15,4,4.0,15869,8774.0,0.0,80.0,N,Y,,,4,7,14,2,28,35,67
ASTRON,2025-01-15,112,134.0,14720,54370.0,-16.0,-72.0,N,N,,,4,8,13,3,27,24,78
ATAM,2025-01-15,26,20.0,11719,15109.0,30.0,-22.0,N,N,,,2,7,16,6,24,51,51
ATFL,2025-01-15,10,12.0,12332,12564.0,-15.0,-1.0,N,N,,,5,8,12,10,20,38,64
ATGL,2025-01-15,24,25.0,325594,505863.0,-1.0,-35.0,Y,Y,,,5,3,17,3,27,31,71
ATL,2025-01-15,123,112.0,216373,152544.0,9.0,41.0,N,N,,,4,8,13,7,23,43,59
ATUL,2025-01-15,4,3.0,7586,11318.0,27.0,-32.0,Y,Y,,,3,6,16,11,19,47,55
ATULAUTO,2025-01-15,10,20.0,8967,27208.0,-48.0,-67.0,N,N,,,2,8,15,7,23,26,76
AUBANK,2025-01-15,46,46.0,982275,1448564.0,0.0,-32.0,Y,Y,,,6,6,13,22,8,79,23
AURIONPRO,2025-01-15,7,8.0,17735,31515.0,-4.0,-43.0,N,N,,,5,5,15,7,23,24,78
AUROPHARMA,2025-01-15,23,24.0,532102,701936.0,-7.0,-24.0,Y,Y,,,4,9,12,5,25,68,34
AURUM,2025-01-15,17,53.0,9757,88483.0,-67.0,-88.0,N,N,,,5,6,14,15,15,60,32
AUTOAXLES,2025-01-15,7,9.0,3965,8085.0,-16.0,-50.0,N,N,,,5,8,12,24,6,72,30
AUTOBEES,2025-01-15,30,58.0,39319,104082.0,-47.0,-62.0,N,N,,,4,8,13,2,28,38,64
AUTOIETF,2025-01-15,99,236.0,142330,400791.0,-58.0,-64.0,N,N,,,2,6,17,2,25,38,61
AUTOIND,2025-01-15,32,35.0,33990,36869.0,-8.0,-7.0,N,N,,,4,5,16,3,27,27,75
AVADHSUGAR,2025-01-15,17,18.0,29598,20535.0,-4.0,44.0,N,N,,,3,12,10,10,20,27,75
AVALON,2025-01-15,24,35.0,339903,343582.0,-30.0,-1.0,N,N,,,5,6,14,8,22,25,77
AVANTEL,2025-01-15,43,34.0,354797,245585.0,27.0,44.0,N,N,,,5,6,14,0,30,24,78
AVANTIFEED,2025-01-15,14,23.0,131224,259971.0,-38.0,-49.0,N,Y,,,7,5,13,3,27,27,75
AVG,2025-01-15,19,21.0,23880,31085.0,-8.0,-23.0,N,N,,,1,9,15,0,30,28,74
AVL,2025-01-15,38,25.0,92494,72189.0,52.0,28.0,N,N,,,5,6,14,14,16,70,32
AVTNPL,2025-01-15,41,40.0,27122,41348.0,2.0,-34.0,N,N,,,2,9,14,3,27,48,54
AWFIS,2025-01-15,42,14.0,612822,153230.0,192.0,299.0,N,N,,,6,5,14,10,20,40,62
AWHCL,2025-01-15,18,19.0,32847,46122.0,-4.0,-28.0,N,N,,,5,8,12,8,22,27,75
AWL,2025-01-15,209,94.0,8478015,1777851.0,122.0,376.0,N,Y,,,5,7,13,8,22,63,39
AXISBANK,2025-01-15,42,39.0,6672057,3878141.0,5.0,72.0,Y,Y,,,4,8,13,8,22,44,58
AXISBNKETF,2025-01-15,10,484.0,467,84469.0,-97.0,-99.0,N,N,,,3,11,11,21,9,57,45
AXISBPSETF,2025-01-15,2083,1574.0,1029291,894313.0,32.0,15.0,N,N,,,3,4,18,9,5,40,35
AXISCETF,2025-01-15,17,51.0,830,2915.0,-66.0,-71.0,N,N,,,5,5,15,9,21,65,37
AXISGOLD,2025-01-15,156,170.0,151655,201484.0,-7.0,-24.0,N,N,,,5,3,17,30,0,64,26
AXISHCETF,2025-01-15,38,31.0,5650,3699.0,20.0,52.0,N,N,,,6,7,12,0,30,57,45
AXISILVER,2025-01-15,59,209.0,9098,45907.0,-71.0,-80.0,N,N,,,7,6,12,22,8,73,29
AXISNIFTY,2025-01-15,60,44.0,6202,6101.0,36.0,1.0,N,N,,,5,7,13,4,26,40,62
AXISTECETF,2025-01-15,23,89.0,483,27396.0,-74.0,-98.0,N,N,,,4,7,14,9,21,56,46
AXITA,2025-01-15,851,578.0,1305422,1123013.0,47.0,16.0,N,N,,,5,8,12,4,26,4,98
AXSENSEX,2025-01-15,38,31.0,623,967.0,22.0,-35.0,N,N,,,4,8,13,14,16,65,37
AYMSYNTEX,2025-01-15,42,82.0,26104,43004.0,-47.0,-39.0,N,N,,,6,5,14,15,15,27,54
AZAD,2025-01-15,9,12.0,25541,102318.0,-22.0,-75.0,N,N,,,5,5,15,8,22,44,58
BAIDFIN,2025-01-15,264,567.0,111695,1009987.0,-53.0,-88.0,N,N,,,4,8,13,14,16,32,70
BAJAJ-AUTO,2025-01-15,7,8.0,170417,277546.0,-9.0,-38.0,Y,Y,,,4,6,15,18,12,47,55
BAJAJCON,2025-01-15,21,26.0,113310,118131.0,-18.0,-4.0,N,N,,,3,9,13,2,28,38,64
BAJAJELEC,2025-01-15,6,8.0,8859,8055.0,-21.0,9.0,N,N,,,2,8,15,12,18,31,71
BAJAJFINSV,2025-01-15,18,18.0,830793,814732.0,-2.0,1.0,Y,Y,,,6,5,14,21,9,61,41
BAJAJHCARE,2025-01-15,35,43.0,113495,224755.0,-18.0,-49.0,N,N,,,7,3,15,10,20,47,55
BAJAJHFL,2025-01-15,108,121.0,4400675,4511653.0,-10.0,-2.0,N,N,,,5,8,12,5,25,12,90
BAJAJHIND,2025-01-15,335,280.0,2684130,1987405.0,19.0,35.0,N,N,,,2,7,16,8,22,15,77
BAJAJHLDNG,2025-01-15,2,3.0,12047,63202.0,-26.0,-80.0,N,Y,,,8,5,12,3,27,21,81
BAJEL,2025-01-15,40,51.0,53740,138614.0,-20.0,-61.0,N,N,,,5,5,15,7,23,47,55
BAJFINANCE,2025-01-15,7,9.0,277838,505197.0,-17.0,-45.0,Y,Y,,,5,6,14,16,14,45,57
BALAJEE,2025-01-15,39,73.0,35079,102340.0,-46.0,-65.0,N,N,,,4,4,17,4,26,11,91
BALAMINES,2025-01-15,4,7.0,12852,45720.0,-31.0,-71.0,N,Y,,,2,6,17,10,20,17,85
BALAXI,2025-01-15,52,51.0,36860,33297.0,1.0,10.0,N,N,,,4,8,13,0,30,25,77
BALKRISHNA,2025-01-15,152,84.0,36114,26639.0,80.0,35.0,N,N,,,5,6,14,11,19,58,44
BALKRISIND,2025-01-15,6,8.0,49420,79226.0,-21.0,-37.0,Y,Y,,,6,6,13,21,9,40,62
BALMLAWRIE,2025-01-15,14,18.0,42824,67540.0,-23.0,-36.0,N,N,,,1,8,16,24,6,60,42
BALPHARMA,2025-01-15,24,59.0,11545,29167.0,-59.0,-60.0,N,N,,,4,5,16,0,6,0,6
BALRAMCHIN,2025-01-15,19,25.0,327566,173700.0,-22.0,88.0,N,Y,,,5,6,14,13,17,37,65
BALUFORGE,2025-01-15,13,18.0,139043,137688.0,-28.0,0.0,N,N,,,4,6,15,13,17,31,71
BANARISUG,2025-01-15,4,3.0,508,376.0,17.0,34.0,N,N,,,4,3,18,13,17,20,82
BANCOINDIA,2025-01-15,20,28.0,43352,143961.0,-27.0,-69.0,N,N,,,6,7,12,16,14,50,52
BANDHANBNK,2025-01-15,155,130.0,2155731,3053001.0,19.0,-29.0,Y,Y,,,3,9,13,7,23,43,59
BANKA,2025-01-15,15,26.0,6526,5090.0,-41.0,28.0,N,N,,,3,8,14,3,27,31,71
BANKBARODA,2025-01-15,159,141.0,3279029,5168015.0,13.0,-36.0,Y,Y,,,1,8,16,10,20,46,56
BANKBEES,2025-01-15,40,100.0,146535,1014875.0,-59.0,-85.0,N,N,,,2,8,15,16,14,52,50
BANKBETF,2025-01-15,182,133.0,23673,72664.0,36.0,-67.0,N,N,,,2,7,16,6,24,36,66
BANKETF,2025-01-15,10,69.0,4014,14229.0,-85.0,-71.0,N,N,,,3,9,13,25,5,65,37
BANKETFADD,2025-01-15,55,138.0,4065,17559.0,-59.0,-76.0,N,N,,,1,7,17,16,14,40,62
BANKIETF,2025-01-15,298,564.0,212989,1118161.0,-47.0,-80.0,N,N,,,3,5,17,16,14,45,57
BANKINDIA,2025-01-15,222,180.0,2166085,3080858.0,23.0,-29.0,Y,Y,,,3,6,16,6,24,42,60
BANKNIFTY1,2025-01-15,52,104.0,49767,108345.0,-49.0,-54.0,N,N,,,3,11,11,17,13,74,28
BANKPSU,2025-01-15,51,230.0,1973,58614.0,-77.0,-96.0,N,N,,,3,9,13,6,24,42,60
BANSALWIRE,2025-01-15,10,15.0,34796,33139.0,-32.0,4.0,N,N,,,2,6,17,14,16,49,53
BANSWRAS,2025-01-15,25,27.0,12094,22323.0,-9.0,-45.0,N,N,,,4,5,16,15,15,22,80
BARBEQUE,2025-01-15,23,13.0,50060,36277.0,70.0,37.0,N,N,,,1,11,13,5,25,15,87
BASF,2025-01-15,2,3.0,6089,13442.0,-34.0,-54.0,N,Y,,,5,7,13,3,27,48,54
BASML,2025-01-15,78,98.0,88077,71555.0,-20.0,23.0,N,N,,,4,10,11,2,28,35,57
